SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,AvgRollbackRtt,RemoteUpdateTxPrepareServiceTime,RemoteContentionProbability,LocalUpdateTxPrepareResponseTime,AvgCommitAsync,LocalUpdateTxLocalServiceTime,AvgGetsPerWrTransaction,LocalUpdateTxLocalRollbackResponseTime,AvgNumSyncSentCommitMsgs,AvgCommitCommandSize,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,LocalReadOnlyTxPrepareResponseTime,AvgPutsPerWrTransaction,PercentageWriteTransactions,NumAbortedTxDueToValidation,LocalReadOnlyTxLocalServiceTime,AvgNumNodesPrepare,NumWaitedRemoteGets,AvgLocalRemoteAbortLockHoldTime,AvgLocalSuccessfulLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgNumNodesRollback,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgRemoteGetsPerWrTransaction,AvgCommitRtt,NumReadsBeforeWrite,LocalUpdateTxLocalRollbackServiceTime,AvgLockHoldTime,RemoteGetServiceTime,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,GMUClusteredGetCommandResponseTime,WaitedTimeInLocalCommitQueue,RemotePutExecutionTime,AvgLocalLockHoldTime,AvgClusteredGetCommandReplySize,AvgNumNodesRemoteGet,NumOwnedRdItemsInRemotePrepare,AvgNumAsyncSentCommitMsgs,AvgGetsPerROTransaction,LocalUpdateTxTotalResponseTime,LocalUpdateTxTotalCpuTime,LocalUpdateTxLocalResponseTime,RemoteGetResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,LocalUpdateTxCommitServiceTime,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,PercentageSuccessWriteTransactions,WaitedTimeInRemoteCommitQueue,LocalUpdateTxRemoteRollbackResponseTime,LockContentionProbability,AvgRemoteLockHoldTime,ReadOnlyTxTotalResponseTime,NumAbortedXacts,RemoteUpdateTxCommitServiceTime,NumberOfRemotePuts,AvgNumPutsBySuccessfulLocalTx,AvgNumNodesCompleteNotification,AvgCompleteNotificationAsync,NumAbortedTxDueToNotLastValueAccessed,NumOwnedRdItemsInLocalPrepare,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,TerminationCost,RemotelyDeadXact,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareCommandSize,LocalUpdateTxCommitResponseTime,LocalUpdateTxRemoteRollbackServiceTime,AvgPrepareRtt,AvgNumNodesCommit,NumberOfGets,UpdateXactToPrepare,AvgRollbackCommandSize,WriteSkewProbability,LocalContentionProbability,GMUClusteredGetCommandServiceTime,AvgReadOnlyTxDuration,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,NumWaitedRemoteCommits,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,180069,0,148,181,0,278,293099.0455690608,270783.0887702703,31.205752883031302,34063.882955801106,0.6477307984335362,6.1859776E7,1,1000,UNIFORM,0,0,340,0.0,27333,5752,24294,100,4511,0,322,345,27287.0,0,0,10.0,0.7561779242174629,8,26481,28,0,36984,16131,123,28,112,267196,5463,97.35911602209944,0,100.0,1157,26588,237,0.24888589926847726,151,86.0,0,67,24615,950,1,2.736063230471706,27,100,291130.0,28898.0,257403,2717,0.0,233,1399,687,0.0,0.5501519756838906,4529,5896,0.0,26759,268866.0,278,137,1750,10.0,0,0,0,5.254143646408839,4,0,163509,266.0,9.668508287292818,3014,0,2598,6244,6121,1379,25012,28,32900,459.0,70,0.0,8.714596949891067E-4,76.0,268857,0.3314917127071823,1,105,31908,2,96.52702702702703,0,0,6578
1,179996,0,185,186,0,282,282432.8245,249801.41457297298,24.11666156202144,35749.76577956989,0.6183478068557513,7.089560173913044E7,1,1000,UNIFORM,0,0,346,0.0,29984,4856,23041,100,5644,0,322,345,24137.0,0,0,10.0,0.7166921898928025,11,23420,28,0,32995,20316,103,28,106,246857,4765,96.94623655913979,0,100.0,1305,26037,222,0.2756067461949815,141,77.0,0,62,25319,1016,1,2.9908657011191573,27,100,280701.0,27596.0,245163,2520,0.0,255,1378,671,0.0,0.5013477088948787,17023,5079,0.0,26091,247927.0,282,127,1810,10.0,0,0,0,5.053763440860215,5,0,130640,266.0,9.731182795698924,2989,0,2407,6244,5221,1366,27401,28,37100,468.0,70,0.0,0.0,71.0,247918,0.26881720430107525,1,96,36117,4,97.75675675675676,0,0,8155
2,180186,0,167,180,0,279,292064.88607222226,260837.75504790418,14.07374121405751,36583.868472222224,0.6843117723554598,6.700474432E7,1,1000,UNIFORM,0,0,338,0.0,29485,5980,24285,100,3685,0,322,345,25163.0,0,0,10.0,0.7332268370607029,10,24412,28,0,34472,20784,110,28,117,257516,5111,96.46111111111111,0,100.0,988,25108,228,0.3307785397337636,146,79.0,0,70,26510,996,1,3.4939895118999598,27,100,289705.0,29013.0,253420,2642,0.0,312,1446,630,0.0,0.5187319884726225,16547,5549,0.0,24997,258667.0,279,135,1760,10.0,0,0,0,6.011111111111111,6,0,174353,263.0,9.777777777777779,3086,0,2526,6245,6434,1410,26771,28,34700,459.0,70,0.0,4.3572984749455336E-4,72.0,258657,0.2222222222222222,1,101,33565,3,97.01796407185628,0,0,4865
3,180006,0,164,171,0,288,300036.9154795322,259156.1854695122,16.576520064205457,37630.898584795315,0.7014108250880777,5.759756626086956E7,1,1000,UNIFORM,0,0,335,0.0,30550,5984,24952,100,6089,0,322,345,25319.0,0,0,10.0,0.7367576243980738,10,24569,28,0,34837,18374,116,28,106,255858,5241,96.953216374269,0,100.0,1361,25454,227,0.27752982228353484,148,79.0,0,65,25469,967,1,3.252556403181302,27,100,298114.0,29699.0,260835,2642,0.0,257,1443,613,0.0,0.5104477611940299,6751,5637,0.0,25452,257414.0,288,136,1640,10.0,0,0,0,5.8011695906432745,3,0,144784,275.0,9.590643274853802,3107,0,2526,6246,6402,1406,27837,28,33500,459.0,70,0.0,2.1786492374727668E-4,71.0,257405,0.4093567251461988,1,103,32448,3,96.76219512195122,0,0,9320
4,180100,0,159,182,0,297,283433.5502307692,263934.91417610063,19.509304075235107,33667.00258791209,0.6467474027036236,6.416916128E7,1,1000,UNIFORM,0,0,319,0.0,27113,5468,23588,100,3794,0,322,345,27235.0,0,0,10.0,0.7507836990595611,12,26485,28,0,34192,18115,104,28,113,260851,4838,96.9010989010989,0,100.0,989,26268,229,0.2909359121455499,145,86.0,0,59,24741,968,1,3.157597115227012,27,100,280863.0,28095.0,247449,2585,0.0,269,1298,584,0.0,0.533724340175953,43724,5355,0.0,26392,262167.0,297,134,1770,10.0,0,0,0,5.450549450549451,7,0,146697,278.0,9.725274725274724,3015,0,2474,6244,5913,1252,24675,28,34100,479.0,70,0.0,8.350730688935282E-4,72.0,262141,0.27472527472527475,1,101,33055,4,96.9748427672956,0,0,5274
5,179990,0,199,180,0,259,281045.88487222226,268861.5535628141,25.334244514106583,32088.904233333335,0.7204159829992876,7.006535408695652E7,1,1000,UNIFORM,0,0,346,0.0,25935,4629,22739,100,4941,0,322,345,25770.0,0,0,10.0,0.6880877742946708,11,25024,28,0,33514,16814,111,28,120,265408,4534,95.61111111111111,0,100.0,1046,26098,220,0.38044345190620515,161,90.0,0,66,23089,1003,1,4.080335061826885,27,100,278838.0,26906.0,246978,2634,0.0,339,1053,719,0.0,0.47493403693931396,4515,5043,0.0,26342,266867.0,259,135,1710,10.0,0,0,0,8.088888888888889,3,0,186283,245.0,9.5,2924,0,2515,6242,5514,1023,22700,28,37900,439.0,70,0.0,2.2779043280182233E-4,70.0,266855,0.5,1,101,36377,6,96.31658291457286,0,0,6532
6,180083,0,175,193,0,285,275754.6034507772,256902.80902285714,29.046329249617152,31714.235730569948,0.6746572210135829,5.752313632E7,1,1000,UNIFORM,0,0,317,0.0,25503,5142,22571,100,4341,0,322,345,24360.0,0,0,10.0,0.7320061255742726,15,23630,28,0,33818,18345,99,28,112,253518,4865,96.02072538860104,0,100.0,1083,26407,215,0.3438209536166072,135,75.0,21799,66,24209,973,1,3.5773254399480985,27,100,273697.0,27066.0,242227,2550,0.0,304,1345,567,0.0,0.5244565217391305,6717,5319,0.0,26592,254908.0,285,124,1840,10.0,0,0,0,6.580310880829016,5,1,118543,265.0,9.533678756476684,2967,0,2448,6244,5697,1369,23152,28,36800,478.0,70,0.0,6.276150627615063E-4,67.0,254900,0.46632124352331605,1,91,35461,1,96.73714285714286,0,0,6045
7,180036,0,171,184,0,297,270699.8705706522,255315.88930994153,22.323516871165644,31606.131054347825,0.6468397916405861,5.5444945666666664E7,1,1000,UNIFORM,0,0,313,0.0,26189,4369,22298,100,6168,0,322,345,23551.0,0,0,10.0,0.7377300613496932,6,22823,28,0,34147,16501,105,28,111,251941,4283,97.03804347826087,0,100.0,968,26286,217,0.2681296922696147,145,78.0,0,61,24404,983,1,2.9827571982509693,27,100,268632.0,26431.0,237319,2527,0.0,215,1054,527,0.0,0.5183098591549296,2148,4617,0.0,26443,253184.0,297,131,1810,10.0,0,0,0,5.271739130434782,2,0,168141,289.0,9.83695652173913,2891,0,2418,6244,4818,1068,23849,28,35500,481.0,70,0.0,0.0,71.0,253175,0.16304347826086957,1,97,34483,2,97.23976608187135,0,0,9906
8,180193,0,231,199,0,256,269598.23942211055,245428.7383982684,14.258313411078717,30101.76327638191,0.6214675288694412,4.36634256E7,1,1000,UNIFORM,0,0,305,0.0,24847,4398,22062,100,2386,0,322,346,23920.0,0,0,10.0,0.6632653061224489,6,23140,28,0,32181,10988,97,28,106,242304,3898,97.74371859296483,0,100.0,716,25767,208,0.20076150917272412,154,82.0,0,59,17119,938,1,2.4151449588922542,27,100,267866.0,26286.0,237988,2431,0.0,193,1111,495,0.0,0.4627906976744186,0,4338,0.0,26662,243950.0,256,123,1940,10.0,0,0,0,6.030150753768845,5,0,122541,245.0,9.748743718592964,2932,0,2326,6244,4698,1065,22368,28,43000,455.0,70,0.0,2.1978021978021978E-4,70.0,243940,0.25125628140703515,1,91,41742,0,96.4978354978355,0,0,4443
9,180022,0,194,207,0,263,280961.7285555556,242619.18767525774,83.27562198795181,35090.119961352655,0.6455497481178992,6.081780660869565E7,1,1000,UNIFORM,0,0,324,0.0,29118,5039,22270,100,5071,0,322,345,21534.0,0,0,10.0,0.7078313253012049,6,20786,28,0,32541,15733,102,28,99,239515,5110,96.90821256038647,0,100.0,1096,25828,205,0.2923879731632569,136,72.0,3924,58,21084,952,1,2.9732460863082912,27,100,278526.0,26946.0,243659,2500,0.0,256,1425,576,0.0,0.516209476309227,0,5514,0.0,26289,240880.0,263,123,2020,10.0,0,0,0,6.666666666666667,6,1,155083,251.0,9.758454106280194,3062,0,2399,6244,5401,1375,26678,28,40100,470.0,70,0.0,0.0010638297872340426,66.0,240872,0.24154589371980675,1,91,38659,0,95.87113402061856,0,0,6276
