SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,AvgRollbackRtt,RemoteUpdateTxPrepareServiceTime,RemoteContentionProbability,LocalUpdateTxPrepareResponseTime,AvgCommitAsync,LocalUpdateTxLocalServiceTime,AvgGetsPerWrTransaction,LocalUpdateTxLocalRollbackResponseTime,AvgNumSyncSentCommitMsgs,AvgCommitCommandSize,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,LocalReadOnlyTxPrepareResponseTime,AvgPutsPerWrTransaction,PercentageWriteTransactions,NumAbortedTxDueToValidation,LocalReadOnlyTxLocalServiceTime,AvgNumNodesPrepare,NumWaitedRemoteGets,AvgLocalRemoteAbortLockHoldTime,AvgLocalSuccessfulLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgNumNodesRollback,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgRemoteGetsPerWrTransaction,AvgCommitRtt,NumReadsBeforeWrite,LocalUpdateTxLocalRollbackServiceTime,AvgLockHoldTime,RemoteGetServiceTime,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,GMUClusteredGetCommandResponseTime,WaitedTimeInLocalCommitQueue,RemotePutExecutionTime,AvgLocalLockHoldTime,AvgClusteredGetCommandReplySize,AvgNumNodesRemoteGet,NumOwnedRdItemsInRemotePrepare,AvgNumAsyncSentCommitMsgs,AvgGetsPerROTransaction,LocalUpdateTxTotalResponseTime,LocalUpdateTxTotalCpuTime,LocalUpdateTxLocalResponseTime,RemoteGetResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,LocalUpdateTxCommitServiceTime,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,PercentageSuccessWriteTransactions,WaitedTimeInRemoteCommitQueue,LocalUpdateTxRemoteRollbackResponseTime,LockContentionProbability,AvgRemoteLockHoldTime,ReadOnlyTxTotalResponseTime,NumAbortedXacts,RemoteUpdateTxCommitServiceTime,NumberOfRemotePuts,AvgNumPutsBySuccessfulLocalTx,AvgNumNodesCompleteNotification,AvgCompleteNotificationAsync,NumAbortedTxDueToNotLastValueAccessed,NumOwnedRdItemsInLocalPrepare,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,TerminationCost,RemotelyDeadXact,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareCommandSize,LocalUpdateTxCommitResponseTime,LocalUpdateTxRemoteRollbackServiceTime,AvgPrepareRtt,AvgNumNodesCommit,NumberOfGets,UpdateXactToPrepare,AvgRollbackCommandSize,WriteSkewProbability,LocalContentionProbability,GMUClusteredGetCommandServiceTime,AvgReadOnlyTxDuration,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,NumWaitedRemoteCommits,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,180073,0,247,275,0,8,368317.5638363636,304817.7424048583,30.308564150943397,38947.700476363636,0.7139971270540698,2.0243000633333334E8,1,100000,UNIFORM,0,0,341,0.0,31326,6316,28433,100,0,0,402,427,27095.0,0,0,10.0,0.5339622641509434,0,26305,35,0,0,20902,138,36,144,301121,7552,96.65818181818182,0,100.0,0,27516,250,0.34867883410514844,181,249.0,0,2600,21387,714,1,3.5299673083908463,34,100,365558.0,32914.0,326915,3079,0.0,8,1285,810,0.0,0.5268199233716475,25661,8017,0.0,41349,302564.0,8,135,2700,10.0,0,0,0,6.301818181818182,0,0,198501,0.0,9.818181818181818,2957,0,2806,6302,6731,1480,28170,35,52200,283.0,70,0.0,0.0,179.0,302554,0.18181818181818182,1,116,50467,2,96.70445344129554,0,0,57935
1,180173,0,271,305,0,7,337910.14229836065,272880.75890405907,21.651595197255574,41626.886901639344,0.6416500919509565,1.6657292096E8,1,100000,UNIFORM,0,0,321,0.0,33077,7278,27300,100,0,0,402,427,25443.0,0,0,10.0,0.5351629502572899,0,24670,35,0,0,21186,96,35,109,269821,6611,96.69180327868852,0,100.0,0,26353,235,0.353966070609812,127,134.0,0,2441,21424,714,1,3.4977533241632277,34,100,335731.0,32855.0,294371,2769,0.0,6,1822,608,0.0,0.5295138888888888,10774,7126,0.0,38510,271155.0,7,112,2970,10.0,0,0,0,6.390163934426229,0,0,202965,0.0,9.737704918032787,3509,0,2542,6302,7895,1785,29898,35,57600,312.0,70,0.0,0.0,114.0,271147,0.26229508196721313,1,97,55651,9,96.53136531365314,0,0,42592
2,179986,0,254,263,0,6,387207.62907984795,299012.875484252,41.81161759082218,47671.10465399239,0.7671431163874596,1.774609436521739E8,1,100000,UNIFORM,0,0,342,0.0,37209,8682,34531,100,0,0,402,428,28773.0,0,0,10.0,0.51434034416826,0,27978,35,0,0,24694,123,34,169,295210,6035,96.64638783269962,0,100.0,0,31781,281,0.3384079236977256,164,172.0,0,2602,24878,715,1,3.3754929835825003,34,100,384358.0,40571.0,337166,3089,0.0,6,1994,839,0.0,0.5087040618955513,14611,7673,0.0,47541,296644.0,6,133,2560,10.0,0,0,0,6.4638783269961975,0,0,253077,0.0,9.73384030418251,3804,0,2799,6302,9474,1840,33204,35,51700,269.0,70,0.0,0.0,140.0,296626,0.2661596958174905,1,115,50000,5,96.77952755905511,0,0,36933
3,180118,0,280,276,0,4,353987.0069094203,288478.88250714284,14.309235714285714,41474.56119927536,0.7295343844987148,1.7751705664E8,1,100000,UNIFORM,0,0,319,0.0,33874,6302,28982,100,0,0,402,428,27163.0,0,0,10.0,0.5,0,26381,35,0,0,20159,111,35,129,285098,5459,96.77536231884058,0,100.0,0,26680,249,0.352112676056338,140,142.0,0,2584,20570,713,1,3.4500137199304857,34,100,351786.0,34090.0,310622,2913,0.0,4,1296,668,0.0,0.49640287769784175,10933,6031,0.0,40595,286423.0,4,124,2680,10.0,0,0,0,6.782608695652174,0,0,215333,0.0,9.710144927536232,3573,0,2669,6302,6865,1368,30053,35,55600,280.0,70,0.0,0.0,119.0,286385,0.2898550724637681,1,108,53728,10,96.49285714285715,0,0,63268
4,180014,0,243,271,0,14,371147.62739114393,302427.25432510284,30.474823863636363,43701.58156088561,0.7573730440944055,1.7841901704347825E8,1,100000,UNIFORM,0,0,336,0.0,34454,7765,31363,100,32033,0,402,427,29967.0,0,0,10.0,0.5397727272727273,1,29167,35,0,33864,22608,177,36,155,298559,7665,96.68265682656826,0,100.0,4498,29768,273,0.3655638822884299,173,171.0,0,2605,23387,717,1,3.499177481264851,34,100,368554.0,36753.0,325176,3056,0.0,7,1503,761,0.0,0.5272373540856031,30827,6855,0.0,43707,300037.0,14,142,2660,10.0,0,0,0,6.18450184501845,0,0,245825,0.0,9.81549815498155,3648,0,2773,6302,8379,1505,29627,35,51400,285.0,70,0.0,0.0,136.0,300022,0.18450184501845018,1,121,49724,5,96.80246913580247,0,0,49971
5,180133,0,250,260,0,6,385100.89175,310913.31464,53.88467635658915,43559.884399999995,0.7222898281972816,1.7521808864E8,1,100000,UNIFORM,0,0,344,0.0,34793,7103,33420,100,0,0,402,428,30797.0,0,0,10.0,0.5155038759689923,0,29992,35,0,0,23630,161,36,173,307065,5773,96.42692307692307,0,100.0,0,30968,286,0.3336067815149029,169,174.0,0,2722,23808,714,1,3.594476346732294,34,100,382612.0,38882.0,339370,3157,0.0,7,1443,808,0.0,0.5098039215686274,9094,6158,0.0,47165,308512.0,6,141,2540,10.0,0,0,0,6.657692307692308,0,0,242214,0.0,9.76923076923077,3775,0,2858,6302,7761,1199,30395,35,51000,266.0,70,0.0,0.0,140.0,308491,0.23076923076923078,1,125,49266,5,96.78,0,0,39196
6,180072,0,266,257,0,12,362397.35452918283,309831.6043684211,23.44830280373832,40699.29595330739,0.7136276231261935,1.7471080192E8,1,100000,UNIFORM,0,0,334,0.0,32785,6568,29522,100,0,0,402,428,30037.0,0,0,10.0,0.502803738317757,0,29241,35,0,0,19260,108,35,152,305744,4642,96.90661478599222,0,100.0,0,26634,266,0.32228445505463227,171,173.0,0,2694,20460,714,1,3.3473510237811035,34,100,359856.0,34637.0,319521,3050,0.0,5,1378,745,0.0,0.491395793499044,7663,5296,0.0,41046,307541.0,12,129,2450,10.0,0,0,0,6.490272373540856,0,0,243255,0.0,9.53307392996109,3500,0,2782,6302,7023,1366,29454,35,52300,269.0,70,0.0,0.0,139.0,307528,0.4669260700389105,1,109,50630,5,96.71052631578948,0,0,60480
7,180001,0,238,283,0,7,371669.5664275618,302173.3853613445,49.08153409090909,44934.39143816254,0.7467205863925939,1.6952010226086956E8,1,100000,UNIFORM,0,0,349,0.0,35431,8016,31568,100,0,0,402,427,29923.0,0,0,10.0,0.5492424242424242,0,29103,35,0,0,24000,138,35,141,298597,6551,96.57950530035336,0,100.0,0,30066,273,0.3227581147991931,163,164.0,0,2630,24372,713,1,3.42811296534018,34,100,369151.0,37294.0,324569,3053,0.0,3,1780,741,0.0,0.5431861804222649,20665,7457,0.0,43753,300024.0,7,133,2750,10.0,0,0,0,6.360424028268551,0,0,234601,0.0,9.717314487632509,3705,0,2781,6302,8590,1738,31655,35,52100,290.0,70,0.0,0.0,134.0,299993,0.2826855123674912,1,116,50298,5,96.49579831932773,0,0,49202
8,180251,0,255,276,0,4,370216.1344818841,300388.5682078431,23.582605607476633,44425.289503623186,0.738468642362395,1.7473261536E8,1,100000,UNIFORM,0,0,350,0.0,34137,8745,31556,100,0,0,402,427,29566.0,0,0,10.0,0.5233644859813084,0,28754,35,0,0,22378,113,34,160,296978,6362,96.69927536231884,0,100.0,0,29577,271,0.3266125353526138,154,163.0,0,2557,22615,714,1,3.499589453517015,34,100,367647.0,37508.0,323585,3036,0.0,8,1970,764,0.0,0.519774011299435,4059,7562,0.0,46270,298329.0,4,134,2620,10.0,0,0,0,6.518115942028985,0,0,232762,0.0,9.492753623188406,3745,0,2757,6302,9344,1790,30282,35,53100,280.0,70,0.0,0.0,131.0,298320,0.5072463768115942,1,114,51301,6,96.51764705882353,0,0,42918
9,180120,0,309,278,0,5,331160.9905179856,277346.40455987054,21.537842905405405,37733.010492805755,0.6032851470271432,1.5565234272E8,1,100000,UNIFORM,0,0,364,0.0,29877,6665,29908,100,0,0,402,428,29177.0,0,0,10.0,0.4780405405405405,0,28396,35,0,0,18705,121,36,130,273998,11485,98.29856115107914,0,100.0,0,27296,262,0.19956850053937433,164,148.0,0,2343,20012,715,1,2.0789644012944986,34,100,329156.0,35686.0,291774,2728,0.0,3,1859,608,0.0,0.4735945485519591,0,13109,0.0,46615,275323.0,5,138,2750,10.0,0,0,0,3.4784172661870505,0,0,164130,0.0,9.892086330935252,3702,0,2498,6302,7112,2491,26907,35,58700,283.0,70,0.0,0.0,136.0,275303,0.1079136690647482,1,123,57733,0,98.40129449838187,0,0,160453
