ReplicationDegree;Numkeys;NumWrites;NumThread;NumNodes;Warehouses;Parallelism;CPU;Memory;Throughput;WriteThroughput;ReadThroughput;EarlyAborts;LocalPrepareAborts;RemotePrepareAborts;WriteXactPercentage;WriteCommitProbability;TotalCommitProbability;Locality;NumReadsPerROXact;NumReadsPerWrXact;NumPutsPerWrXact;NodesInCommit;RemoteNodesInCommit;RemoteReadsInROXact;RemoteReadsInWrXact;LockHoldTime;LocalLockHoldTime;LocalSuccessfulLockHoldTime;LocalLocalAbortLockHoldTime;LocalRemoteAbortLockHoldTime;RemoteLockHoldTime;PrepareRtt;CommitAsyncNet;RollbackAsyncNet;RemoteGetRtt;NumReadsAfterFirstWrite;PrepareMessageSize;CommitMessageSize;RollbackMessageSize;RemoteGetMessageSize;RemoteGetReplyMessageSize;LocalCommitWaitTime;NumLocalCommitsWait;RemoteCommitWaitTime;NumRemoteCommitsWait;RemoteGetWaitTime;NumRemoteGetsWait;TotalResponseTimeWrXact;TotalResponseTimeROXact;LocalResponseTimeWrXact;LocalResponseTimeROXact;LocalServiceTimeWrXact;TotalServiceTimeWrXact;LocalServiceTimeROXact;RG_WrR;RG_ROR;RG_COMMIT;BusinessLogicWrXactS;BusinessLogicROXactS;BusinessLogicWrXactR;BusinessLogicROXactR;RemoteRemoteGetServiceTime;RemoteRemoteGetResponseTime;LocalRemoteGetServiceTime;LocalRemoteGetResponseTime;CommitCommandServiceTime;CommitCommandResponseTime;PrepareCommandServiceTime;PrepareCommandResponseTime;;Throughput;RdThroughput;WrThroughput;RdResponseTime;WrResponseTime;WrLocalR;WrPrepareR;WrCommitR;RemoteGetR;
1;1.000;10;1;10;0;10;0,67531519;73.275.398,97321738;490,35816345;52,78122208;437,57694137;6;187;0;0,10962871;0,98009078;0,99781825;0,09977795;10;10;10;6;5;9,00188649;9,00877756;1.505,6;1.224,7;1.187,8;22.609,8;2.202,5;18.732,5;6.506;961,3;1.126,5;1.591,8;10;5.612;162;70;185;317;0;0;7.277,3;10,6;0;0;40.324,7;16.364;31.484,4;15.878,5;3.833,6;5.499,6;1.778,3;41.765,19202192;17.630,38708158;9.043,54261972;2.276,88323754;222,77401535;15.840,65776618;246,72411841;59,7;62,4;172,8;1.736,5;471,6;1.233;1.056,6;7.385,9;;574,03522415;511,10448039;62,93074376;14.539,9882935;40.815,4533831;31.722,06194127;7.562,60034792;1.432,90034792;1.764,60034792;
