SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,180197,0,49,497,0,16,324448.2679979879,267503.4897346939,22.56647508896797,32183.612997987926,0.6582650532341074,1.9648072256E8,1,100000,UNIFORM,0,298,4408,26584,100,0,344,21294.0,0,10.0,29,20559,0,28390,48835,103,125,264399,4550,0,207,31842,222.0,28952,0,28,3.5319973279893118,322124.0,100,906,5548,5001,0.9102564102564102,0.0,265629.0,4810,0,0,0,3.839034205231388,187409,0.0,16.0,0,2510,24457,513.0,0.0,173.0,0,0,0.32193158953722334,1,103,52691,96.71428571428571,0,0,0.0,23843,0,322,0,0.9128113879003559,0,29,0,96.48289738430583,0,100.0,0.32531730126920505,137,0,0.0,2202,1,579,27228.0,2771,290271,0.0,7,581,0.0,36708,104,16,10.0,0,0,9.678068410462776,2266,1034,4816,6222,29,54600,70,0.0,265621,8,0,0
1,180240,0,52,525,0,14,310337.38023809524,242949.10925,32.47142301184433,33331.944958095235,0.6334498054288201,1.7369912E8,1,100000,UNIFORM,0,284,5260,27051,100,0,344,22198.0,0,10.0,28,21457,0,29071,40801,97,129,240080,4774,0,215,31833,137.0,29295,0,27,3.393550998381004,308263.0,100,1286,5250,9498,0.9098786828422877,0.0,241288.0,5090,0,0,0,3.6133333333333333,192808,0.0,14.0,0,2361,24599,539.0,0.0,120.0,0,0,0.3047619047619048,1,93,55803,96.76923076923077,0,0,0.0,25342,0,322,0,0.9120135363790186,0,28,0,96.70666666666666,0,100.0,0.3420129519697787,115,2582,0.0,2114,1,580,29557.0,2600,275191,0.0,13,517,0.0,36131,97,14,10.0,0,1,9.695238095238095,2717,1253,5641,6222,28,57700,70,0.0,241278,10,0,0
2,179987,0,50,491,1,14,327947.8069022403,275418.8651,17.150321942446045,34636.54104684318,0.7059078352472127,1.8038635304347825E8,1,100000,UNIFORM,0,290,4642,28919,100,0,344,26035.0,0,10.0,29,25270,1,31059,28960,114,118,272018,3184,0,240,32834,161.0,30985,0,28,3.442400970088925,325406.0,100,1033,3699,11582,0.9075785582255084,0.0,273164.0,4820,0,0,0,3.7474541751527495,201943,1.0,13.0,0,2494,25871,505.0,0.0,135.0,0,0,0.18329938900203666,1,102,52260,96.76,0,0,0.0,28021,2492,322,0,0.9100719424460432,0,26,0,96.58248472505092,666,100.0,0.3617623282134196,127,0,1.0,2306,1,581,32005.0,2766,291060,0.0,13,573,0.0,35894,111,15,10.0,0,0,9.816700610997964,2723,996,5028,6222,29,54100,70,0.0,273155,14,0,5120
3,180189,0,66,494,0,8,324068.11104655865,265208.1521212121,18.462334507042254,34896.23025303644,0.6557065017792678,1.7503292672E8,1,100000,UNIFORM,0,304,5828,27879,100,0,344,26075.0,0,10.0,28,25332,0,29292,32398,100,149,261714,5586,0,240,31927,158.0,29324,0,27,3.4757848135229406,321751.0,100,1327,7588,11857,0.8821428571428571,0.0,263496.0,4740,0,0,0,3.8238866396761133,245802,0.0,8.0,0,2449,25442,502.0,0.0,133.0,0,0,0.4048582995951417,1,101,54110,96.56060606060606,0,0,0.0,27950,0,322,0,0.8838028169014085,0,29,0,96.6336032388664,0,100.0,0.33400402414486924,127,0,0.0,2281,1,578,32203.0,2717,287178,0.0,15,567,0.0,35958,108,8,10.0,0,0,9.595141700404858,2702,1329,6282,6222,28,56000,70,0.0,263478,14,0,0
4,180157,0,47,499,0,12,327793.5715450902,257787.21427659574,31.54880465949821,34513.116721442886,0.6970639357940307,1.837205072E8,1,100000,UNIFORM,0,294,5117,28173,100,0,344,24250.0,0,10.0,29,23508,0,30421,48346,129,111,254435,4491,0,238,31804,153.0,30828,0,28,3.506866751524084,325618.0,100,1055,5123,7198,0.9139194139194139,0.0,255618.0,4840,0,0,0,3.711422845691383,235312,0.0,12.0,0,2489,25614,511.0,0.0,130.0,0,0,0.30060120240480964,1,98,52748,96.31914893617021,0,0,0.0,27931,0,322,0,0.9157706093189965,0,28,0,96.63527054108216,0,100.0,0.34431939978563775,120,0,0.0,2290,1,582,31932.0,2756,291368,0.0,10,565,0.0,33366,104,12,10.0,0,0,9.69939879759519,2721,1110,5631,6222,29,54600,70,0.0,255610,10,0,0
5,180247,0,51,513,1,14,314817.3092923977,272681.38821568625,17.893863557858378,33428.114986354776,0.6858327155972832,1.8531471904E8,1,100000,UNIFORM,0,293,5671,26676,100,0,344,27644.0,0,10.0,28,26877,1,29498,35172,94,130,269114,4354,0,226,32045,133.0,29560,0,27,3.55114626625553,312635.0,100,1313,5211,9052,0.9095744680851063,0.0,270929.0,5020,0,0,0,3.814814814814815,242974,1.0,13.0,0,2411,24183,527.0,0.0,116.0,0,0,0.21442495126705652,1,94,54441,96.49019607843137,0,0,0.0,26212,2909,322,0,0.9119170984455959,0,27,0,96.53021442495127,960,100.0,0.3747151092639764,112,0,1.0,2251,1,583,30450.0,2661,279500,0.0,10,512,0.0,36025,100,15,10.0,0,0,9.785575048732943,2712,1301,6070,6222,28,56400,70,0.0,270918,24,0,5731
6,180032,0,58,489,1,13,323768.9755521472,269624.8032241379,23.758260249554368,33421.762959100204,0.7205623745600435,1.7078657766666666E8,1,100000,UNIFORM,0,306,5128,27198,100,0,344,26959.0,0,10.0,28,26139,0,29124,68707,100,152,266387,5072,0,234,31143,147.0,29975,0,28,3.3847969782813974,321404.0,100,1236,5909,11178,0.8939670932358318,0.0,267740.0,4740,0,0,0,3.627811860940695,207426,1.0,13.0,0,2486,24527,502.0,0.0,127.0,0,0,0.3067484662576687,1,100,52925,96.41379310344827,0,0,0.0,26882,392,322,0,0.8966131907308378,0,26,0,96.79550102249489,381,100.0,0.361527047079455,120,0,0.0,2216,1,584,31063.0,2755,288239,0.0,12,581,0.0,33021,107,14,10.0,0,0,9.693251533742332,2724,1682,5548,6222,28,54700,70,0.0,267730,12,0,0
7,180262,0,45,528,0,13,311178.0225511364,266782.0451333333,16.232614334470988,33257.38478219697,0.6610104582829992,1.8041118336E8,1,100000,UNIFORM,0,296,4869,27222,100,0,344,25732.0,0,10.0,29,24966,1,29324,38880,97,119,263692,3721,0,221,31623,131.0,29424,0,28,3.4475703324808182,308722.0,100,1064,3775,6277,0.9214659685863874,0.0,265211.0,5030,0,0,0,3.5984848484848486,193829,0.0,12.0,0,2380,24708,541.0,0.0,116.0,0,0,0.4734848484848485,1,97,55399,96.02222222222223,0,0,0.0,25706,6531,322,0,0.9232081911262798,0,29,0,96.73863636363636,1117,100.0,0.35401803742091803,116,0,1.0,2132,1,587,29710.0,2626,275749,0.0,12,522,0.0,35252,102,13,10.0,0,0,9.526515151515152,2722,1015,5366,6222,29,57300,70,0.0,265202,14,0,6902
8,180036,0,48,537,0,10,307392.6366424581,238740.32947916666,42.92895630252101,31922.81840037244,0.6708148226562027,1.82501559E8,1,100000,UNIFORM,0,290,5259,25697,100,0,344,22116.0,0,10.0,28,21372,0,28657,46821,90,151,236374,4918,0,209,31617,128.0,28940,0,27,3.5054438581257097,305419.0,100,1322,5945,12412,0.9179487179487179,0.0,237431.0,5170,0,0,0,3.7653631284916202,200515,0.0,10.0,0,2362,23240,547.0,0.0,111.0,0,0,0.37243947858473,1,91,56478,96.41666666666667,0,0,0.0,24328,0,322,0,0.9193277310924369,0,28,0,96.55493482309124,0,100.0,0.32796740364705096,111,0,0.0,2090,1,578,28530.0,2597,273743,0.0,9,512,0.0,36175,97,10,10.0,0,0,9.62756052141527,2666,1503,5620,6222,28,58500,70,0.0,237422,9,0,0
9,180164,0,60,539,0,11,298296.8170074211,265133.0833,25.651314754098358,30153.170257884973,0.6997595829309959,1.6849780448E8,1,100000,UNIFORM,0,279,4820,24404,100,0,344,25077.0,0,10.0,29,24315,0,25517,41757,91,112,262299,4887,0,207,30516,122.0,25736,0,28,3.405775386501396,296481.0,100,1224,5368,10492,0.8998330550918197,0.0,263434.0,5220,0,0,0,3.5306122448979593,185092,0.0,11.0,0,2315,22137,550.0,0.0,109.0,0,0,0.31539888682745826,1,85,57997,96.53333333333333,0,0,0.0,23838,0,322,0,0.9016393442622951,0,29,0,96.85528756957328,0,100.0,0.3589184771504461,103,0,0.0,2027,1,583,27884.0,2547,266560,0.0,13,434,0.0,38350,94,11,10.0,0,0,9.684601113172542,2619,1057,5199,6222,29,59900,70,0.0,263426,13,0,0
