SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,180004,0,2036,2054,0,355,46378.041122200586,32585.37193172888,20.671605399325085,13698.136789678676,0.716789075376611,6.760024973913044E7,1,1000,UNIFORM,0,201,1576,11368,10,0,342,3031.0,0,10.0,8,2770,3,5814,17614,103,110,30628,1448,0,255,11070,124.0,6597,3,8,1.1182776697885375,44561.0,10,471,1694,11048,0.502200488997555,0.0,31018.0,19870,0,0,0,0.6270691333982473,78264,0.0,347.0,0,2906,10357,2409.0,0.0,112.0,0,0,0.32619279454722494,1,96,39606,9.656679764243615,0,0,0.0,3048,1743,322,0,0.5419572553430821,0,8,3,9.710321324245374,378,10.0,1.1221063792189432,132,14220,8.0,34,1,892,4939.0,3109,31138,0.0,157,401,0.0,13543,115,355,10.0,5,1,9.673807205452775,1289,486,1823,5818,8,40900,70,1.2453300124533E-4,31009,73,0,4076
1,180015,0,2144,2215,0,368,43200.72066907449,30244.293809235074,21.661520414639305,13453.230631151242,0.6732235456463765,8.1808951E7,1,1000,UNIFORM,0,187,1510,11249,10,0,341,2755.0,0,10.0,8,2527,3,7446,14718,90,124,28545,1464,0,236,11395,113.0,7947,1,8,1.1338980289949503,41623.0,10,483,1798,18439,0.5081440697407662,0.0,28922.0,21350,0,0,0,0.5422121896162528,59570,0.0,362.0,0,2697,10235,2583.0,0.0,102.0,0,0,0.3611738148984199,1,84,42385,9.753731343283581,0,0,0.0,2843,784,322,0,0.5464353712714195,0,8,1,9.694356659142212,344,10.0,1.1087582125210405,111,41155,6.0,33,1,974,4716.0,2891,28402,0.0,180,321,0.0,12967,103,368,10.0,3,2,9.63882618510158,1270,526,1757,5818,8,43590,70,3.8714672861014324E-5,28914,71,0,1050
2,180004,0,2061,2165,0,346,44647.554655889144,31449.82440659874,18.50936701662292,13839.388173672056,0.6824790254894668,7.389364730434783E7,1,1000,UNIFORM,0,208,1456,11644,10,0,341,3001.0,0,10.0,8,2737,5,6490,17418,99,136,29617,1493,0,254,10726,120.0,7144,2,8,1.1093084439989978,42969.0,10,471,1867,12506,0.5123047799337435,0.0,30047.0,21060,0,0,0,0.5450346420323325,70639,0.0,339.0,0,2776,10571,2511.0,0.0,109.0,0,0,0.27251732101616627,1,98,41076,9.697234352256187,0,0,0.0,3075,2180,322,0,0.5492125984251969,0,8,2,9.74133949191686,532,10.0,1.089952392883989,131,23796,7.0,34,1,898,4988.0,2977,29375,0.0,143,394,0.0,12639,120,346,10.0,2,1,9.727482678983833,1311,489,1715,5818,8,42260,70,7.964954201513341E-5,30041,51,0,3079
3,179990,0,2093,2136,0,368,45120.04817415731,30779.03205112279,15.936127039373504,13703.592954588015,0.6907884716899083,6.178159860869565E7,1,1000,UNIFORM,0,209,1480,11505,10,0,341,2999.0,0,10.0,8,2738,3,6687,16030,102,134,28949,1386,0,250,11615,126.0,7291,3,8,1.1052769928369586,43635.0,10,469,1760,8112,0.5050839441948451,0.0,29359.0,20850,0,0,0,0.5032771535580525,58030,0.0,359.0,0,2785,10435,2504.0,0.0,110.0,0,0,0.23876404494382023,1,99,41209,9.71954132823698,0,0,0.0,3007,862,322,0,0.5447030672177507,0,8,3,9.7687265917603,394,10.0,1.0442268515476112,139,20062,9.0,33,1,908,4895.0,2982,30170,0.0,118,375,0.0,13809,122,368,10.0,6,1,9.76123595505618,1294,492,1759,5818,8,42290,70,1.1980830670926518E-4,29351,54,0,1228
4,179993,0,1963,2017,0,340,47828.128360932074,32685.155415690268,19.906746527777777,14669.512290034705,0.7471232831692806,8.319940556521739E7,1,1000,UNIFORM,0,190,1795,12096,10,0,341,3073.0,0,10.0,8,2836,5,7866,16124,90,129,30809,1667,0,257,11538,125.0,8343,6,8,1.1658520841018074,45976.0,10,473,2012,13504,0.50678391959799,0.0,31217.0,19410,0,0,0,0.6549330689142291,78098,0.0,326.0,0,2943,10958,2357.0,0.0,111.0,0,0,0.37679722359940504,1,87,38466,9.69332654100866,0,0,0.0,3056,2195,322,0,0.5456018518518518,0,8,6,9.63708477937531,419,10.0,1.1453338251567686,114,0,14.0,44,1,970,4987.0,3168,31594,0.0,184,419,0.0,12917,100,340,10.0,9,0,9.623202776400595,1326,502,2074,5818,8,39800,70,2.545608824777259E-4,31205,112,0,4369
5,180006,0,2055,2222,0,349,45346.13649639964,29837.53544671533,21.16074729788154,13844.195131863185,0.7319777970422849,7.131131686956522E7,1,1000,UNIFORM,0,176,1467,11686,10,0,341,2706.0,0,10.0,8,2482,4,7125,15636,97,111,28172,1291,0,230,11558,108.0,7703,1,8,1.1467838634285135,43745.0,10,437,1565,15578,0.5195230301613281,0.0,28523.0,21560,0,0,0,0.5954095409540954,57169,0.0,341.0,0,2781,10695,2571.0,0.0,99.0,0,0,0.297029702970297,1,78,41440,9.705109489051095,0,0,0.0,2791,761,322,0,0.5557717250324254,0,8,1,9.674167416741675,362,10.0,1.1203129763235444,102,12359,8.0,33,1,952,4579.0,2963,30134,0.0,174,312,0.0,13379,93,349,10.0,4,3,9.702970297029703,1232,465,1715,5818,8,42770,70,3.889537145079735E-5,28515,96,0,1811
6,180002,0,1853,2004,0,388,48547.52013622755,33286.235309767944,17.344695170789166,15079.44443962076,0.7892887008582741,9.528465843478261E7,1,1000,UNIFORM,0,169,1856,12372,10,0,341,2847.0,0,10.0,8,2630,11,8170,18439,84,127,31360,1628,0,243,12132,128.0,8910,7,8,1.1983791539028268,46717.0,10,481,1907,12800,0.5195747990666321,0.0,31722.0,19190,0,0,0,0.7280439121756487,68961,0.0,367.0,0,2989,11163,2392.0,0.0,106.0,0,0,0.4241516966067864,1,76,37105,9.674581759309229,0,0,0.0,2922,2108,322,0,0.5634864546525324,0,8,7,9.569860279441118,447,10.0,1.1768583504594983,95,8102,21.0,37,1,984,4796.0,3216,31909,0.0,234,357,0.0,13409,84,388,10.0,10,7,9.575848303393213,1269,498,2154,5818,8,38570,70,2.926421404682274E-4,31711,195,0,3956
7,180012,0,2024,2198,0,352,45121.772286624204,30765.931768280632,18.795354394403148,14132.885647861693,0.7757457464333768,9.198596533333333E7,1,1000,UNIFORM,0,172,1469,11913,10,0,341,2752.0,0,10.0,8,2520,8,7466,16071,79,121,28998,1338,0,233,11753,112.0,7996,3,8,1.1625082074852264,43530.0,10,452,1579,9055,0.5206063477025107,0.0,29380.0,21130,0,0,0,0.6833484986351228,69099,0.0,341.0,0,2795,10935,2550.0,0.0,101.0,0,0,0.3867151956323931,1,76,40712,9.651679841897232,0,0,0.0,2827,1117,322,0,0.5574989068648885,0,8,3,9.63466787989081,387,10.0,1.1180939874308227,99,18232,11.0,37,1,944,4657.0,2986,29644,0.0,183,323,0.0,13644,90,352,10.0,3,3,9.613284804367607,1255,458,1733,5818,8,42220,70,1.1764705882352942E-4,29373,95,0,1612
8,180007,0,2193,2269,0,349,43228.951063023356,29199.691844505243,14.684583662440241,13280.59415645659,0.6659137810375132,7.59761652173913E7,1,1000,UNIFORM,0,176,1323,11316,10,0,342,2598.0,0,10.0,8,2366,1,6335,15657,79,129,27560,1297,0,219,11296,105.0,6880,4,8,1.131198062847394,41746.0,10,429,1551,11956,0.5085163603765128,0.0,27922.0,22030,0,0,0,0.5641251652710445,58855,0.0,339.0,0,2679,10352,2618.0,0.0,95.0,0,0,0.2908770383428823,1,77,43333,9.716370269037848,0,0,0.0,2681,997,322,0,0.5441696113074205,0,8,4,9.706919347730278,336,10.0,1.1397281382422542,103,8978,10.0,32,1,939,4431.0,2850,28680,0.0,133,285,0.0,13495,94,349,10.0,9,1,9.709122961657117,1206,453,1572,5818,8,44620,70,1.5278838808250572E-4,27915,96,0,2187
9,179995,0,2041,2225,0,388,43549.39255775281,30492.44967368937,23.97315148259562,13344.066053483146,0.7051778515829936,8.394274260869566E7,1,1000,UNIFORM,0,168,1402,11275,10,0,341,2710.0,0,10.0,8,2495,5,8016,16922,75,122,28850,1462,0,230,12646,109.0,8777,3,8,1.1606538895152199,42068.0,10,432,1755,12078,0.5215658696671355,0.0,29202.0,21470,0,0,0,0.5555056179775281,63752,0.0,377.0,0,2753,10272,2613.0,0.0,96.0,0,0,0.350561797752809,1,75,41423,9.768250857422832,0,0,0.0,2746,1199,322,0,0.5614525139664804,0,8,3,9.656629213483146,367,10.0,1.1316234498308906,100,1554,11.0,35,1,1020,4521.0,2940,28944,0.0,181,297,0.0,14249,87,388,10.0,6,2,9.649438202247191,1225,471,1638,5818,8,42660,70,1.148105625717566E-4,29193,93,0,2897
