ReplicationDegree;Numkeys;NumWrites;NumThread;NumNodes;Warehouses;Parallelism;CPU;Memory;Throughput;WriteThroughput;ReadThroughput;EarlyAborts;LocalPrepareAborts;RemotePrepareAborts;WriteXactPercentage;WriteCommitProbability;TotalCommitProbability;Locality;NumReadsPerROXact;NumReadsPerWrXact;NumPutsPerWrXact;NodesInCommit;RemoteNodesInCommit;RemoteReadsInROXact;RemoteReadsInWrXact;LockHoldTime;LocalLockHoldTime;LocalSuccessfulLockHoldTime;LocalLocalAbortLockHoldTime;LocalRemoteAbortLockHoldTime;RemoteLockHoldTime;PrepareRtt;CommitAsyncNet;RollbackAsyncNet;RemoteGetRtt;NumReadsAfterFirstWrite;PrepareMessageSize;CommitMessageSize;RollbackMessageSize;RemoteGetMessageSize;RemoteGetReplyMessageSize;LocalCommitWaitTime;NumLocalCommitsWait;RemoteCommitWaitTime;NumRemoteCommitsWait;RemoteGetWaitTime;NumRemoteGetsWait;TotalResponseTimeWrXact;TotalResponseTimeROXact;LocalResponseTimeWrXact;LocalResponseTimeROXact;LocalServiceTimeWrXact;TotalServiceTimeWrXact;LocalServiceTimeROXact;RG_WrR;RG_ROR;RG_COMMIT;BusinessLogicWrXactS;BusinessLogicROXactS;BusinessLogicWrXactR;BusinessLogicROXactR;RemoteRemoteGetServiceTime;RemoteRemoteGetResponseTime;LocalRemoteGetServiceTime;LocalRemoteGetResponseTime;CommitCommandServiceTime;CommitCommandResponseTime;PrepareCommandServiceTime;PrepareCommandResponseTime;EarlyAbortProb;PrepareLocalAbortProb;PrepareRemoteAbortProb;;;Throughput;RdThroughput;WrThroughput;RdResponseTime;WrResponseTime;WrLocalR;WrPrepareR;WrCommitR;RemoteGetR;avgR;CpuU;EarlyAbortP;LocalAbortP;RemoteAbortP;
1;1.000;10;1;30;0;30;0,71156149;78.433.208,0835169;574,90490748;270,30330167;304,60160581;397;8.643;0;0,51273154;0,84331941;0,91966444;0,03337778;10;10;10;8;8;9,66716106;9,66365551;11.550,4;7.165,86666667;6.498,03333333;17.374,4;2.357,3;13.717,66666667;10.822,1;1.634,16666667;1.523,93333333;2.407,7;10;5.772;322;70;342;1.033,56666667;13.783,1;1,9;11.869,36666667;72,43333333;0;0;62.759,93333333;27.914,3;48.745,2;27.487,8;4.836,7;6.691,66666667;2.579,66666667;64.494,77559099;29.416,54606957;14.278,20927546;2.580,2364379;322,38455998;21.746,23498634;479,04096299;85,63333333;99;233,5;2.793,86666667;517,23333333;1.931,46666667;1.206,3;11.847,66666667;0,00688077;0,84199554;0;;;317,60723649;154,75999005;162,84724644;23.302,19305013;162.076,75237439;28.113,20492805;12.028,51404085;2.151,51404085;2.641,31404085;94.456,28610877;0,10236684;0,00887271;0,038802;0,72949619;
1;1.000;10;1;40;0;40;0,689988;72.204.841,24939133;646,10535201;293,35903764;352,74631437;572;12.644;0;0,50989406;0,79983946;0,89796879;0,02452864;10;10;10;8;8;9,74924627;9,74785241;13.888,775;8.295,425;7.392,35;18.827,05;2.147,05;15.540,8;13.131,4;1.734,775;1.616,2;2.783,15;10;5.852;402;70;422;1.243,8;9.238,075;0,775;14.360,475;66,6;0;0;74.220,925;31.740,1;57.584,425;31.274,425;5.701,65;7.721,9;2.960,15;76.106,21937607;33.366,66308365;16.907,57379779;3.078,25922073;336,38409638;26.368,8772342;54,41365525;98,325;116,125;269,125;3.202,3;537,275;2.046,325;1.347,35;14.351,4;0,00866312;0,90545338;0;;;326,89557549;160,21346291;166,68211258;27.121,86416503;213.908,44926516;32.839,70741437;14.478,8972453;2.272,1972453;3.052,4222453;122.363,2346216;0,12834684;0,01019658;0,03059682;0,76148932;
1;1.000;10;1;60;0;60;0,69549889;70.408.195,8030435;759,04498565;328,35862903;430,68635662;999;21.255;0;0,51221934;0,72649173;0,85994701;0,01686219;10;10;10;9;8,98333333;9,83168596;9,82921264;15.780,61666667;9.682,78333333;8.351,65;21.195,01666667;2.483,9;16.658,35;15.048,45;1.985,26666667;1.741,13333333;3.399,36666667;10;6.012;562;70;582;1.672,96666667;7.650,05;0,5;13.836,63333333;37,98333333;0;0;90.768,11666667;38.844,88333333;71.669,48333333;38.365,85;7.496,96666667;9.839,91666667;3.843,56666667;92.716,32401296;40.550,0749987;19.389,88306793;4.064,6056125;410,34192789;33.440,0713286;126,81833284;119,03333333;141,45;349,2;3.889,36666667;621,56666667;2.335,76666667;1.579,56666667;16.506,53333333;0,01227801;0,95570255;0;;;260,67953039;127,15443378;133,52509661;33.589,07871008;417.367,23004892;40.929,43295024;16.628,34348185;2.607,16014852;3.748,89348185;230.167,66951295;0,24631553;0,01256424;0,02568193;0,85156931;
1;1.000;10;1;70;0;70;0,67420446;70.305.923,38134989;769,64719712;322,39582602;447,25137111;1.099;24.267;0;0,50875581;0,69586955;0,84525473;0,01375988;10;10;10;9;9;9,85663844;9,85620028;16.020,02857143;9.622,68571429;8.060,42857143;20.806,32857143;2.425,81428571;16.704,22857143;17.741,81428571;2.124,95714286;1.844,42857143;3.880,24285714;10;6.092;642;70;670;1.613,94285714;6.175,8;0,38571429;13.510,91428571;38,54285714;0;0;103.729,1;44.237,88571429;81.596,78571429;43.726,44285714;8.234,84285714;10.711,37142857;4.244,27142857;105.761,44809677;45.991,33194884;22.431,03930028;4.447,66830036;456,92851425;37.999,57340285;127,29244671;107,18571429;135,6;384,24285714;4.423,32857143;641,91428571;2.497,41428571;1.689,7;19.365,92857143;0,01317667;0,96696189;0;;;259,93429714;127,69121215;132,24308498;38.292,73126394;492.353,56795179;46.487,03553984;19.431,82448084;2.767,1816237;4.264,79590941;269.298,82193878;0,23675491;0,0129514;0,02165309;0,85626376;
1;1.000;10;1;10;0;10;0,71895243;97.623.522,10260871;198,83367058;179,47631265;19,35735793;151;2.400;0;0,90908049;0,92682787;0,93347763;0,10010895;10;10;10;6;5;8,99107216;8,99860758;9.623,8;8.683,1;8.449,7;14.127,2;1.901,6;11.520,4;7.406,4;1.080,8;1.028,3;1.910,1;10;5.612;162;70;181;763,1;13.120,1;5,4;7.629,6;143,4;0;0;47.001,7;22.093,9;37.225,6;21.604,7;3.561,8;4.984,1;1.983,4;48.709,03235134;23.598,55522537;10.027,71660112;1.915,05481343;338,03379467;16.906,74409144;1.302,85906211;62,3;70,4;183;2.258;391,4;1.359;889,7;8.164,4;0,00433124;0,4261969;0;;;199,62518677;18,1498245;181,47536227;17.292,38696758;53.374,44207406;20.753,19798635;8.296,12026441;1.472,22026441;2.093,12026441;50.093,87924266;0,01986192;0,00347111;0,05287394;0,40065859;
1;1.000;10;1;20;0;20;0,73377403;83.563.893,84275363;299,63389437;268,51449882;31,11939554;401;7.566;0;0,90950909;0,85850028;0,87130488;0,05000834;10;10;10;7,7;7;9,51502921;9,49708788;12.125,3;11.332,5;10.967,25;15.569,95;2.136,25;12.504,4;9.953,55;1.419,4;1.341,75;2.235,85;10;5.692;242;70;261;1.003,15;13.199,5;4,75;10.807,55;143,4;0;0;58.405,6;27.247,15;45.612,95;26.810,85;4.252,8;5.880,9;2.384,2;60.186,09367242;28.838,68961256;13.057,81259445;2.245,59047721;373,19857744;20.142,23516849;1.292,01742257;68,8;81,5;211,35;2.681,95;449,4;1.714,8;1.047,85;10.835,2;0,00712205;0,7578998;0;;;174,1454758;15,75858318;158,38689263;21.297,60391596;124.154,086309;25.494,83581574;11.001,47044488;1.868,87044488;2.447,27044488;114.846,509263;0,06580897;0,00725099;0,05254394;0,67705552;
1;1.000;10;1;30;0;30;0,71539615;82.618.433,28181642;375,41328068;333,69081865;41,72246203;716;14.411;0;0,90921941;0,79884041;0,81710797;0,03354394;10;10;10;8;8;9,66737956;9,66317608;13.350,2;13.029,26666667;12.530,3;16.810,86666667;2.087,63333333;13.424,33333333;11.404,03333333;1.624,66666667;1.497,56666667;2.465,5;10;5.772;322;70;341;1.240,26666667;11.207,4;1,96666667;12.564,26666667;119,43333333;0;0;65.645,73333333;30.019,83333333;51.045,9;29.586,13333333;4.800,53333333;6.578,43333333;2.661,83333333;67.472,74154677;31.563,27003642;14.867,89622994;2.522,27852038;382,58747945;22.296,01853744;823,74567116;75,76666667;90,7;235,76666667;2.975,2;484,53333333;1.926,1;1.164,46666667;12.432,4;0,0095214;0,87800212;0;;;230,39833555;20,91569738;209,48263817;23.884,57790284;140.825,21422486;28.635,49338822;12.568,58086862;2.109,28086862;2.701,34753528;130.209,27398702;0,07481817;0,0084878;0,0341062;0,68297122;
1;1.000;10;1;50;0;50;0,63586657;64.178.336,79896812;373,9427157;327,43248295;46,51023275;1.126;25.323;0;0,91059609;0,69027461;0,71793149;0,01956803;10;10;10;8,78;8;9,80457771;9,79302103;23.203,7;21.764,4;20.383,36;27.655,38;2.599,46;23.346,4;20.526,32;1.894,58;1.641,22;3.536,82;10;5.932;482;70;501;1.709,78;12.618,08;1,44;29.217,94;88,42;0;0;96.726,08;42.005,84;72.290,2;41.504,98;6.804,54;8.974,44;3.747,8;98.804,10343963;43.816,61144417;24.719,36897158;3.581,26505856;520,72129261;31.282,12030204;448,50693189;109,18;135,84;329,14;4.187,48;559,26;2.262,94;1.472,92;21.909,94;0,01318578;0,95551568;0;;;202,29397798;18,08587293;184,20810505;34.619,86919822;268.033,10001129;41.469,05376417;21.999,3550588;2.453,9550588;3.866,0750588;247.165,04415387;0,10318631;0,0101513;0,0220783;0,74771082;
1;1.000;10;1;60;0;60;0,7096742;70.559.327,21927534;436,89372971;380,74540585;56,14832386;1.600;33.217;0;0,91090818;0,66314822;0,69315578;0,01700169;10;10;10;9;9;9,82641569;9,82887959;18.042,7;17.940,61666667;17.140,8;21.701,91666667;2.311,43333333;18.055,13333333;16.566,9;2.005,48333333;1.754,71666667;3.579,25;10;6.012;562;70;581;1.946,85;10.770,11666667;0,91666667;15.406,38333333;60,41666667;0;0;96.329,05;42.431,01666667;75.659,55;41.917,61666667;7.490,65;9.772,83333333;4.084,96666667;98.381,02565168;44.286,92535533;20.964,95050085;3.968,63481226;563,8343763;34.215,42393456;483,87979832;114,51666667;142,65;358,33333333;4.216,56666667;598,3;2.364,86666667;1.544,36666667;18.036,03333333;0,01547988;0,96675193;0;;;162,43427807;14,47156535;147,96271272;35.414,48574218;402.043,8383434;42.691,24312259;18.111,51990549;2.604,03657216;3.937,83657216;369.380,16232094;0,20206749;0,01238458;0,02425738;0,83737111;
1;1.000;10;1;70;0;70;0,67646953;74.768.948,57440165;430,74884082;372,65243314;58,09640768;1.753;38.028;0;0,91089899;0,62775922;0,66094197;0,01407018;10;10;10;9;8,97142857;9,8576091;9,8511208;17.825,61428571;17.887,5;16.908,41428571;21.704,61428571;2.252,8;17.827,22857143;19.153,67142857;2.143,82857143;1.845,15714286;4.056,55714286;10;6.092;642;70;668,45714286;1.869,52857143;6.841,54285714;0,52857143;14.164,9;60,02857143;0;0;109.156,55714286;47.994,8;85.585,48571429;47.433,9;8.294,75714286;10.712,65714286;4.532,95714286;111.324,60588103;49.905,005382;23.872,82409389;4.409,33436991;644,97529237;38.647,4282582;464,92747083;101,92857143;134,85714286;394,41428571;4.764,74285714;622,38571429;2.517,45714286;1.652,54285714;20.775,41428571;0,01640326;0,97541707;0;;;162,93258317;14,51745741;148,41512577;40.134,37002921;467.724,23385766;48.286,11522921;20.806,45758861;2.766,45758861;4.451,21473147;429.625,5459553;0,19569077;0,01275601;0,02038597;0,84155937;
