SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,179995,0,8242,1013,0,6,29002.417842053306,18165.138061999514,15.717084980023756,8876.957639684108,0.660212420248285,7.1472176E7,1,1000,UNIFORM,0,236,921,7264,10,0,185,2111.0,0,10.0,6,1773,0,1083,29662,98,69,16248,826,0,176,1250,60.0,1100,0,5,1.487653362323342,27340.0,10,392,1371,7428,0.10945434900054025,0.0,16777.0,9300,0,0,0,10.15893385982231,101362,0.0,6.0,0,1669,6279,1019.0,0.0,59.0,0,0,0.8193484698914116,1,102,82214,8.861684057267654,0,0,0.0,2381,0,162,0,0.11003131411294677,0,6,0,9.058242843040475,0,10.0,1.5173163534710359,140,0,0.0,55,1,262,4040.0,1803,18690,0.0,5,330,0.0,17065,128,6,10.0,0,0,9.18065153010859,1132,583,1176,5658,6,92550,70,0.0,16767,11,0,0
1,179991,0,9116,1082,0,17,26528.086320702405,16469.208771281264,10.553490161527167,7806.572878927912,0.6609799768258541,6.588299408695652E7,1,1000,UNIFORM,0,204,933,6332,10,0,185,1980.0,0,10.0,6,1714,0,985,14190,85,70,15005,942,0,169,1189,59.0,998,1,5,1.4575839567085787,24994.0,10,462,1270,8994,0.10609923514414592,0.0,15402.0,9740,0,0,0,8.9547134935305,75059,0.0,15.0,0,1524,5498,1099.0,0.0,54.0,0,0,0.9981515711645101,1,87,92238,9.037955243527863,0,0,0.0,2287,501,162,0,0.10758688203622124,0,5,1,9.101663585951941,366,10.0,1.51201655260226,112,1441,2.0,49,1,270,3919.0,1640,17346,0.0,5,270,0.0,19643,106,17,10.0,2,1,9.00184842883549,1064,500,1153,5658,6,101980,70,9.099181073703367E-5,15393,9,0,0
2,179991,0,8256,1067,0,15,28728.642591377695,17952.803007630813,13.081806382523023,8907.531917525774,0.658669282386483,5.582566991304348E7,1,1000,UNIFORM,0,249,1151,7039,10,0,185,2149.0,0,10.0,6,1830,3,1298,14968,123,73,16212,929,0,179,1505,68.0,1316,0,5,1.4871633328083163,27268.0,10,521,1013,3349,0.11444813901104794,0.0,16697.0,9730,0,0,0,7.906279287722587,94030,0.0,12.0,0,1632,6051,1082.0,0.0,64.0,0,0,0.8809746954076851,1,107,84748,9.090721899224807,0,0,0.0,2485,1723,162,0,0.11587063611051616,0,6,0,9.08622305529522,629,10.0,1.475822964246338,140,17345,3.0,52,1,274,4347.0,1761,18552,0.0,9,354,0.0,18035,126,15,10.0,0,1,9.119025304592315,1208,490,1445,5658,6,93230,70,0.0,16686,7,0,2985
3,179999,0,8904,1171,0,13,25985.263957301453,16668.13070013477,13.700927042030134,8187.073207514944,0.7443214873622626,7.651335930434783E7,1,1000,UNIFORM,0,196,905,6663,10,0,185,1955.0,0,10.0,6,1689,0,1178,28141,78,66,15155,1317,0,168,1358,58.0,1225,0,5,1.568694872178203,24666.0,10,473,1813,3196,0.11622828784119106,0.0,15545.0,10410,0,0,0,9.137489325362937,79214,0.0,13.0,0,1546,5841,1184.0,0.0,55.0,0,0,1.1101622544833476,1,81,90007,8.939353099730459,0,0,0.0,2227,0,162,0,0.11736716891356067,0,6,0,8.890691716481639,0,10.0,1.5308715802063089,115,3655,0.0,48,1,272,3889.0,1667,16665,0.0,10,260,0.0,15178,103,13,10.0,0,1,8.889837745516653,1071,575,1158,5658,6,100750,70,0.0,15537,10,0,0
4,179993,0,8877,1145,0,16,26599.600944978167,16711.109273853777,11.258650527993625,7975.704786899563,0.6499433393090132,7.058693843478261E7,1,1000,UNIFORM,0,214,777,6576,10,0,185,1995.0,0,10.0,6,1705,0,1075,19356,84,71,15155,1050,0,170,1272,57.0,1092,1,5,1.524358383279545,25215.0,10,364,1338,2284,0.11424865296348034,0.0,15591.0,10410,0,0,0,9.200873362445416,88662,0.0,15.0,0,1551,5705,1161.0,0.0,54.0,0,0,0.9082969432314411,1,87,89645,8.935901768615523,0,0,0.0,2295,610,162,0,0.11566049013747759,0,6,1,9.013973799126637,343,10.0,1.5214384508990317,120,1941,1.0,50,1,267,3864.0,1673,17404,0.0,9,277,0.0,18083,113,16,10.0,1,1,9.091703056768559,1088,394,1013,5658,6,100220,70,8.613264427217915E-5,15583,12,0,0
5,180005,0,8733,1085,0,20,27371.865359447005,17083.948725638384,12.968910245984956,8521.463169585255,0.648340094885126,7.743870643478261E7,1,1000,UNIFORM,0,207,1017,6874,10,0,185,1991.0,0,10.0,6,1711,5,1187,13656,87,65,15523,1337,0,170,1426,59.0,1210,1,5,1.5925125989920805,25892.0,10,495,1593,4510,0.11051130576492157,0.0,15955.0,9630,0,0,0,9.44147465437788,83065,0.0,14.0,0,1585,5969,1105.0,0.0,57.0,0,0,1.1244239631336406,1,89,87890,8.95625787243788,0,0,0.0,2332,1574,162,0,0.1123195771498272,0,6,1,8.91705069124424,498,10.0,1.6141108711303096,127,774,6.0,53,1,275,4051.0,1709,17550,0.0,11,268,0.0,20949,112,20,10.0,1,1,8.87557603686636,1105,522,1268,5658,6,98180,70,9.049773755656108E-5,15946,10,0,2078
6,179999,0,8876,1116,0,11,27248.846549283153,16740.337102748985,12.833544636609018,8476.696775985663,0.6923644371688235,7.227934886956522E7,1,1000,UNIFORM,0,193,1063,6789,10,0,185,1899.0,0,10.0,6,1641,0,1099,19117,92,63,15223,713,0,164,1314,56.0,1120,0,5,1.605263157894737,25952.0,10,441,934,8583,0.11168935148118495,0.0,15619.0,9970,0,0,0,10.164874551971327,88739,0.0,11.0,0,1579,5931,1127.0,0.0,54.0,0,0,1.0663082437275986,1,87,88509,8.85410094637224,0,0,0.0,2254,0,162,0,0.11266620013995801,0,6,0,8.88888888888889,0,10.0,1.6048317515099224,110,714,0.0,55,1,271,3866.0,1698,17647,0.0,15,275,0.0,17036,103,11,10.0,0,2,8.9336917562724,1058,443,1320,5658,6,99920,70,0.0,15611,9,0,0
7,179995,0,9002,1148,0,23,26390.42668641115,16452.088829815595,11.73152737638848,7923.194638501742,0.637622099361298,7.532575582608695E7,1,1000,UNIFORM,0,205,986,6412,10,0,185,1952.0,0,10.0,6,1683,1,1000,23900,89,64,14951,883,0,167,1187,56.0,1038,1,5,1.483555270335312,25091.0,10,454,1170,5523,0.11310344827586206,0.0,15363.0,10340,0,0,0,8.912891986062718,77970,0.0,21.0,0,1531,5634,1171.0,0.0,54.0,0,0,0.9930313588850174,1,84,91217,8.972006220839813,0,0,0.0,2279,1145,162,0,0.11510862085913694,0,6,1,9.103658536585366,462,10.0,1.4760147601476015,111,0,2.0,49,1,267,3884.0,1648,17331,0.0,8,261,0.0,15949,104,23,10.0,1,0,9.006968641114982,1040,481,1185,5658,6,101500,70,8.539709649871905E-5,15354,7,0,1511
8,180001,0,8899,1190,0,16,26021.949808403362,16591.29106101809,11.47961603166749,8222.32180672269,0.6218271563348956,7.417507756521739E7,1,1000,UNIFORM,0,205,942,6737,10,0,185,1955.0,0,10.0,6,1698,1,1277,25573,84,67,15213,1127,0,165,1460,58.0,1311,0,5,1.490521327014218,24818.0,10,467,1398,17845,0.11795024283873526,0.0,15581.0,10830,0,0,0,6.625210084033614,71198,0.0,15.0,0,1517,5939,1206.0,0.0,57.0,0,0,0.8991596638655462,1,85,92970,9.231936172603664,0,0,0.0,2246,1168,162,0,0.11934685799109351,0,6,0,9.088235294117647,472,10.0,1.496050552922591,109,0,1.0,49,1,284,3891.0,1628,16733,0.0,7,258,0.0,13744,106,16,10.0,0,0,9.100840336134453,1068,543,1151,5658,6,100890,70,0.0,15573,11,0,1454
9,179997,0,8886,1106,0,9,27184.533545207956,16774.072444744543,12.427194780521948,8849.159076853526,0.6555958117675939,7.598152417391305E7,1,1000,UNIFORM,0,215,977,7272,10,0,185,1947.0,0,10.0,6,1676,1,1353,19482,87,66,15280,692,0,165,1556,61.0,1372,0,5,1.5981242006536875,25980.0,10,482,1005,8703,0.11068855084067254,0.0,15695.0,9770,0,0,0,8.460216998191681,80867,0.0,8.0,0,1548,6425,1115.0,0.0,58.0,0,0,1.166365280289331,1,90,90519,9.085527796533874,0,0,0.0,2291,800,162,0,0.11148885111488852,0,6,0,8.847197106690778,507,10.0,1.6271138269148786,124,0,1.0,53,1,284,3993.0,1665,17296,0.0,7,285,0.0,16952,110,9,10.0,0,0,8.83363471971067,1100,513,1217,5658,6,99920,70,0.0,15686,8,0,1234
