SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,180002,0,5082,666,0,46,48606.181507507514,28488.549152499018,22.753555056955474,15028.153174174175,0.7341316170784907,6.86857116521739E7,1,1000,UNIFORM,0,298,1966,12258,10,0,425,3154.0,0,10.0,8,2810,0,1729,18687,133,120,26317,1811,0,262,4623,101.0,1824,0,8,1.11811138722409,46693.0,10,668,2145,11021,0.11586638830897704,0.0,26857.0,6540,0,0,0,2.903903903903904,77178,0.0,45.0,0,2500,10821,712.0,0.0,79.0,0,0,0.18018018018018017,1,127,55537,9.653482880755607,0,0,0.0,3550,401,402,0,0.12288574387297203,0,8,0,9.726726726726726,408,10.0,1.1124104663060956,192,0,1.0,64,1,765,5944.0,2728,31932,0.0,21,642,0.0,17836,165,46,10.0,1,0,9.81981981981982,1580,674,2252,5898,8,57480,70,0.0,26845,8,0,0
1,180019,0,5486,697,0,50,45810.097097560974,26329.97444713817,15.94744938231991,14740.5457446198,0.6555366667420656,7.4734117E7,1,1000,UNIFORM,0,274,1832,12198,10,0,425,2943.0,0,10.0,8,2645,0,2262,25647,116,125,24512,1878,0,245,5664,84.0,2517,0,8,1.1293150684931508,44287.0,10,663,2159,12382,0.11272844897299046,0.0,24936.0,6710,0,0,0,2.206599713055954,62033,0.0,50.0,0,2329,10741,747.0,0.0,81.0,0,0,0.37302725968436157,1,117,60280,9.7551950419249,0,0,0.0,3284,0,402,0,0.11984598106850634,0,8,0,9.703012912482066,0,10.0,1.093150684931507,178,0,0.0,59,1,797,5666.0,2525,29760,0.0,19,512,0.0,16886,147,50,10.0,0,0,9.626972740315638,1584,762,2110,5898,8,61830,70,0.0,24925,17,0,0
2,180055,0,5187,634,0,49,45686.819411671924,28483.146753422017,14.144552129471892,15169.348441640379,0.6993606407422263,6.4381245666666664E7,1,1000,UNIFORM,0,299,1896,12386,10,0,425,3222.0,0,10.0,8,2884,0,1698,24585,170,123,26424,1785,0,268,4682,88.0,1863,0,8,1.1074341279799247,43902.0,10,689,2160,8643,0.10891599381549562,0.0,26949.0,6140,0,0,0,2.8391167192429023,75497,0.0,49.0,0,2466,10929,683.0,0.0,81.0,0,0,0.31545741324921134,1,136,56399,9.683632157316367,0,0,0.0,3531,0,402,0,0.11635434412265758,0,8,0,9.731861198738171,0,10.0,1.099435382685069,192,34466,0.0,78,1,767,6009.0,2694,28987,0.0,20,632,0.0,18278,166,49,10.0,0,1,9.684542586750789,1643,731,2289,5898,8,58210,70,0.0,26937,10,0,0
3,179989,0,5059,637,0,30,48778.80959340659,28996.01578928642,15.574198393293747,17938.03447409733,0.6616305198787492,7.35853732173913E7,1,1000,UNIFORM,0,284,2293,14790,10,0,425,3273.0,0,10.0,8,2953,0,2272,70159,125,138,26829,1591,0,274,6166,96.0,2550,1,8,1.1678240740740742,47017.0,10,693,1951,8404,0.11183286516853932,0.0,27350.0,6160,0,0,0,2.6781789638932496,84196,0.0,29.0,0,2495,13161,667.0,0.0,89.0,0,0,0.32967032967032966,1,122,55248,9.703301047637874,0,0,0.0,3542,1017,402,0,0.1164862032832693,0,8,1,9.668759811616955,484,10.0,1.1006944444444444,179,0,1.0,64,1,801,6027.0,2734,29327,0.0,23,607,0.0,17636,154,30,10.0,1,0,9.67032967032967,1643,650,2626,5898,8,56960,70,1.4992503748125936E-4,27334,13,0,0
4,180004,0,5135,649,0,36,45710.24691217257,28769.039465628044,15.109290721649485,14878.150161787366,0.7285792733697787,7.038422956521739E7,1,1000,UNIFORM,0,286,1996,12056,10,0,425,3137.0,0,10.0,8,2814,0,2289,19079,118,133,26637,2550,0,260,5343,100.0,2404,0,8,1.147766323024055,43795.0,10,686,2782,8175,0.1122060857538036,0.0,27148.0,6270,0,0,0,2.6887519260400614,71829,0.0,36.0,0,2495,10373,685.0,0.0,89.0,0,0,0.3389830508474576,1,118,56087,9.702823758519962,0,0,0.0,3349,0,402,0,0.11769759450171821,0,8,0,9.650231124807396,0,10.0,1.134020618556701,179,0,0.0,62,1,790,5829.0,2715,29173,0.0,22,636,0.0,16474,158,36,10.0,0,0,9.661016949152541,1647,712,2310,5898,8,57840,70,0.0,27133,13,0,0
5,180044,0,4959,603,0,35,50676.07666003317,29614.944233716476,19.61444023584063,17256.61558043118,0.7192664427491926,7.64996544E7,1,1000,UNIFORM,0,265,2268,14057,10,0,425,3079.0,0,10.0,8,2773,2,2035,26972,109,131,27376,1784,0,261,5823,100.0,2259,0,8,1.2029317909852413,48599.0,10,699,2149,11997,0.10841423948220065,0.0,27890.0,5760,0,0,0,3.1708126036484248,76727,0.0,33.0,0,2581,12369,638.0,0.0,89.0,0,0,0.44776119402985076,1,109,53699,9.660213752772737,0,0,0.0,3602,3195,402,0,0.11398963730569948,0,8,0,9.608623548922056,854,10.0,1.2315516553649781,182,0,2.0,62,1,806,6119.0,2817,31615,0.0,36,585,0.0,16530,143,35,10.0,0,0,9.552238805970148,1669,662,2556,5898,8,55620,70,0.0,27878,28,0,3652
6,179991,0,5329,640,0,45,45570.17376875,27781.463062675924,20.55497439308281,15219.698134375001,0.780630028540416,7.380706643478261E7,1,1000,UNIFORM,0,269,2167,12121,10,0,425,2920.0,0,10.0,8,2602,2,1878,26275,118,120,25739,1624,0,243,5479,85.0,1960,0,8,1.155429382540809,43865.0,10,671,2278,13164,0.10722063997319484,0.0,26245.0,6140,0,0,0,3.240625,77204,0.0,40.0,0,2436,10687,685.0,0.0,77.0,0,0,0.40625,1,116,57608,9.650966410208294,0,0,0.0,3273,703,402,0,0.1139008979048886,0,8,0,9.653125,413,10.0,1.165128933049444,173,0,5.0,64,1,786,5696.0,2645,28903,0.0,35,586,0.0,19890,149,45,10.0,3,0,9.59375,1610,688,2579,5898,8,59690,70,0.0,26236,24,0,1313
7,179996,0,5779,711,0,52,41667.41299859353,25456.852661187055,25.46273433200856,13417.6051814346,0.7180014065357073,6.917034747826087E7,1,1000,UNIFORM,0,253,1630,11080,10,0,425,2686.0,0,10.0,8,2390,0,1710,14090,121,115,23679,1404,0,223,4703,74.0,1769,0,8,1.1255787849024834,40092.0,10,632,1637,11163,0.10955315870570108,0.0,24119.0,6870,0,0,0,2.6413502109704643,65433,0.0,52.0,0,2251,9673,763.0,0.0,71.0,0,0,0.33755274261603374,1,114,63015,9.70860010382419,0,0,0.0,3026,0,402,0,0.11663099969428309,0,8,0,9.717299578059071,0,10.0,1.0902202890416726,153,0,0.0,65,1,779,5304.0,2428,26909,0.0,15,470,0.0,17431,138,52,10.0,0,0,9.662447257383967,1518,640,1878,5898,8,64900,70,0.0,24108,6,0,0
8,180038,0,5817,731,0,36,42767.529430916555,25188.06812583806,14.346798147023087,13913.500367989056,0.5997737081136753,6.6872855666666664E7,1,1000,UNIFORM,0,261,1661,11570,10,0,425,2662.0,0,10.0,8,2364,1,1537,15502,112,109,23413,1845,0,221,3979,76.0,1566,0,8,1.119358571664738,41154.0,10,634,2140,19387,0.11163714111178986,0.0,23863.0,7090,0,0,0,2.642954856361149,68600,0.0,35.0,0,2240,10282,767.0,0.0,68.0,0,0,0.3009575923392613,1,110,63538,9.698985731476705,0,0,0.0,3059,1209,402,0,0.11649453219927096,0,8,0,9.738714090287278,622,10.0,1.0877831046453958,160,0,1.0,57,1,770,5341.0,2410,27466,0.0,31,474,0.0,17147,143,36,10.0,0,0,9.69904240766074,1523,686,1899,5898,8,65480,70,0.0,23851,13,0,1506
9,180004,0,5729,682,0,40,41529.99607771261,26045.41537091988,14.827203534335762,13715.41837536657,0.6086274176245831,6.595621217391305E7,1,1000,UNIFORM,0,255,1695,11316,10,0,425,2754.0,0,10.0,8,2475,0,2141,19642,119,117,24332,1817,0,229,5913,83.0,2220,0,8,1.1642204042348412,40029.0,10,645,2021,11704,0.1063796599594447,0.0,24742.0,6660,0,0,0,2.2580645161290325,60471,0.0,40.0,0,2291,10074,722.0,0.0,78.0,0,0,0.23460410557184752,1,112,62562,9.77116425205097,0,0,0.0,3132,0,402,0,0.11192063246008371,0,8,0,9.6524926686217,0,10.0,1.1669874879692013,147,0,0.0,57,1,826,5455.0,2469,26527,0.0,35,432,0.0,16839,134,40,10.0,0,0,9.765395894428153,1545,666,1956,5898,8,64110,70,0.0,24730,21,0,0
