SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,NumLocalRemoteLockContentions,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumRemoteLocalLockContentions,NumLocalLocalLockContentions,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,NumRemoteRemoteLockContentions,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,180004,0,4240,517,0,47,55616.550506769825,34920.434869575474,20.904677976686095,18180.050719535782,0.7726157906796298,7.796552695652173E7,1,1000,UNIFORM,0,305,2159,14996,10,0,505,3599.0,0,10.0,9,3243,1,1728,18764,157,159,32290,1985,0,304,6513,102.0,1872,1,8,1.1172147001934236,53368.0,10,576,2246,16454,0.1086819424006727,0.0,32921.0,5030,0,0,0,3.2823984526112184,109302,0.0,45.0,0,3020,13427,564.0,0.0,88.0,0,0,0.27079303675048355,1,137,45865,9.63066037735849,0,0,0.0,3963,5271,482,0,0.11740216486261448,0,8,1,9.731141199226306,1111,10.0,1.183752417794971,218,0,2.0,76,1,932,6462.0,3309,35524,0.0,35,791,0.0,18949,173,47,10.0,1,0,9.729206963249517,1771,538,2585,5978,9,47570,70,1.773049645390071E-4,32909,28,0,9346
1,179989,0,5161,655,0,45,46095.938554198474,28473.906908544857,13.08562992663368,15668.492548091603,0.6203526885580293,5.5893098782608695E7,1,1000,UNIFORM,0,313,1722,13271,10,0,505,3388.0,0,10.0,9,3085,0,2939,21378,188,151,26764,1780,0,284,9161,107.0,3082,0,8,1.0722154222766218,44580.0,10,715,2135,11612,0.1126203576341128,0.0,27165.0,6430,0,0,0,0.9786259541984733,51430,0.0,45.0,0,2470,11966,700.0,0.0,103.0,0,0,0.183206106870229,1,138,57516,9.897112962604146,0,0,0.0,3768,0,482,0,0.11943354376386282,0,9,0,9.827480916030535,0,10.0,1.0240718074255406,224,0,0.0,58,1,998,6347.0,2681,29133,0.0,24,512,0.0,20161,175,45,10.0,0,0,9.816793893129772,1724,739,1960,5978,9,58160,70,0.0,27153,8,0,0
2,180023,0,4431,548,0,38,53703.07277007299,33300.211501241254,18.54169523619693,17804.423069343065,0.7374850887001361,7.1438541E7,1,1000,UNIFORM,0,312,2395,14451,10,0,505,3615.0,0,10.0,9,3275,0,1896,20833,170,153,30960,2348,0,307,6509,104.0,2037,0,8,1.1107709435012525,51616.0,10,738,2816,5599,0.11006226149829283,0.0,31514.0,5370,0,0,0,2.6697080291970803,71402,0.0,38.0,0,2877,12684,586.0,0.0,92.0,0,0,0.20072992700729927,1,129,48320,9.701873166328143,0,0,0.0,4071,0,482,0,0.11680287024117998,0,8,0,9.728102189781023,0,10.0,1.113275814082939,202,0,0.0,68,1,936,6757.0,3158,34115,0.0,22,717,0.0,18448,169,38,10.0,0,0,9.799270072992702,1796,748,2761,5978,9,49790,70,0.0,31504,10,0,0
3,180002,0,4985,645,0,51,48871.28251782946,29104.7743887663,14.86694226368597,16851.320223255814,0.6030652733956734,4.505760730434783E7,1,1000,UNIFORM,0,335,1922,14136,10,0,505,3597.0,0,10.0,9,3255,0,1115,20346,456,136,27293,1568,0,302,4105,88.0,1234,0,8,1.028441879637263,47340.0,10,753,1967,0,0.11456483126110124,0.0,27755.0,6420,0,0,0,1.489922480620155,60828,0.0,50.0,0,2537,12687,696.0,0.0,84.0,0,0,0.046511627906976744,1,163,55336,9.816649949849548,0,0,0.0,4044,823,482,0,0.12251364196444288,0,8,0,9.922480620155039,821,10.0,1.0222588623248146,248,0,1.0,52,1,897,6719.0,2763,30761,0.0,9,535,0.0,21348,196,51,10.0,1,0,9.953488372093023,1784,776,2223,5978,9,56300,70,0.0,27744,0,0,0
4,180001,0,4145,507,0,35,59078.276311637084,35596.66979252111,16.898994239385534,19130.79728402367,0.7493531081199589,7.95697836521739E7,1,1000,UNIFORM,0,292,2363,15722,10,0,505,3619.0,0,10.0,9,3296,1,3005,17197,135,168,33029,1493,0,309,8310,122.0,3095,0,8,1.1626823338735819,56269.0,10,622,1833,13991,0.10898538263112639,0.0,33607.0,4910,0,0,0,2.7909270216962523,86581,0.0,34.0,0,3070,13969,542.0,0.0,103.0,0,0,0.3155818540433925,1,119,45097,9.702291917973461,0,0,0.0,4064,2251,482,0,0.11563900149349264,0,8,0,9.627218934911243,687,10.0,1.1243922204213939,218,0,1.0,61,1,973,6626.0,3376,37543,0.0,52,776,0.0,17671,157,35,10.0,0,0,9.684418145956608,1783,575,2698,5978,9,46520,70,0.0,33592,30,0,2485
5,180004,0,4184,515,0,62,57677.379240776696,34790.57520769598,16.477500105019953,19982.598578640776,0.7548427155503916,7.885235443478261E7,1,1000,UNIFORM,0,301,2780,16138,10,0,505,3642.0,0,10.0,9,3309,0,2522,39917,137,175,32325,2335,0,309,8133,114.0,2765,0,8,1.1494862446138547,55271.0,10,751,2886,13031,0.1095977867631411,0.0,32908.0,5020,0,0,0,2.666019417475728,84970,0.0,62.0,0,2992,14214,577.0,0.0,97.0,0,0,0.2524271844660194,1,127,45610,9.712476099426386,0,0,0.0,4024,0,482,0,0.12119302667506826,0,8,0,9.65631067961165,0,10.0,1.0672853828306264,192,0,0.0,73,1,960,6735.0,3291,35650,0.0,38,780,0.0,19322,163,62,10.0,0,0,9.74757281553398,1801,780,3132,5978,9,46990,70,0.0,32892,25,0,0
6,180005,0,4257,538,0,50,55860.15478996283,34289.47830467465,22.9932084623323,17966.583784386617,0.7536994859935118,1.0150842330434783E8,1,1000,UNIFORM,0,270,2034,14864,10,0,505,3302.0,0,10.0,9,2991,0,2507,26160,139,186,31753,1996,0,281,8734,113.0,2890,0,8,1.1954992967651195,53826.0,10,540,2282,15782,0.11220020855057351,0.0,32349.0,5150,0,0,0,3.163568773234201,96050,0.0,50.0,0,2981,13001,588.0,0.0,93.0,0,0,0.4275092936802974,1,115,46240,9.651162790697674,0,0,0.0,3719,0,482,0,0.12136222910216718,0,8,0,9.5817843866171,0,10.0,1.1436357243319268,180,0,0.0,74,1,977,6108.0,3271,36149,0.0,47,725,0.0,19993,147,50,10.0,0,0,9.572490706319703,1699,590,2439,5978,9,47950,70,0.0,32337,51,0,0
7,179995,0,5346,636,0,48,44158.31343710692,27876.043667227834,13.162362520729685,15097.27462735849,0.612779208503301,5.3459413217391305E7,1,1000,UNIFORM,0,296,1703,12721,10,0,505,3086.0,0,10.0,8,2787,0,2295,15989,132,115,26201,1643,0,255,7553,92.0,2337,0,8,1.0858775218710945,42465.0,10,679,1899,15045,0.10631895687061184,0.0,26609.0,6210,0,0,0,1.5361635220125787,54791,0.0,47.0,0,2438,11409,684.0,0.0,85.0,0,0,0.2358490566037736,1,131,58840,9.840254395809952,0,0,0.0,3322,530,482,0,0.11343283582089553,0,8,0,9.80188679245283,474,10.0,1.149794679521514,190,0,1.0,54,1,973,5808.0,2628,27613,0.0,19,473,0.0,20051,168,48,10.0,1,0,9.764150943396226,1675,677,1947,5978,8,59820,70,0.0,26600,11,0,0
8,180007,0,5391,669,0,49,44412.347260089686,27310.48309571508,12.883132100180063,14570.283533632288,0.5689766022247223,5.2146056347826086E7,1,1000,UNIFORM,0,299,1717,12144,10,0,505,3075.0,0,10.0,9,2768,0,1429,19053,132,115,25632,1804,0,254,5310,85.0,1537,0,8,1.050252464534744,42877.0,10,695,2106,9506,0.1103960396039604,0.0,26046.0,6570,0,0,0,1.446935724962631,52329,0.0,48.0,0,2402,10887,718.0,0.0,83.0,0,0,0.17937219730941703,1,124,59627,9.836208495640882,0,0,0.0,3374,310,482,0,0.11753151088557866,0,8,0,9.865470852017937,316,10.0,1.098821832171195,201,9209,1.0,53,1,942,5870.0,2589,28509,0.0,9,463,0.0,18250,166,49,10.0,1,1,9.820627802690582,1672,728,2037,5978,9,60600,70,0.0,26037,6,0,0
9,180009,0,5410,664,0,42,43989.178603915665,27425.162873197783,11.79161674296926,15119.075387048193,0.5733203298969295,4.5402964666666664E7,1,1000,UNIFORM,0,296,1706,12775,10,0,505,3093.0,0,10.0,9,2809,0,3265,13564,128,120,25875,1507,0,256,9943,109.0,3433,0,8,1.0666666666666667,42562.0,10,696,1721,29563,0.10931840632202831,0.0,26258.0,6510,0,0,0,0.8162650602409639,48550,0.0,42.0,0,2400,11620,706.0,0.0,105.0,0,0,0.19578313253012047,1,129,60196,9.919038817005545,0,0,0.0,3341,0,482,0,0.11543492478744277,0,9,0,9.840361445783133,0,10.0,1.0983935742971886,200,0,0.0,53,1,1046,5838.0,2581,27649,0.0,14,442,0.0,20048,166,42,10.0,0,0,9.80421686746988,1670,680,1956,5978,9,60740,70,0.0,26248,4,0,0
