SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,179987,0,12073,0,0,0,NaN,14881.609997929263,11.031434854634307,NaN,0.6787903989029259,2.0829832626086956E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1814.0,0,0.0,0,1528,0,278,0,0,207,13289,0,0,148,278,84.0,278,0,0.0,0.0,10,0,0,0,0.0,0.0,13696.0,0,0,0,0,0.0,77571,0.0,0.0,0,1336,0,0.0,0.0,81.0,0.0,1,0,108789,9.010933487948314,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1440,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,120730,0,0.0,13685,0,0,0
1,179984,0,12758,0,0,0,NaN,14083.938765010189,10.450377175105816,NaN,0.5045957337188276,1.7032136939130434E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1813.0,0,0.0,0,1552,0,245,0,0,190,12712,0,0,152,245,66.0,245,0,0.0,0.0,10,0,0,0,0.0,0.0,13083.0,0,0,0,0,0.0,67065,0.0,0.0,0,1276,0,0.0,0.0,63.0,0.0,1,0,114839,9.001332497256623,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1379,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,127580,0,0.0,13075,0,0,0
2,180000,0,11632,0,0,0,NaN,15446.172253696699,17.04573340784044,NaN,0.681756883853931,1.728603544347826E8,1,100000,UNIFORM,0,0,0,0,0,0,188,2065.0,0,0.0,0,1714,0,319,0,0,225,13696,0,0,164,319,72.0,319,0,0.0,0.0,10,0,0,0,0.0,0.0,14194.0,0,0,0,0,0.0,93722,0.0,0.0,0,1362,0,0.0,0.0,70.0,0.0,1,0,104842,9.013239339752408,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1479,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,116320,0,0.0,14185,0,0,0
3,179989,0,12603,0,0,0,NaN,14258.08672173292,9.853362691422676,NaN,0.6445485439047256,1.743810233043478E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1844.0,0,0.0,0,1561,0,260,0,0,194,12834,0,0,152,260,63.0,260,0,0.0,0.0,10,0,0,0,0.0,0.0,13228.0,0,0,0,0,0.0,75435,0.0,0.0,0,1287,0,0.0,0.0,61.0,0.0,1,0,113521,9.007458541617074,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1391,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,126030,0,0.0,13219,0,0,0
4,179996,0,12738,0,0,0,NaN,14110.390779007694,9.341927775160935,NaN,0.6011650609489478,1.867308264347826E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1826.0,0,0.0,0,1557,0,253,0,0,190,12744,0,0,153,253,62.0,253,0,0.0,0.0,10,0,0,0,0.0,0.0,13127.0,0,0,0,0,0.0,71924,0.0,0.0,0,1281,0,0.0,0.0,60.0,0.0,1,0,114601,8.996781284346051,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1385,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,127380,0,0.0,13118,0,0,0
5,179990,0,12308,0,0,0,NaN,14601.058447107573,11.79377039324017,NaN,0.6146308750913818,1.794752793043478E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1884.0,0,0.0,0,1593,0,281,0,0,198,13141,0,0,155,281,63.0,281,0,0.0,0.0,10,0,0,0,0.0,0.0,13551.0,0,0,0,0,0.0,74408,0.0,0.0,0,1319,0,0.0,0.0,62.0,0.0,1,0,110722,8.99593760155996,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1426,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,123080,0,0.0,13542,0,0,0
6,179986,0,12486,0,0,0,NaN,14389.91891670671,13.542521143680922,NaN,0.7105543455050531,1.8274380382608697E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1824.0,0,0.0,0,1558,0,255,0,0,192,13004,0,0,152,255,64.0,255,0,0.0,0.0,10,0,0,0,0.0,0.0,13381.0,0,0,0,0,0.0,68853,0.0,0.0,0,1309,0,0.0,0.0,61.0,0.0,1,0,112299,8.993993272465161,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1414,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,124860,0,0.0,13372,0,0,0
7,179991,0,12811,0,0,0,NaN,14026.321751853875,9.121953477480291,NaN,0.6565957175436838,1.9015771791304347E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1803.0,0,0.0,0,1538,0,250,0,0,192,12642,0,0,150,250,63.0,250,0,0.0,0.0,10,0,0,0,0.0,0.0,13025.0,0,0,0,0,0.0,68536,0.0,0.0,0,1273,0,0.0,0.0,61.0,0.0,1,0,114915,8.970025759113263,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1377,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,128110,0,0.0,13017,0,0,0
8,179988,0,12464,0,0,0,NaN,14418.004931081516,9.936045009627728,NaN,0.6290806520094516,1.8045340939130434E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1825.0,0,0.0,0,1553,0,252,0,0,195,12994,0,0,152,252,64.0,252,0,0.0,0.0,10,0,0,0,0.0,0.0,13372.0,0,0,0,0,0.0,73829,0.0,0.0,0,1307,0,0.0,0.0,62.0,0.0,1,0,112246,9.005616174582798,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1411,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,124640,0,0.0,13365,0,0,0
9,180000,0,12437,0,0,0,NaN,14449.813858004343,10.141324997989868,NaN,0.500981182958991,1.7844065947826087E8,1,100000,UNIFORM,0,0,0,0,0,0,188,1814.0,0,0.0,0,1547,0,259,0,0,196,13051,0,0,152,259,64.0,259,0,0.0,0.0,10,0,0,0,0.0,0.0,13434.0,0,0,0,0,0.0,73683,0.0,0.0,0,1314,0,0.0,0.0,62.0,0.0,1,0,111577,8.971375733697837,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,211,0.0,1422,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,124370,0,0.0,13425,0,0,0
