SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,179984,0,9441,0,0,0,NaN,18382.4266526851,24.20464696536384,NaN,0.7130852642380441,2.113795996521739E8,1,100000,UNIFORM,0,200,0,0,0,0,188,1873.0,0,0.0,0,1615,0,269,0,266,237,15649,0,0,157,276,113.0,269,0,1.5272888625942909,0.0,10,0,0,1240,0.0,0.0,16058.0,0,0,0,0,0.0,88838,0.0,0.0,0,1574,0,0.0,0.0,107.0,0.0,1,272,85111,9.015040779578435,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.4835083567519598,113,0,0.0,0,1,216,0.0,1696,0,0.0,0,264,0.0,62865,98,0,0.0,0,0,0.0,0,0,0,0,0,94410,0,0.0,16048,5,0,0
1,179996,0,11147,0,0,0,NaN,16119.145243025028,12.688929577464789,NaN,0.6071282245964189,1.8781592939130434E8,1,100000,UNIFORM,0,189,0,0,0,0,188,1882.0,0,0.0,0,1636,0,243,0,217,211,14651,0,0,160,265,82.0,243,0,1.534002065201357,0.0,10,0,0,6479,0.0,0.0,15019.0,0,0,0,0,0.0,80122,0.0,0.0,0,1475,0,0.0,0.0,79.0,0.0,1,214,100320,8.999730869292186,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.442690662339578,102,0,0.0,0,1,217,0.0,1592,0,0.0,1,235,0.0,61496,94,0,0.0,0,0,0.0,0,0,0,0,0,111470,0,0.0,15012,8,0,0
2,179986,0,10307,0,0,0,NaN,17429.204554089454,14.250120112544872,NaN,0.7290844476973148,1.9342822226086956E8,1,100000,UNIFORM,0,216,0,0,0,0,188,2033.0,0,0.0,0,1748,0,294,0,213,242,15687,0,0,169,305,96.0,294,0,1.5607918451765401,0.0,10,0,0,799,0.0,0.0,16128.0,0,0,0,0,0.0,89296,0.0,0.0,0,1570,0,0.0,0.0,92.0,0.0,1,220,92735,8.997283399631318,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.6442605997931747,119,0,0.0,0,1,218,0.0,1700,0,0.0,0,287,0.0,58347,115,0,0.0,0,0,0.0,0,0,0,0,0,103070,0,0.0,16120,4,0,0
3,179988,0,0,5206,0,1,34356.40876181329,NaN,20.47864106011139,7431.598425278525,0.5640100931936504,2.0744357182608697E8,1,100000,UNIFORM,0,251,671,6132,10,0,181,0.0,0,10.0,6,0,0,6930,62525,162,-817,0,2409,0,158,6959,87.0,6940,5,1.5375223347230493,32920.0,0,356,3386,5134,1.0,0.0,0.0,46740,0,0,0,1.0249711870918172,102928,0.0,1.0,0,1294,5460,5207.0,0.0,83.0,1.0218978102189782,1,166,46724,0.0,0,0,0.0,3073,0,162,0,1.0,0,6,8.975028812908183,0,10.0,1.509827278141751,133,10064,0.0,1263,1,214,4406.0,1535,25685,0.0,0,310,0.0,58152,124,1,10.0,0,1,8.978102189781023,848,829,908,5612,6,52060,70,0.0,0,6,0,0
4,179991,0,11134,0,0,0,NaN,16138.135495419436,11.576236931920244,NaN,0.6310794659716186,1.8988594991304347E8,1,100000,UNIFORM,0,187,0,0,0,0,188,1840.0,0,0.0,0,1599,0,241,0,205,205,14723,0,0,155,261,83.0,241,0,1.5286690433749257,0.0,10,0,0,8166,0.0,0.0,15088.0,0,0,0,0,0.0,72507,0.0,0.0,0,1488,0,0.0,0.0,78.0,0.0,1,203,100125,8.992724986527753,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.5493166963755198,96,0,0.0,0,1,217,0.0,1602,0,0.0,0,214,0.0,56905,92,0,0.0,0,0,0.0,0,0,0,0,0,111340,0,0.0,15079,7,0,0
5,179984,0,10823,0,0,0,NaN,16603.943799593457,13.01039434537559,NaN,0.684591762710255,1.8701716313043478E8,1,100000,UNIFORM,0,194,0,0,0,0,188,1945.0,0,0.0,0,1687,0,265,0,220,219,15097,0,0,164,293,84.0,265,0,1.521771327014218,0.0,10,0,0,10461,0.0,0.0,15487.0,0,0,0,0,0.0,84876,0.0,0.0,0,1515,0,0.0,0.0,81.0,0.0,1,217,97445,9.003511041300934,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.504739336492891,107,0,0.0,0,1,217,0.0,1638,0,0.0,1,251,0.0,60652,102,0,0.0,0,0,0.0,0,0,0,0,0,108230,0,0.0,15477,5,0,0
6,179986,0,11018,0,0,0,NaN,16306.811201851515,10.483610546378653,NaN,0.6375703780019512,1.8733459026086956E8,1,100000,UNIFORM,0,185,0,0,0,0,188,1836.0,0,0.0,0,1603,0,244,0,254,208,14869,0,0,156,254,84.0,244,0,1.5284420020793108,0.0,10,0,0,11147,0.0,0.0,15233.0,0,0,0,0,0.0,82714,0.0,0.0,0,1503,0,0.0,0.0,81.0,0.0,1,261,98950,8.980758758395353,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.5891875835437397,95,0,0.0,0,1,217,0.0,1619,0,0.0,0,216,0.0,54497,91,0,0.0,0,0,0.0,0,0,0,0,0,110180,0,0.0,15225,4,0,0
7,180002,0,0,5143,0,2,34768.51269103636,NaN,17.11592458697765,7413.993079720009,0.5987199377724205,2.0498413391304347E8,1,100000,UNIFORM,0,262,777,5972,10,0,181,0.0,0,10.0,6,0,0,6840,59208,165,-817,0,1698,0,163,6881,88.0,6870,5,1.5172824791418356,33284.0,0,396,2186,12765,1.0,0.0,0.0,46290,0,0,0,0.9980556095664009,109724,0.0,2.0,0,1310,5305,5145.0,0.0,84.0,0.9994166828699202,1,174,46296,0.0,0,0,0.0,3158,0,162,0,1.0,0,6,9.00174995139024,0,10.0,1.5226460071513708,138,16599,0.0,1267,1,214,4544.0,1567,26077,0.0,0,336,0.0,59613,130,2,10.0,0,2,9.00058331713008,857,619,1027,5612,6,51430,70,0.0,0,3,0,0
8,179971,0,11063,0,0,0,NaN,16238.187526077916,12.785224622615928,NaN,0.6765179671815846,1.8718619826086956E8,1,100000,UNIFORM,0,181,0,0,0,0,188,1856.0,0,0.0,0,1621,0,222,0,162,209,14813,0,0,158,232,81.0,222,0,1.5382212968471147,0.0,10,0,0,5692,0.0,0.0,15163.0,0,0,0,0,0.0,78358,0.0,0.0,0,1497,0,0.0,0.0,79.0,0.0,1,170,99360,8.981288981288982,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.5734681737061273,92,0,0.0,0,1,218,0.0,1613,0,0.0,0,217,0.0,59905,88,0,0.0,0,0,0.0,0,0,0,0,0,110630,0,0.0,15156,7,0,0
9,179989,0,10964,0,0,0,NaN,16389.61936610726,13.705475829989055,NaN,0.6289542647034383,1.830832907826087E8,1,100000,UNIFORM,0,182,0,0,0,0,188,1876.0,0,0.0,0,1635,0,230,0,195,211,14960,0,0,159,246,85.0,230,0,1.5337648962777697,0.0,10,0,0,9544,0.0,0.0,15318.0,0,0,0,0,0.0,78657,0.0,0.0,0,1506,0,0.0,0.0,80.0,0.0,1,192,98691,9.00136811382707,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.5286155656907459,92,0,0.0,0,1,216,0.0,1625,0,0.0,1,220,0.0,57790,90,0,0.0,0,0,0.0,0,0,0,0,0,109640,0,0.0,15310,5,0,0
