SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,179991,0,0,3982,0,1,44920.64655123054,NaN,17.309684157670098,9025.701974635862,0.7994680789511146,2.3436744173913044E8,1,100000,UNIFORM,0,190,931,7380,10,0,181,0.0,0,10.0,6,0,0,8446,0,116,-1106,0,3586,0,168,8626,179.0,8456,5,1.5407746566019056,43092.0,0,337,5578,5771,1.0,0.0,0.0,35620,0,0,0,1.030637870416876,99491,Not_Available,0.0,0,1746,6691,3983.0,0.0,147.0,1.054746358613762,1,113,35716,0.0,0,0,0.0,3130,0,162,0,1.0,0,6,8.969362129583123,0,10.0,1.4769211731221383,108,8492,Not_Available,1684,1,259,4403.0,2076,34320,0.0,2,269,0.0,66807,89,1,10.0,0,4,8.945253641386238,814,902,1160,5613,6,39820,70,0.0,0,104,0,47651
1,180006,0,9147,0,0,0,NaN,19650.355920848368,13.217605116431617,NaN,0.679317002235612,2.130736264347826E8,1,100000,UNIFORM,0,182,0,0,0,0,188,1902.0,0,0.0,0,1682,0,223,0,114,228,18107,0,0,163,272,119.0,223,0,1.5329543626320588,0.0,10,0,0,5963,0.0,0.0,18472.0,0,0,0,0,0.0,92594,Not_Available,0.0,0,1839,0,0.0,0.0,107.0,0.0,1,112,82498,9.019131955832513,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.5257145921595967,76,0,Not_Available,0,1,267,0.0,1967,0,0.0,0,235,0.0,40110,72,0,0.0,0,0,0.0,0,0,0,0,0,91470,0,0.0,18463,74,0,0
2,180024,0,0,3859,0,3,46340.752779217415,NaN,21.73470714655619,9155.192753822233,0.6961645182258249,2.1618980833333334E8,1,100000,UNIFORM,0,202,1021,7317,10,0,181,0.0,0,10.0,6,0,0,8523,0,123,-1132,0,1547,0,183,8665,162.0,8565,5,1.5408951563458002,44465.0,0,375,1929,5801,1.0,0.0,0.0,34520,0,0,0,0.9992225965275978,130053,Not_Available,0.0,0,1795,6512,3862.0,0.0,134.0,1.054677377558953,1,129,34734,0.0,0,0,0.0,3530,0,162,0,1.0,0,5,9.000777403472402,0,10.0,1.4917228694052729,104,24225,Not_Available,1734,1,260,4950.0,2141,35592,0.0,0,296,0.0,57140,91,3,10.0,0,1,8.945322622441047,897,484,1298,5612,6,38590,70,0.0,0,89,0,41095
3,180009,0,0,4213,1,0,42488.25131901258,NaN,18.61914404366398,8500.848034892,0.6785071461989113,2.2492494333333334E8,1,100000,UNIFORM,0,189,789,6988,10,0,181,0.0,0,10.0,6,0,0,7933,0,108,-1048,0,599,0,172,8008,127.0,7933,5,1.5343888537048764,40873.0,0,335,0,8033,1.0,0.0,0.0,37870,0,0,0,0.9931165440303822,117677,Not_Available,0.0,0,1648,6306,4213.0,0.0,112.0,1.0111559458817945,1,113,37944,0.0,0,0,0.0,3326,1825,162,0,1.0,0,0,9.006408734868264,733,10.0,1.5585813806206459,101,8502,Not_Available,1576,1,260,4628.0,1971,32611,0.0,2,246,0.0,36555,90,1,10.0,0,6,8.988844054118205,833,0,1036,5612,6,42130,70,0.0,0,68,0,0
4,179994,0,8922,0,0,0,NaN,20143.281198161847,14.38648352387357,NaN,0.6887066392288818,2.092521947826087E8,1,100000,UNIFORM,0,179,0,0,0,0,188,1950.0,0,0.0,0,1729,0,226,0,141,239,18543,0,0,168,271,115.0,226,0,1.5462166809974205,0.0,10,0,0,8403,0.0,0.0,18928.0,0,0,0,0,0.0,90394,Not_Available,0.0,0,1880,0,0.0,0.0,102.0,0.0,1,144,80237,8.993162967944407,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.578890799656062,78,0,Not_Available,0,1,270,0.0,2017,0,0.0,0,222,0.0,50082,73,0,0.0,0,0,0.0,0,0,0,0,0,89220,0,0.0,18920,97,0,0
5,180022,0,0,3986,0,3,44834.56082388359,NaN,27.90955653045876,9171.755496738584,0.7620631407378519,2.1754190052173913E8,1,100000,UNIFORM,0,203,998,7418,10,0,181,0.0,0,10.0,6,0,0,8718,0,137,-1098,0,737,0,181,8743,133.0,8718,5,1.535008752188047,43101.0,0,373,1113,7069,1.0,0.0,0.0,35460,0,0,0,1.0110386352232814,115096,Not_Available,0.0,0,1730,6654,3989.0,0.0,114.0,1.1038635223281485,1,143,35830,0.0,0,0,0.0,3484,0,162,0,1.0,0,6,8.988961364776719,0,10.0,1.5197549387346836,103,20525,Not_Available,1679,1,260,4880.0,2058,34189,0.0,1,273,0.0,42604,93,3,10.0,0,4,8.89613647767185,880,508,1257,5612,6,39860,70,0.0,0,91,0,0
6,180024,0,0,4135,0,2,43238.40942079806,NaN,20.087120618805898,8758.359813059249,0.6772967949214731,2.1851470366666666E8,1,100000,UNIFORM,0,187,917,7180,10,0,181,0.0,0,10.0,6,0,0,8281,0,82,-1079,0,728,0,171,8386,131.0,8295,5,1.5438486201043566,41692.0,0,360,1095,8365,1.0,0.0,0.0,37040,0,0,0,0.9840386940749698,99571,Not_Available,0.0,0,1679,6491,4137.0,0.0,112.0,1.0423216444981862,1,84,37281,0.0,0,0,0.0,3300,0,162,0,1.0,0,5,9.01596130592503,0,10.0,1.5628339724649525,91,19285,Not_Available,1616,1,262,4614.0,1997,33152,0.0,1,236,0.0,35029,83,2,10.0,0,7,8.957678355501814,829,616,1153,5612,6,41350,70,0.0,0,89,0,64853
7,180013,0,0,4180,0,0,42854.53882296651,NaN,18.828695454545453,8526.741181100479,0.7104117687355215,2.076821655652174E8,1,100000,UNIFORM,0,191,829,7027,10,0,181,0.0,0,10.0,6,0,0,7965,0,118,-1044,0,0,0,169,8091,128.0,7965,5,1.5299252653394462,41241.0,0,341,0,8080,1.0,0.0,0.0,37440,0,0,0,0.970334928229665,106857,Not_Available,0.0,0,1668,6348,4180.0,0.0,112.0,1.0430622009569377,1,120,37744,0.0,0,0,0.0,3279,0,162,0,1.0,0,0,9.029665071770335,0,10.0,1.533630597249262,96,17340,Not_Available,1573,1,260,4576.0,2015,32931,0.0,0,253,0.0,65147,85,0,10.0,0,3,8.956937799043063,820,0,1064,5612,6,41800,0,0.0,0,85,0,0
8,179990,0,8982,0,0,0,NaN,20002.850707192163,14.705432531730127,NaN,0.6111585131385792,1.9918184417391303E8,1,100000,UNIFORM,0,168,0,0,0,0,188,1885.0,0,0.0,0,1672,0,218,0,138,233,18441,0,0,163,263,114.0,218,0,1.5199178422787958,0.0,10,0,0,8826,0.0,0.0,18799.0,0,0,0,0,0.0,85899,Not_Available,0.0,0,1877,0,0.0,0.0,103.0,0.0,1,134,80831,8.999220663549321,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.497216366682882,77,0,Not_Available,0,1,269,0.0,2009,0,0.0,0,207,0.0,45572,72,0,0.0,0,0,0.0,0,0,0,0,0,89820,0,0.0,18793,90,0,0
9,179992,0,0,4123,1,2,43385.937611447975,NaN,16.17001454192923,8489.720564152318,0.6599162182365358,2.1992294539130434E8,1,100000,UNIFORM,0,182,815,7010,10,0,181,0.0,0,10.0,6,0,0,7925,0,97,-1089,0,520,0,170,8061,128.0,7925,5,1.531936443628537,41753.0,0,316,1254,6680,1.0,0.0,0.0,37260,0,0,0,0.991025951976716,100978,Not_Available,0.0,0,1689,6311,4125.0,0.0,109.0,0.9628910987145283,1,100,37143,0.0,0,0,0.0,3312,329,162,0,1.0,0,4,9.008731506184818,337,10.0,1.5667531809837312,94,16354,Not_Available,1621,1,260,4564.0,2012,33468,0.0,1,230,0.0,69895,84,3,10.0,0,8,9.037108901285471,808,637,1053,5612,6,41230,70,0.0,0,97,0,0
