SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,AvgNumNodesPrepare,LocalReadOnlyTxLocalServiceTime,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,179992,0,9230,0,0,0,NaN,19469.850690574214,13.904941061755146,NaN,0.6981899251119368,1.9868373982608697E8,1,100000,UNIFORM,0,246,0,0,0,0,268,2159.0,0,0.0,0,1873,0,294,0,0,249,17747,0,0,174,294,129.0,294,0,1.230343622597554,0.0,10,0,0,0,0.0,0.0,18165.0,0,0,0,0,0.0,76023,0.0,0.0,0,1697,0,0.0,0.0,122.0,0.0,1,0,87705,9.50216684723727,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.3191613278974956,147,0,0.0,0,1,374,0.0,1831,0,0.0,0,371,0.0,0,124,0,0.0,0,0,0.0,0,0,0,0,0,92300,0,0.0,18157,0,0,0
1,179996,0,9236,0,0,0,NaN,19455.93554330879,12.57467594196622,NaN,0.6838831808916745,1.800962966956522E8,1,100000,UNIFORM,0,258,0,0,0,0,268,2247.0,0,0.0,0,1929,0,330,0,0,243,17716,0,0,179,330,98.0,330,0,1.2521604938271604,0.0,10,0,0,4243,0.0,0.0,18181.0,0,0,0,0,0.0,75103,0.0,0.0,0,1696,0,0.0,0.0,95.0,0.0,1,0,87814,9.507795582503249,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2191358024691359,142,0,0.0,0,1,373,0.0,1826,0,0.0,0,364,0.0,0,130,0,0.0,0,0,0.0,0,0,0,0,0,92360,0,0.0,18171,2,0,0
2,180010,0,9252,0,0,0,NaN,19426.06173789451,13.122976005188068,NaN,0.6585704552379351,1.70918577E8,1,100000,UNIFORM,0,261,0,0,0,0,268,2301.0,0,0.0,0,1991,0,318,0,0,249,17750,0,0,186,318,97.0,318,0,1.2298136645962734,0.0,10,0,0,3321,0.0,0.0,18195.0,0,0,0,0,0.0,73067,0.0,0.0,0,1691,0,0.0,0.0,93.0,0.0,1,0,87878,9.498270644185041,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.29547471162378,146,0,0.0,0,1,373,0.0,1833,0,0.0,0,382,0.0,0,124,0,0.0,0,0,0.0,0,0,0,0,0,92520,0,0.0,18185,2,0,0
3,180000,0,0,4111,0,0,43574.87307881294,NaN,28.62760374604719,9597.538786913161,0.6803649213315236,1.79450144E8,1,100000,UNIFORM,0,287,1070,7755,10,0,261,0.0,0,10.0,8,0,0,8554,0,0,-1021,0,0,0,194,8554,106.0,8554,7,1.2521840419336052,41924.0,0,464,0,0,1.0,0.0,0.0,39090,0,0,0,0.5207978594016055,94503,0.0,0.0,0,1544,6938,4111.0,0.0,100.0,0.49136463147652637,1,0,38969,0.0,0,0,0.0,3904,0,242,0,1.0,0,0,9.479202140598394,0,10.0,1.2929528246942341,201,11552,0.0,1496,1,372,5592.0,1866,32587,0.0,0,427,0.0,0,172,0,10.0,0,1,9.508635368523473,1081,0,1359,5693,8,41110,0,0.0,0,0,0,0
4,179986,0,9376,0,0,0,NaN,19165.766936966724,10.62403050341297,NaN,0.6973418220254467,1.800596723478261E8,1,100000,UNIFORM,0,259,0,0,0,0,268,2256.0,0,0.0,0,1946,0,320,0,0,243,17493,0,0,182,320,92.0,320,0,1.2402151180161338,0.0,10,0,0,6010,0.0,0.0,17945.0,0,0,0,0,0.0,72373,0.0,0.0,0,1669,0,0.0,0.0,88.0,0.0,1,0,89146,9.507892491467576,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2936958470271884,143,0,0.0,0,1,373,0.0,1803,0,0.0,0,354,0.0,0,132,0,0.0,0,0,0.0,0,0,0,0,0,93760,0,0.0,17933,1,0,0
5,180020,0,0,4155,0,0,43110.26408062575,NaN,23.07531046931408,9684.531459687123,0.6915367702489418,1.8555082166666666E8,1,100000,UNIFORM,0,280,1074,7833,10,0,261,0.0,0,10.0,8,0,0,9211,0,0,-982,0,0,0,194,9211,100.0,9211,7,1.2359617682198327,41393.0,0,474,0,0,1.0,0.0,0.0,39390,0,0,0,0.5111913357400723,97235,0.0,0.0,0,1521,7011,4155.0,0.0,95.0,0.51985559566787,1,0,39426,0.0,0,0,0.0,3833,0,242,0,1.0,0,0,9.488808664259928,0,10.0,1.2126642771804061,195,0,0.0,1449,1,372,5569.0,1853,31974,0.0,0,432,0.0,0,168,0,10.0,0,0,9.48014440433213,1111,0,1344,5692,8,41550,0,0.0,0,0,0,0
6,179991,0,9252,0,0,0,NaN,19424.008389753566,12.658725032425421,NaN,0.6233058149118548,1.751307353043478E8,1,100000,UNIFORM,0,223,0,0,0,0,268,2237.0,0,0.0,0,1937,0,312,0,0,245,17749,0,0,180,312,93.0,312,0,1.25,0.0,10,0,0,2117,0.0,0.0,18186.0,0,0,0,0,0.0,79698,0.0,0.0,0,1696,0,0.0,0.0,89.0,0.0,1,0,87894,9.5,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.1696428571428572,136,0,0.0,0,1,373,0.0,1831,0,0.0,0,306,0.0,0,123,0,0.0,0,0,0.0,0,0,0,0,0,92520,0,0.0,18175,1,0,0
7,180002,0,9335,0,0,0,NaN,19248.82825977504,14.119813176218534,NaN,0.5795920519258143,1.8290219339130434E8,1,100000,UNIFORM,0,254,0,0,0,0,268,2269.0,0,0.0,0,1952,0,323,0,0,245,17565,0,0,181,323,92.0,323,0,1.248136645962733,0.0,10,0,0,0,0.0,0.0,18015.0,0,0,0,0,0.0,73508,0.0,0.0,0,1674,0,0.0,0.0,88.0,0.0,1,0,88723,9.504338510980181,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2670807453416149,142,0,0.0,0,1,373,0.0,1810,0,0.0,0,386,0.0,0,131,0,0.0,0,0,0.0,0,0,0,0,0,93350,0,0.0,18006,0,0,0
8,180001,0,9272,0,0,0,NaN,19383.040189710955,13.163583477135463,NaN,0.6944797967546086,1.8262019617391303E8,1,100000,UNIFORM,0,240,0,0,0,0,268,2229.0,0,0.0,0,1933,0,295,0,0,245,17709,0,0,181,295,94.0,295,0,1.2570317175344106,0.0,10,0,0,11052,0.0,0.0,18129.0,0,0,0,0,0.0,79675,0.0,0.0,0,1694,0,0.0,0.0,90.0,0.0,1,0,88030,9.494176013805005,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.3135846798324358,131,0,0.0,0,1,373,0.0,1829,0,0.0,0,337,0.0,0,120,0,0.0,0,0,0.0,0,0,0,0,0,92720,0,0.0,18118,2,0,0
9,179991,0,10005,0,0,0,NaN,17961.487697351324,11.194863368315842,NaN,0.6653966199506557,1.764201276521739E8,1,100000,UNIFORM,0,205,0,0,0,0,268,1999.0,0,0.0,0,1735,0,277,0,0,207,16565,0,0,162,277,76.0,277,0,1.2459714198844634,0.0,10,0,0,0,0.0,0.0,16932.0,0,0,0,0,0.0,67062,0.0,0.0,0,1593,0,0.0,0.0,73.0,0.0,1,0,95230,9.51824087956022,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2344177561568865,125,0,0.0,0,1,372,0.0,1709,0,0.0,0,246,0.0,0,114,0,0.0,0,0,0.0,0,0,0,0,0,100050,0,0.0,16924,0,0,0
10,179999,0,10144,0,0,0,NaN,17715.166392054416,10.115189077287067,NaN,0.662831341433495,1.8419869008695653E8,1,100000,UNIFORM,0,221,0,0,0,0,268,2047.0,0,0.0,0,1781,0,279,0,0,211,16286,0,0,167,279,77.0,279,0,1.2427503736920777,0.0,10,0,0,847,0.0,0.0,16656.0,0,0,0,0,0.0,65284,0.0,0.0,0,1567,0,0.0,0.0,75.0,0.0,1,0,96296,9.492902208201892,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,1.2556053811659194,129,0,0.0,0,1,373,0.0,1684,0,0.0,0,274,0.0,0,118,0,0.0,0,0,0.0,0,0,0,0,0,101440,0,0.0,16647,1,0,0
