SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalRemoteLockContentions,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,LocalReadOnlyTxLocalServiceTime,AvgNumNodesPrepare,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalLocalLockContentions,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,RemoteRemoteLockContentions,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,RemoteLocalLockContentions,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
32,179999,0,739,856,12,499,100280.71011799066,53908.573661705006,28.069549857549855,25156.33912149533,0.7291427590714877,8.245801739130434E7,1,1000,UNIFORM,0,223,2493,21662,10,0,749,4685.0,Not_Available,0,5.0,4411,9,5,14881,23499,127,-696,51354,2078,0,391,21379,172.0,16672,9,1.0863392947357786,97773.0,10,Not_Available,587,2510,15067,0.5366771159874608,0.0,51868.0,4190,0,0,0,0.33060747663551404,49781,12.0,489.0,0,4629,19987,1355.0,0.0,126.0,0.10514018691588785,1,98,15667,9.848443843031124,0,Not_Available,0,0.0,6254,982,722,0,0.6490978157644824,0,8,9.800233644859814,311,10.0,0.5004041628776397,182,18355,10.0,4532,Not_Available,1,2179,8551.0,5193,72905,0.0,453,712,0.0,21631,142,511,5.0,5,3,4.894859813084112,1571,584,2911,3477,9,15950,70,1.46756677428823E-4,51859,109,0,3406
33,179999,0,796,889,19,493,95391.00961304837,51526.0682977387,20.084953573054165,24462.24666591676,0.6484079635610509,7.250532104347827E7,1,1000,UNIFORM,0,276,2302,21149,10,0,749,4815.0,Not_Available,0,5.0,4511,9,2,11419,29684,140,-675,49237,1887,0,405,21008,169.0,14944,9,1.0537986740836698,93449.0,10,Not_Available,607,2426,14943,0.5275964391691395,0.0,49728.0,4360,0,0,0,0.30371203599550056,89668,19.0,485.0,0,4470,19441,1382.0,0.0,137.0,0.09561304836895389,1,119,16579,9.82035175879397,0,Not_Available,0,0.0,6492,645,722,0,0.6376877560309513,0,8,9.856017997750282,261,10.0,0.5158881353349082,207,6528,8.0,4229,Not_Available,1,2107,8841.0,5022,69309,0.0,271,625,0.0,21456,164,512,5.0,6,1,4.9043869516310465,1602,610,2702,3477,9,16850,70,4.306632213608958E-4,49715,64,0,4289
34,180015,0,760,777,9,479,103473.76346203347,57558.465311842105,18.572557037037036,26020.016328185327,0.7753323428178274,8.854676695652173E7,1,1000,UNIFORM,0,248,2416,22438,10,0,749,4812.0,Not_Available,0,5.0,4541,9,8,15376,26353,149,-633,54481,2399,0,409,21477,185.0,18055,9,1.088564545841009,101068.0,10,Not_Available,603,2904,15522,0.505530253741054,0.0,55199.0,3790,0,0,0,0.31145431145431146,75985,9.0,468.0,0,4877,20454,1256.0,0.0,129.0,0.12226512226512226,1,100,15128,9.885526315789473,0,Not_Available,0,0.0,6497,1524,722,0,0.6246913580246913,0,8,9.8005148005148,355,10.0,0.5235688645380692,221,31853,11.0,4652,Not_Available,1,2260,8834.0,5517,75367,0.0,490,882,0.0,21639,149,488,5.0,3,2,4.877734877734878,1595,612,2940,3477,9,15370,70,3.1735956839098697E-4,55191,126,0,3412
35,180022,0,734,726,18,450,110935.4513429752,59142.457829700266,21.29512136929461,27333.299753443527,0.8406720429171638,9.674422533333333E7,1,1000,UNIFORM,0,234,2990,23166,10,0,749,4748.0,Not_Available,0,5.0,4482,9,9,13305,30161,151,-672,56017,2329,0,416,21294,198.0,16423,9,1.09675402955753,108344.0,10,Not_Available,599,2981,16893,0.49726027397260275,0.0,56598.0,3585,0,0,0,0.4462809917355372,70027,18.0,434.0,0,5150,20662,1176.0,0.0,128.0,0.06198347107438017,1,95,14273,9.786103542234333,0,Not_Available,0,0.0,6757,667,722,0,0.6192946058091287,0,8,9.765840220385675,257,10.0,0.5223913917042461,186,0,16.0,5024,Not_Available,1,2156,9116.0,5808,81325,0.0,487,896,0.0,21554,137,468,5.0,7,0,4.93801652892562,1626,608,3391,3477,9,14600,70,5.04965494024575E-4,56583,152,0,2108
36,179998,0,802,898,15,519,92959.54894988865,52136.284805486284,15.42333751119069,23326.862310690423,0.7174166702345238,6.5290941217391305E7,1,1000,UNIFORM,0,271,2096,20314,10,0,749,4929.0,Not_Available,0,5.0,4646,9,3,18362,27064,133,-695,49948,1923,0,405,21250,165.0,20379,9,1.058494044242768,91160.0,10,Not_Available,611,2276,15824,0.528235294117647,0.0,50382.0,4410,0,0,0,0.2026726057906459,65642,15.0,511.0,0,4397,18769,1417.0,0.0,135.0,0.08908685968819599,1,114,16817,9.92643391521197,0,Not_Available,0,0.0,6501,1123,722,0,0.6410026857654432,0,8,9.861915367483297,288,10.0,0.4931225184344867,192,31715,8.0,4243,Not_Available,1,2219,8863.0,4921,68115,0.0,301,619,0.0,21294,158,534,5.0,5,1,4.910913140311804,1615,605,2476,3477,9,17000,70,5.610885117127227E-4,50371,53,0,2329
37,180080,0,780,808,18,479,102693.69873143564,52248.170584615385,21.708105995203837,26555.043883663366,0.7262597941326545,8.0370747E7,1,1000,UNIFORM,0,246,2498,22995,10,0,749,4576.0,Not_Available,0,5.0,4278,9,5,10135,33152,133,-666,50034,1893,0,405,21290,179.0,13702,9,1.0638520801232665,100446.0,10,Not_Available,626,2314,14794,0.5088161209068011,0.0,50554.0,3930,0,0,0,0.4368811881188119,71878,18.0,471.0,0,4706,21044,1287.0,0.0,131.0,0.13613861386138615,1,105,15527,9.74102564102564,0,Not_Available,0,0.0,6754,581,722,0,0.6258992805755396,0,8,9.813118811881187,257,10.0,0.4755007704160247,193,13580,8.0,4609,Not_Available,1,2019,9171.0,5291,74265,0.0,328,724,0.0,21862,149,497,5.0,3,1,4.8638613861386135,1653,605,2920,3477,9,15880,70,1.5379883112888343E-4,50545,81,0,1896
38,180039,0,786,894,17,495,97246.68076174497,51668.6628129771,31.77786496350365,24850.412675615215,0.6615361806771131,6.994206643478261E7,1,1000,UNIFORM,0,278,2211,21701,10,0,749,4819.0,Not_Available,0,5.0,4497,9,3,9225,28199,157,-660,49249,1735,0,404,20969,171.0,11807,9,1.0491104369927031,95219.0,10,Not_Available,609,2176,16348,0.5321428571428571,0.0,49823.0,4430,0,0,0,0.319910514541387,66910,17.0,488.0,0,4428,19990,1389.0,0.0,133.0,0.0447427293064877,1,122,16511,9.751908396946565,0,Not_Available,0,0.0,6628,359,722,0,0.6414233576642335,0,8,9.894854586129753,221,10.0,0.4988931704517504,206,0,7.0,4261,Not_Available,1,1970,8986.0,4995,70654,0.0,265,666,0.0,21688,168,512,5.0,4,0,4.9552572706935125,1614,589,2566,3477,9,16800,70,4.2869391254644185E-4,49813,43,0,1220
39,180071,0,776,860,17,464,101327.03759418605,54848.94573324742,27.457465753424657,25209.552874418605,0.7857849014137464,8.545629466666667E7,1,1000,UNIFORM,0,235,2313,21954,10,0,749,4895.0,Not_Available,0,5.0,4607,9,1,12898,26763,127,-670,52263,1910,0,406,21304,165.0,16012,9,1.0823995413561265,98908.0,10,Not_Available,597,2449,18201,0.5256723716381418,0.0,52909.0,4220,0,0,0,0.3558139534883721,77902,17.0,458.0,0,4646,20180,1324.0,0.0,128.0,0.09302325581395349,1,99,16054,9.824742268041238,0,Not_Available,0,0.0,6547,318,722,0,0.6334435521965045,0,8,9.80232558139535,218,10.0,0.49877521238338457,186,19062,6.0,4570,Not_Available,1,2190,8882.0,5217,73981,0.0,413,649,0.0,21618,141,481,5.0,5,1,4.906976744186046,1601,556,2718,3477,9,16360,70,2.997152704930316E-4,52886,114,0,1562
40,180054,0,887,909,14,448,97142.08810121012,50552.5584475761,28.896645704162978,25992.3549339934,0.652270955972079,6.882611733333333E7,1,1000,UNIFORM,0,276,2272,22713,10,0,749,4691.0,Not_Available,0,5.0,4385,9,2,10366,30599,150,-590,48133,1747,0,398,21247,173.0,13125,9,1.0499924138977395,95183.0,10,Not_Available,617,2219,14485,0.5061247216035635,0.0,48693.0,4470,0,0,0,0.28492849284928495,71838,14.0,444.0,0,4350,20716,1357.0,0.0,137.0,0.08250825082508251,1,118,17701,9.837655016910936,0,Not_Available,0,0.0,6543,556,722,0,0.6071744906997343,0,8,9.873487348734873,247,10.0,0.49233803671673493,219,27935,4.0,4173,Not_Available,1,2082,8936.0,4890,69493,0.0,291,643,0.0,21780,166,462,5.0,2,2,4.917491749174918,1635,603,2737,3477,9,17960,70,1.462629808395495E-4,48675,31,0,3439
41,180004,0,852,883,11,469,96673.80099207247,51725.56134859155,20.524450112866816,24870.56511098528,0.7311340230456028,7.782053460869566E7,1,1000,UNIFORM,0,243,2389,21537,10,0,749,4760.0,Not_Available,0,5.0,4465,9,3,11137,26186,119,-603,49444,2031,0,398,21445,161.0,13499,9,1.0706483848477806,94438.0,10,Not_Available,600,2406,14627,0.5089337175792508,0.0,49929.0,4345,0,0,0,0.39071347678369195,64575,11.0,462.0,0,4458,19580,1352.0,0.0,128.0,0.07927519818799547,1,98,17004,9.785211267605634,0,Not_Available,0,0.0,6409,997,722,0,0.6153498871331828,0,9,9.815402038505097,307,10.0,0.48512665582151987,176,0,7.0,4316,Not_Available,1,2099,8769.0,5015,69863,0.0,360,628,0.0,21994,144,480,5.0,4,0,4.920724801812004,1624,583,2762,3477,9,17350,70,4.418912947414936E-4,49913,92,0,1558
42,180116,0,781,898,10,490,97551.60309131403,51382.895467349554,23.221512620468104,24853.572020044543,0.7007536536253002,7.80383472E7,1,1000,UNIFORM,0,242,2397,21429,10,0,749,4518.0,Not_Available,0,5.0,4243,9,7,13724,28551,135,-705,49013,2025,0,389,20673,161.0,16776,9,1.0805975049244911,95539.0,10,Not_Available,598,2417,20904,0.5348421679571174,0.0,49574.0,4445,0,0,0,0.3151447661469933,74873,10.0,477.0,0,4482,19489,1388.0,0.0,123.0,0.05011135857461024,1,99,16506,9.833546734955185,0,Not_Available,0,0.0,6341,657,722,0,0.6415787058283616,0,8,9.828507795100222,338,10.0,0.5022980958634274,190,35213,13.0,4371,Not_Available,1,2173,8681.0,5016,70982,0.0,425,634,0.0,20899,146,500,5.0,6,1,4.94988864142539,1604,594,2854,3477,9,16790,70,2.8698522026115655E-4,49562,87,0,1559
43,179990,0,848,895,18,505,94652.66724134078,50109.87188443396,20.342727272727274,24994.97186145251,0.697891502100856,8.0406368E7,1,1000,UNIFORM,0,249,2097,22000,10,0,749,4619.0,Not_Available,0,5.0,4343,9,9,13427,25295,127,-655,47912,1664,0,392,20980,154.0,15501,9,1.0666335465441221,92735.0,10,Not_Available,590,2103,18589,0.5134825014343086,0.0,48404.0,4385,0,0,0,0.2994413407821229,71524,18.0,491.0,0,4331,20025,1400.0,0.0,126.0,0.1005586592178771,1,106,17160,9.86438679245283,0,Not_Available,0,0.0,6294,970,722,0,0.6257722859664607,0,8,9.8268156424581,368,10.0,0.4862447991057567,183,12674,14.0,4281,Not_Available,1,2204,8656.0,4827,68063,0.0,354,553,0.0,21319,149,523,5.0,5,2,4.899441340782123,1635,597,2389,3477,9,17430,70,2.8376844494892167E-4,48384,66,0,3699
44,180086,0,847,937,15,479,94760.55686552828,50126.502763872486,27.887455223880597,25173.00906189968,0.7131935345651557,7.248489216E7,1,1000,UNIFORM,0,271,2473,21806,10,0,749,4787.0,Not_Available,0,5.0,4470,9,3,11316,23118,141,-592,47695,2177,0,397,20996,156.0,12618,9,1.0593639575971732,92736.0,10,Not_Available,724,2597,15540,0.5252242152466368,0.0,48250.0,4555,0,0,0,0.37886872998932764,75602,15.0,469.0,0,4304,19976,1416.0,0.0,131.0,0.13874066168623267,1,117,17482,9.766233766233766,0,Not_Available,0,0.0,6347,453,722,0,0.6281826163301142,0,8,9.82924226254002,273,10.0,0.4876325088339223,200,0,10.0,4115,Not_Available,1,2022,8837.0,4857,67830,0.0,295,641,0.0,21678,161,494,5.0,7,0,4.861259338313768,1625,702,2806,3477,9,17840,70,4.2140750105351877E-4,48231,55,0,2103
45,179990,0,738,816,14,448,102657.91764583332,55793.5401504065,33.316783730158726,25212.11718872549,0.7929608046059119,7.755458191304348E7,1,1000,UNIFORM,0,244,2823,21408,10,0,749,4756.0,Not_Available,0,5.0,4496,9,3,12714,30125,163,-630,53138,2616,0,413,21044,196.0,16454,9,1.0854515954570039,100123.0,10,Not_Available,599,3057,19517,0.525096525096525,0.0,53626.0,3995,0,0,0,0.32965686274509803,77581,14.0,441.0,0,4851,19492,1264.0,0.0,135.0,0.10416666666666667,1,104,15271,9.842818428184282,0,Not_Available,0,0.0,6543,1282,722,0,0.6339285714285714,0,8,9.8125,285,10.0,0.5187079010767491,205,0,7.0,4722,Not_Available,1,2219,8890.0,5495,75201,0.0,462,1096,0.0,21266,147,462,5.0,4,0,4.895833333333333,1608,602,3193,3477,9,15540,70,1.5683814303638644E-4,53618,112,0,5505
46,180037,0,849,913,20,465,95392.18206790798,50296.85595170789,15.60787049399199,25341.12743154436,0.670905990163147,6.751769913043478E7,1,1000,UNIFORM,0,268,1966,22377,10,0,749,4684.0,Not_Available,0,5.0,4385,9,3,10906,20972,138,-672,48255,1970,0,401,20129,166.0,12224,9,1.051790425932906,93753.0,10,Not_Available,607,2419,22436,0.518161180476731,0.0,48751.0,4470,0,0,0,0.2606790799561884,65777,20.0,456.0,0,4391,20605,1378.0,0.0,134.0,0.10405257393209201,1,115,17381,9.858657243816255,0,Not_Available,0,0.0,6555,595,722,0,0.6221628838451269,0,8,9.869660460021906,245,10.0,0.4707877874104787,205,51313,9.0,4277,Not_Available,1,2113,8891.0,4901,68723,0.0,298,583,0.0,20596,161,485,5.0,6,1,4.895947426067908,1592,608,2431,3477,9,17620,70,8.64304235090752E-4,48740,45,0,3099
47,180072,0,728,809,24,504,101937.4272657602,55458.503792582414,20.530109443099274,26613.779158220023,0.7284711456741501,8.377152448E7,1,1000,UNIFORM,0,256,3142,22323,10,0,749,4943.0,Not_Available,0,5.0,4645,9,6,13280,26256,157,-685,52716,2645,0,418,21964,172.0,15981,9,1.0625872640077703,99793.0,10,Not_Available,758,3136,15687,0.5263500325309044,0.0,53253.0,3975,0,0,0,0.3189122373300371,97201,24.0,496.0,0,4684,20551,1313.0,0.0,133.0,0.0865265760197775,1,110,15112,9.82967032967033,0,Not_Available,0,0.0,6706,1518,722,0,0.6474576271186441,0,8,9.834363411619282,279,10.0,0.4710738784677958,207,28174,8.0,4543,Not_Available,1,2108,9233.0,5288,73524,0.0,341,744,0.0,22315,155,528,5.0,2,1,4.913473423980222,1628,761,3601,3477,9,15370,70,3.0165912518853697E-4,53238,66,0,5382
48,180015,0,837,878,15,467,97124.69574829156,52620.958757467146,21.743481110605373,24921.433684510248,0.6840140652100716,7.039074466666667E7,1,1000,UNIFORM,0,252,2134,21868,10,0,749,4763.0,Not_Available,0,5.0,4479,9,1,13362,31674,137,-634,50131,2013,0,405,21121,167.0,17181,9,1.0615526558587056,95200.0,10,Not_Available,608,2422,22147,0.5119533527696793,0.0,50617.0,4330,0,0,0,0.2642369020501139,64892,15.0,461.0,0,4487,20117,1345.0,0.0,129.0,0.0683371298405467,1,111,16917,9.861409796893668,0,Not_Available,0,0.0,6556,564,722,0,0.6190259444697315,0,8,9.866742596810933,240,10.0,0.49064188743904047,197,13027,6.0,4370,Not_Available,1,2152,8908.0,5034,70551,0.0,339,659,0.0,21341,155,482,5.0,5,1,4.931662870159453,1610,610,2528,3477,9,17150,70,2.957267484844004E-4,50611,52,0,4463
49,179987,0,768,861,13,448,101668.76155284552,52944.660173177086,18.05981961722488,25637.08656794425,0.786615526005409,7.731044660869566E7,1,1000,UNIFORM,0,242,2512,22119,10,0,749,4887.0,Not_Available,0,5.0,4603,9,5,15497,28502,148,-649,50458,2924,0,417,21204,174.0,18081,9,1.075540562959686,99436.0,10,Not_Available,674,3353,18642,0.5285451197053407,0.0,51028.0,4225,0,0,0,0.3042973286875726,73457,13.0,438.0,0,4661,20197,1309.0,0.0,131.0,0.09291521486643438,1,105,16028,9.859375,0,Not_Available,0,0.0,6675,2941,722,0,0.6325358851674641,0,8,9.821138211382113,395,10.0,0.4996405463695183,188,11014,10.0,4520,Not_Available,1,2193,9113.0,5270,74080,0.0,311,680,0.0,21372,149,461,5.0,5,2,4.9070847851335655,1627,689,2934,3477,9,16290,70,6.076257025672186E-4,51001,101,0,7600
50,180058,0,917,987,14,504,89554.47230395136,47646.867641221375,22.663365400495458,23619.887753799394,0.5847478331466308,4.8987362333333336E7,1,1000,UNIFORM,0,286,1837,20956,10,0,749,4751.0,Not_Available,0,5.0,4446,9,2,11856,22256,148,-618,45622,1627,0,394,20926,171.0,13441,9,1.0337295834541413,88004.0,10,Not_Available,611,1954,19532,0.5183823529411765,0.0,46064.0,4885,0,0,0,0.22998986828774062,64380,14.0,499.0,0,4083,19494,1491.0,0.0,139.0,0.05065856129685917,1,127,18813,9.882224645583424,0,Not_Available,0,0.0,6425,427,722,0,0.6213872832369942,0,8,9.879432624113475,283,10.0,0.4982120421378177,197,0,5.0,3885,Not_Available,1,2090,8811.0,4570,64651,0.0,231,540,0.0,21492,171,518,5.0,3,0,4.949341438703141,1634,596,2155,3477,9,19040,70,1.3340448239060833E-4,46049,24,0,3801
51,180006,0,750,788,13,468,104718.69390482233,55065.03412933333,23.063744923229322,25708.49925888325,0.8235066331943006,8.249299269565217E7,1,1000,UNIFORM,0,244,2682,21934,10,0,749,4632.0,Not_Available,0,5.0,4372,9,3,17156,28387,153,-652,52360,2627,0,405,21121,192.0,20186,9,1.0863899156478058,102301.0,10,Not_Available,597,3262,14680,0.5123537061118335,0.0,52894.0,3865,0,0,0,0.26776649746192893,63264,13.0,460.0,0,4859,19687,1256.0,0.0,128.0,0.09517766497461928,1,99,15169,9.910666666666666,0,Not_Available,0,0.0,6509,1058,722,0,0.6285289747399703,0,8,9.817258883248732,252,10.0,0.5150926408567502,193,24588,8.0,4700,Not_Available,1,2305,8845.0,5477,76896,0.0,482,860,0.0,21158,142,481,5.0,5,2,4.904822335025381,1602,612,3193,3477,9,15380,70,6.332119677061897E-4,52871,135,0,3716
52,180041,0,887,864,14,493,97142.09132407408,49358.8146832018,16.852214791851196,24326.832475694446,0.6946939858175359,7.570478852173913E7,1,1000,UNIFORM,0,247,2210,21162,10,0,749,4420.0,Not_Available,0,5.0,4123,9,3,9659,24449,135,-623,46820,1794,0,384,20478,161.0,12042,9,1.0668401164591463,94978.0,10,Not_Available,592,2220,20263,0.4934323243860651,0.0,47351.0,4230,0,0,0,0.4201388888888889,59353,14.0,485.0,0,4426,19024,1357.0,0.0,127.0,0.10416666666666667,1,106,17142,9.75197294250282,0,Not_Available,0,0.0,6339,623,722,0,0.6071744906997343,0,8,9.828703703703704,255,10.0,0.5135352784488633,183,0,8.0,4329,Not_Available,1,2049,8688.0,4931,70958,0.0,379,645,0.0,21128,152,507,5.0,5,0,4.895833333333333,1621,597,2611,3477,9,17510,70,2.9278290147855365E-4,47342,71,0,2561
53,180020,0,863,943,17,518,92048.10910180275,48765.40221320973,17.650503630926952,23642.55631495228,0.6754581245640771,6.956277391304348E7,1,1000,UNIFORM,0,267,1835,20859,10,0,749,4644.0,Not_Available,0,5.0,4344,9,4,12021,29228,144,-659,46587,1634,0,386,20394,156.0,15360,9,1.0519177153191168,90290.0,10,Not_Available,584,2127,11779,0.5221483942414175,0.0,47076.0,4645,0,0,0,0.2767762460233298,58497,17.0,509.0,0,4217,19327,1461.0,0.0,131.0,0.07423117709437964,1,115,17796,9.85515643105446,0,Not_Available,0,0.0,6327,347,722,0,0.6313541221700129,0,8,9.852598091198303,238,10.0,0.4698214151156657,187,0,9.0,4086,Not_Available,1,2125,8658.0,4710,66910,0.0,273,611,0.0,20756,158,535,5.0,5,0,4.925768822905621,1610,582,2207,3477,9,18060,70,2.7159152634437803E-4,47066,44,0,1155
54,180007,0,906,947,13,511,91332.76571700105,47514.94083112582,19.507327303323517,23731.63067370644,0.6862688776438173,6.305034573913044E7,1,1000,UNIFORM,0,274,1803,21068,10,0,749,4682.0,Not_Available,0,5.0,4374,9,1,9952,21196,139,-627,45445,1579,0,396,21191,153.0,11717,9,1.045803416687299,89396.0,10,Not_Available,588,1976,23414,0.5110631408526713,0.0,45964.0,4710,0,0,0,0.2682154171066526,67475,13.0,506.0,0,4143,19458,1458.0,0.0,133.0,0.026399155227032733,1,118,18275,9.841059602649006,0,Not_Available,0,0.0,6457,497,722,0,0.6188472864955826,0,8,9.882787750791975,251,10.0,0.47652446571499296,187,0,5.0,4018,Not_Available,1,2050,8828.0,4631,65999,0.0,228,564,0.0,21878,160,524,5.0,4,0,4.973600844772967,1644,586,2103,3477,9,18530,70,2.7285129604365623E-4,45953,27,0,5203
55,180034,0,850,902,12,466,96419.88972727273,51084.46602,16.12606860986547,24529.37040354767,0.6639829560744709,8.553383266666667E7,1,1000,UNIFORM,0,258,2072,21498,10,0,749,4829.0,Not_Available,0,5.0,4531,9,3,12106,28071,130,-623,48813,1915,0,399,21597,167.0,14458,9,1.0634617913981324,94362.0,10,Not_Available,597,2293,16688,0.5148401826484018,0.0,49298.0,4435,0,0,0,0.3170731707317073,62401,12.0,459.0,0,4447,19803,1368.0,0.0,131.0,0.08314855875831485,1,110,17232,9.827058823529411,0,Not_Available,0,0.0,6426,421,722,0,0.6188340807174888,0,8,9.843680709534368,233,10.0,0.49881625674076024,189,6148,7.0,4279,Not_Available,1,2083,8793.0,4998,70126,0.0,334,665,0.0,22062,155,478,5.0,4,1,4.916851441241685,1633,571,2476,3477,9,17520,70,4.3655413271245633E-4,49288,67,0,2220
56,180077,0,842,815,12,454,101415.32510674847,54671.35360807601,18.29579651436646,25638.479825766874,0.7695392212066856,8.576567266666667E7,1,1000,UNIFORM,0,246,2714,21674,10,0,749,4569.0,Not_Available,0,5.0,4284,9,7,10432,25606,176,-544,51620,2082,0,398,21551,183.0,12739,9,1.078169790518192,98829.0,10,Not_Available,598,2602,19370,0.49185274592637296,0.0,52302.0,4000,0,0,0,0.39263803680981596,80743,12.0,441.0,0,4663,19849,1269.0,0.0,131.0,0.09202453987730061,1,106,16249,9.773159144893112,0,Not_Available,0,0.0,6411,757,722,0,0.6033914272256241,0,8,9.840490797546012,287,10.0,0.5220507166482911,214,0,13.0,4524,Not_Available,1,2120,8741.0,5258,73567,0.0,429,840,0.0,22085,153,466,5.0,6,0,4.9079754601226995,1594,611,3207,3477,9,16570,70,1.5664160401002505E-4,52292,112,0,2400
57,179995,0,778,800,25,445,104516.146155,57020.02140616967,33.47505029296875,26164.8455825,0.7829905954232913,8.177145669565217E7,1,1000,UNIFORM,0,228,2441,22606,10,0,749,4943.0,Not_Available,0,5.0,4662,9,7,12396,27134,161,-657,54213,1832,0,410,21304,175.0,15459,9,1.0847440798292212,102067.0,10,Not_Available,592,2389,16976,0.5069708491761724,0.0,54803.0,3920,0,0,0,0.335,64710,25.0,432.0,0,4874,20770,1245.0,0.0,125.0,0.1,1,103,15512,9.845758354755784,0,Not_Available,0,0.0,6504,1097,722,0,0.6201171875,0,8,9.815,268,10.0,0.48478379585960385,213,0,13.0,4692,Not_Available,1,2201,8818.0,5484,76207,0.0,436,725,0.0,21597,141,470,5.0,6,0,4.9,1582,580,2844,3477,9,15780,70,7.941550190597204E-4,54784,106,0,4238
58,180060,0,880,895,11,446,96823.14160558658,52267.36047613637,20.217051523297492,24881.359070391063,0.7131578274001423,7.171727033333333E7,1,1000,UNIFORM,0,265,2040,21867,10,0,749,4874.0,Not_Available,0,5.0,4594,9,5,16061,23286,152,-594,49998,1867,0,410,21743,167.0,17136,9,1.0593880389429764,95083.0,10,Not_Available,613,2248,15639,0.504225352112676,0.0,50588.0,4375,0,0,0,0.2201117318435754,58096,11.0,439.0,0,4472,20095,1341.0,0.0,132.0,0.11173184357541899,1,116,17552,9.930681818181819,0,Not_Available,0,0.0,6638,632,722,0,0.6057347670250897,0,8,9.846927374301677,259,10.0,0.49617524339360225,195,7298,7.0,4287,Not_Available,1,2236,9014.0,5041,70508,0.0,311,654,0.0,21975,161,457,5.0,2,1,4.888268156424581,1618,602,2402,3477,9,17750,70,0.0,50578,58,0,1172
