SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,RemoteUpdateTxPrepareServiceTime,AvgCommitAsync,LocalUpdateTxPrepareResponseTime,AvgGetsPerWrTransaction,AvgNumSyncSentCommitMsgs,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalRemoteLockContentions,LocalReadOnlyTxCommitResponseTime,AvgPutsPerWrTransaction,LocalReadOnlyTxLocalServiceTime,AvgNumNodesPrepare,NumAbortedTxDueToValidation,AvgLocalSuccessfulLockHoldTime,AvgLocalRemoteAbortLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgCommitRtt,RemoteGetServiceTime,AvgLockHoldTime,GMUClusteredGetCommandResponseTime,AvgLocalLockHoldTime,AvgNumAsyncSentCommitMsgs,NumOwnedRdItemsInRemotePrepare,LocalUpdateTxTotalResponseTime,AvgGetsPerROTransaction,LocalLocalLockContentions,LocalUpdateTxCommitServiceTime,LocalUpdateTxRemoteRollbackResponseTime,WaitedTimeInRemoteCommitQueue,PercentageSuccessWriteTransactions,LockContentionProbability,ReadOnlyTxTotalResponseTime,NumberOfRemotePuts,NumAbortedTxDueToNotLastValueAccessed,AvgCompleteNotificationAsync,AvgNumNodesCompleteNotification,NumOwnedRdItemsInLocalPrepare,TerminationCost,NumEarlyAborts,RemotelyDeadXact,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareRtt,UpdateXactToPrepare,WriteSkewProbability,GMUClusteredGetCommandServiceTime,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,RemoteRemoteLockContentions,AvgRollbackRtt,RemoteContentionProbability,LocalUpdateTxLocalServiceTime,LocalUpdateTxLocalRollbackResponseTime,AvgCommitCommandSize,LocalReadOnlyTxPrepareResponseTime,PercentageWriteTransactions,NumWaitedRemoteGets,AvgNumNodesRollback,AvgRemoteGetsPerWrTransaction,LocalUpdateTxLocalRollbackServiceTime,NumReadsBeforeWrite,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,WaitedTimeInLocalCommitQueue,NumLocalPrepareAborts,RemotePutExecutionTime,RemoteLocalLockContentions,AvgNumNodesRemoteGet,AvgClusteredGetCommandReplySize,LocalUpdateTxTotalCpuTime,RemoteGetResponseTime,LocalUpdateTxLocalResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,AvgRemoteLockHoldTime,RemoteUpdateTxCommitServiceTime,NumAbortedXacts,AvgNumPutsBySuccessfulLocalTx,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalUpdateTxRemoteRollbackServiceTime,LocalUpdateTxCommitResponseTime,AvgPrepareCommandSize,AvgNumNodesCommit,NumberOfGets,AvgRollbackCommandSize,LocalContentionProbability,AvgReadOnlyTxDuration,NumWaitedRemoteCommits,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
59,180051,0,870,889,15,493,94816.97400337458,50682.322844827584,20.089344508160565,23717.766028121485,0.6610964562611266,7.260903366666667E7,1,1000,UNIFORM,0,276,1956,20892,10,0,749,4815.0,Not_Available,0,5.0,4501,9,3,9834,27150,157,-593,48557,1918,0,411,21031,172.0,12443,9,1.0486432825943084,92884.0,10,Not_Available,610,2345,12573,0.5054007959067652,0.0,49142.0,4380,0,0,0,0.3194600674915636,76423,15.0,489.0,0,4376,19253,1382.0,0.0,134.0,0.07311586051743532,1,120,17306,9.806896551724138,0,Not_Available,0,0.0,6664,907,722,0,0.6162329069254522,0,8,9.869516310461192,276,10.0,0.4913964262078094,203,0,4.0,4153,Not_Available,1,2006,9041.0,4943,69438,0.0,260,620,0.0,21722,165,508,5.0,1,0,4.926884139482564,1626,607,2298,3477,9,17590,70,1.438021282714984E-4,49126,30,0,4527
60,180043,0,799,801,13,459,104288.9720124844,54845.196978723405,15.99571862934363,26125.055528089888,0.7215385846589148,7.479081982608695E7,1,1000,UNIFORM,0,242,3160,21856,10,0,749,4734.0,Not_Available,0,5.0,4465,9,5,15979,27329,140,-618,52210,2580,0,414,21713,190.0,17956,9,1.077487128815851,101675.0,10,Not_Available,780,3082,17587,0.500625,0.0,52869.0,3885,0,0,0,0.32209737827715357,109171,13.0,449.0,0,4788,19974,1260.0,0.0,132.0,0.149812734082397,1,104,15741,9.893617021276595,0,Not_Available,0,0.0,6738,977,722,0,0.6143822393822393,0,8,9.782771535580524,330,10.0,0.4909251651151906,196,0,10.0,4657,Not_Available,1,2253,9316.0,5395,75909,0.0,446,794,0.0,21892,149,472,5.0,5,0,4.850187265917603,1659,762,3612,3477,9,16000,70,4.737091425864519E-4,52776,106,0,1908
61,180019,0,1112,1112,8,521,78971.00705575538,42104.03722032374,14.113760988013077,21161.3741852518,0.3974749432119524,4.0344001333333336E7,1,1000,UNIFORM,0,0,1352,19150,10,0,749,4918.0,Not_Available,0,5.0,4538,9,0,0,0,0,-535,40398,1235,0,404,0,0.0,0,9,0.0,77656.0,10,Not_Available,643,1488,0,0.5,0.0,40885.0,5560,0,0,0,0.0,40630,8.0,521.0,0,3569,17850,1633.0,0.0,0.0,0.0,1,0,22240,10.0,0,Not_Available,0,0.0,6773,222,722,0,0.596077006901562,0,9,10.0,228,10.0,0.0,0,0,0.0,3353,Not_Available,1,0,9332.0,3972,56729,0.0,0,0,0.0,0,0,529,5.0,0,0,5.0,1765,633,1579,3477,9,22240,70,0.0,40877,0,0,0
62,179991,0,1068,1107,12,520,80749.6843604336,42935.90795224719,12.384511636497967,21278.350880758808,0.4597648277965693,4.1082962782608695E7,1,1000,UNIFORM,0,0,1360,19274,10,0,749,5017.0,Not_Available,0,5.0,4645,9,0,0,0,0,-549,41283,1242,0,413,0,0.0,0,9,0.0,79397.0,10,Not_Available,644,1509,0,0.5089655172413793,0.0,41736.0,5535,0,0,0,0.0,40689,12.0,520.0,0,3662,17984,1627.0,0.0,0.0,0.0,1,0,21750,10.0,0,Not_Available,0,0.0,6896,190,722,0,0.6054673069818988,0,9,10.0,195,10.0,0.0,0,0,0.0,3389,Not_Available,1,0,9421.0,4094,58345,0.0,0,0,0.0,0,0,532,5.0,0,0,5.0,1733,640,1589,3477,9,21750,70,0.0,41727,0,0,0
63,180024,0,994,1148,21,564,78578.66477090593,41938.06897183099,13.481222222222222,21161.04755836237,0.4282457847748957,5.8568498666666664E7,1,1000,UNIFORM,0,0,1301,19227,10,0,749,4833.0,Not_Available,0,5.0,4451,9,0,0,0,0,-578,40216,1179,0,394,0,0.0,0,9,0.0,77300.0,10,Not_Available,622,1454,0,0.5359477124183006,0.0,40685.0,5740,0,0,0,0.0,44114,21.0,564.0,0,3563,17979,1712.0,0.0,0.0,0.0,1,0,21420,10.0,0,Not_Available,0,0.0,6471,189,722,0,0.6354968830216355,0,8,10.0,195,10.0,0.0,0,0,0.0,3277,Not_Available,1,0,8964.0,3989,56365,0.0,0,0,0.0,0,0,585,5.0,0,0,5.0,1723,631,1521,3477,9,21420,70,0.0,40677,0,0,0
64,179992,0,1121,1131,14,534,77848.50195490716,41591.68899375558,13.694801428571429,21109.40222723254,0.45935822578832164,5.688187373913044E7,1,1000,UNIFORM,0,0,1311,19157,10,0,749,5008.0,Not_Available,0,5.0,4628,9,0,0,0,0,-540,39970,1252,0,397,0,0.0,0,9,0.0,76611.0,10,Not_Available,629,1524,0,0.5022202486678508,0.0,40416.0,5655,0,0,0,0.0,39741,14.0,534.0,0,3528,17937,1665.0,0.0,0.0,0.0,1,0,22520,10.0,0,Not_Available,0,0.0,6414,193,722,0,0.5996428571428571,0,8,10.0,192,10.0,0.0,0,0,0.0,3313,Not_Available,1,0,8900.0,3926,55733,0.0,0,0,0.0,0,0,548,5.0,0,0,5.0,1709,647,1541,3477,9,22520,70,0.0,40408,0,0,0
65,179993,0,1102,1133,17,526,78516.78067696381,40781.65250362977,12.674636789056876,20876.01747749338,0.4224590139983179,4.527110191304348E7,1,1000,UNIFORM,0,0,1264,18971,10,0,749,4944.0,Not_Available,0,5.0,4571,9,0,0,0,0,-526,39133,1183,0,400,0,0.0,0,9,0.0,77279.0,10,Not_Available,611,1456,0,0.5069351230425055,0.0,39584.0,5665,0,0,0,0.0,38487,17.0,526.0,0,3557,17734,1659.0,0.0,0.0,0.0,1,0,22350,10.0,0,Not_Available,0,0.0,6489,189,722,0,0.6033117350611951,0,9,10.0,196,10.0,0.0,0,0,0.0,3293,Not_Available,1,0,8949.0,3981,56629,0.0,0,0,0.0,0,0,543,5.0,0,0,5.0,1702,631,1486,3477,9,22350,70,0.0,39576,0,0,0
66,180013,0,1052,1121,17,548,78090.40577609277,41519.85434410647,15.1568188458729,21009.91905530776,0.3447716843669842,4.8157832347826086E7,1,1000,UNIFORM,0,0,1267,19095,10,0,749,4886.0,Not_Available,0,5.0,4507,9,0,0,0,0,-549,39755,1232,0,400,0,0.0,0,9,0.0,76836.0,10,Not_Available,621,1487,0,0.5158766682006443,0.0,40198.0,5605,0,0,0,0.0,39091,17.0,548.0,0,3588,17842,1669.0,0.0,0.0,0.0,1,0,21730,10.0,0,Not_Available,0,0.0,6489,209,722,0,0.6157779401022644,0,9,10.0,206,10.0,0.0,0,0,0.0,3289,Not_Available,1,0,8974.0,4016,56052,0.0,0,0,0.0,0,0,565,5.0,0,0,5.0,1715,644,1506,3477,9,21730,70,0.0,40189,0,0,0
67,180005,0,1129,1088,15,525,79200.2883639706,41536.79369264836,14.339938701487124,21049.91410202206,0.38194068297951234,4.226949704347826E7,1,1000,UNIFORM,0,0,1374,19036,10,0,749,5035.0,Not_Available,0,5.0,4659,9,0,0,0,0,-525,39894,1289,0,409,0,0.0,0,9,0.0,77833.0,10,Not_Available,632,1620,0,0.4907532701849346,0.0,40367.0,5440,0,0,0,0.0,36707,15.0,525.0,0,3613,17743,1613.0,0.0,0.0,0.0,1,0,22170,10.0,0,Not_Available,0,0.0,6736,196,722,0,0.5904969169387014,0,9,10.0,202,10.0,0.0,0,0,0.0,3374,Not_Available,1,0,9240.0,4029,57018,0.0,0,0,0.0,0,0,540,5.0,0,0,5.0,1724,644,1588,3477,9,22170,70,0.0,40358,0,0,0
68,180007,0,1074,1085,12,513,81336.40988847926,43211.72302327747,13.484716467958272,21136.519923502303,0.4285475120249167,5.1748109217391305E7,1,1000,UNIFORM,0,0,1409,19058,10,0,749,5014.0,Not_Available,0,5.0,4634,9,0,0,0,0,-557,41598,1310,0,411,0,0.0,0,9,0.0,80093.0,10,Not_Available,637,1598,0,0.5025474756831867,0.0,42062.0,5425,0,0,0,0.0,39343,12.0,513.0,0,3712,17771,1598.0,0.0,0.0,0.0,1,0,21590,10.0,0,Not_Available,0,0.0,6897,209,722,0,0.5998509687034277,0,9,10.0,193,10.0,0.0,0,0,0.0,3432,Not_Available,1,0,9411.0,4146,59192,0.0,0,0,0.0,0,0,525,5.0,0,0,5.0,1731,637,1632,3477,9,21590,70,0.0,42053,0,0,0
69,180011,0,1107,1111,13,500,79849.7779549955,42377.22383830172,15.84336213841084,21346.503780378036,0.35219712120833835,4.4414992666666664E7,1,1000,UNIFORM,0,0,1430,19285,10,0,749,4952.0,Not_Available,0,5.0,4582,9,0,0,0,0,-523,40733,1294,0,408,0,0.0,0,9,0.0,78524.0,10,Not_Available,632,1599,0,0.5009017132551848,0.0,41219.0,5555,0,0,0,0.0,43955,13.0,500.0,0,3638,18101,1611.0,0.0,0.0,0.0,1,0,22180,10.0,0,Not_Available,0,0.0,6812,219,722,0,0.5946539729036983,0,9,10.0,220,10.0,0.0,0,0,0.0,3334,Not_Available,1,0,9306.0,4071,57407,0.0,0,0,0.0,0,0,513,5.0,0,0,5.0,1713,642,1650,3477,9,22180,70,0.0,41198,0,0,0
70,180027,0,1081,1088,21,492,81331.49140257352,42331.95913691026,14.062508575689785,21868.19428033088,0.34167073014056376,5.5170603333333336E7,1,1000,UNIFORM,0,0,1322,19923,10,0,749,5171.0,Not_Available,0,5.0,4791,9,0,0,0,0,-537,40684,1313,0,422,0,0.0,0,9,0.0,80064.0,10,Not_Available,608,1612,0,0.5016136468418626,0.0,41144.0,5440,0,0,0,0.0,44748,21.0,492.0,0,3693,18607,1580.0,0.0,0.0,0.0,1,0,21690,10.0,0,Not_Available,0,0.0,6761,220,722,0,0.5969425801640567,0,8,10.0,226,10.0,0.0,0,0,0.0,3428,Not_Available,1,0,9243.0,4131,58423,0.0,0,0,0.0,0,0,513,5.0,0,0,5.0,1730,663,1534,3477,9,21690,70,0.0,41124,0,0,0
71,180035,0,1104,1066,16,538,80163.083630394,42664.90259873188,13.291136930983846,21373.095256097564,0.3184652710901544,5.0560927E7,1,1000,UNIFORM,0,0,1367,19363,10,0,749,5033.0,Not_Available,0,5.0,4650,9,0,0,0,0,-523,41031,1307,0,412,0,0.0,0,9,0.0,78821.0,10,Not_Available,634,1606,0,0.4912442396313364,0.0,41509.0,5330,0,0,0,0.0,42978,16.0,538.0,0,3628,18085,1604.0,0.0,0.0,0.0,1,0,21700,10.0,0,Not_Available,0,0.0,6765,213,722,0,0.5947136563876652,0,8,10.0,214,10.0,0.0,0,0,0.0,3352,Not_Available,1,0,9273.0,4059,57680,0.0,0,0,0.0,0,0,554,5.0,0,0,5.0,1726,659,1585,3477,9,21700,70,0.0,41500,0,0,0
72,180056,0,1117,1086,12,548,80177.78060497237,40566.33758549686,13.970047050307636,21704.790776243095,0.36645868171535145,4.3717801E7,1,1000,UNIFORM,0,0,1331,19728,10,0,749,4796.0,Not_Available,0,5.0,4417,9,0,0,0,0,-534,38924,1330,0,399,0,0.0,0,9,0.0,78890.0,10,Not_Available,630,1600,0,0.4929641398093509,0.0,39366.0,5430,0,0,0,0.0,39128,12.0,548.0,0,3569,18526,1634.0,0.0,0.0,0.0,1,0,22030,10.0,0,Not_Available,0,0.0,6569,202,722,0,0.5957292797683678,0,9,10.0,204,10.0,0.0,0,0,0.0,3345,Not_Available,1,0,9077.0,3971,57426,0.0,0,0,0.0,0,0,560,5.0,0,0,5.0,1732,670,1549,3477,9,22030,70,0.0,39357,0,0,0
73,180026,0,1054,1121,9,531,79313.75097234611,41822.519028463,12.537525598526702,21341.297507582516,0.45409272148183866,3.845709530434783E7,1,1000,UNIFORM,0,0,1329,19391,10,0,749,5062.0,Not_Available,0,5.0,4688,9,0,0,0,0,-527,40134,1357,0,413,0,0.0,0,9,0.0,78072.0,10,Not_Available,634,1606,0,0.5154022988505748,0.0,40615.0,5605,0,0,0,0.0,41971,9.0,531.0,0,3578,18144,1652.0,0.0,0.0,0.0,1,0,21750,10.0,0,Not_Available,0,0.0,6726,222,722,0,0.6117863720073665,0,9,10.0,229,10.0,0.0,0,0,0.0,3284,Not_Available,1,0,9207.0,4025,56949,0.0,0,0,0.0,0,0,540,5.0,0,0,5.0,1703,645,1554,3477,9,21750,70,0.0,40607,0,0,0
74,180025,0,1099,1138,14,528,78678.84447627416,41560.067650591445,14.752410939186758,20971.893981546575,0.379920911570844,4.8457158E7,1,1000,UNIFORM,0,0,1360,18957,10,0,749,4775.0,Not_Available,0,5.0,4398,9,0,0,0,0,-508,39958,1246,0,400,0,0.0,0,9,0.0,77418.0,10,Not_Available,626,1502,0,0.5087170317389361,0.0,40400.0,5690,0,0,0,0.0,39352,14.0,528.0,0,3548,17724,1666.0,0.0,0.0,0.0,1,0,22370,10.0,0,Not_Available,0,0.0,6662,241,722,0,0.6045340050377834,0,9,10.0,242,10.0,0.0,0,0,0.0,3218,Not_Available,1,0,9169.0,3988,56674,0.0,0,0,0.0,0,0,542,5.0,0,0,5.0,1731,627,1593,3477,9,22370,70,0.0,40391,0,0,0
75,179994,0,1117,1102,18,533,78479.49492921961,41127.60080931065,18.128854151624548,21331.697869328495,0.48512593959359557,5.332102086956522E7,1,1000,UNIFORM,0,0,1354,19342,10,0,749,4766.0,Not_Available,0,5.0,4394,9,0,0,0,0,-528,39493,1225,0,393,0,0.0,0,9,0.0,77212.0,10,Not_Available,623,1494,0,0.49662009914375843,0.0,39943.0,5510,0,0,0,0.0,38684,18.0,533.0,0,3576,18114,1635.0,0.0,0.0,0.0,1,0,22190,10.0,0,Not_Available,0,0.0,6449,175,722,0,0.5967509025270759,0,8,10.0,167,10.0,0.0,0,0,0.0,3285,Not_Available,1,0,8931.0,3990,56098,0.0,0,0,0.0,0,0,551,5.0,0,0,5.0,1714,646,1591,3477,9,22190,70,0.0,39934,0,0,0
76,180017,0,1094,1120,16,528,78685.29736517857,41516.869493601465,14.368128716461204,21286.212502678572,0.41638253853463053,5.0302026666666664E7,1,1000,UNIFORM,0,0,1348,19315,10,0,749,4903.0,Not_Available,0,5.0,4518,9,0,0,0,0,-544,39854,1214,0,396,0,0.0,0,9,0.0,77418.0,10,Not_Available,633,1476,0,0.5058717253839206,0.0,40333.0,5600,0,0,0,0.0,37854,16.0,528.0,0,3568,18095,1648.0,0.0,0.0,0.0,1,0,22140,10.0,0,Not_Available,0,0.0,6505,232,722,0,0.6033357505438723,0,8,10.0,222,10.0,0.0,0,0,0.0,3310,Not_Available,1,0,9001.0,3980,56350,0.0,0,0,0.0,0,0,544,5.0,0,0,5.0,1716,638,1575,3477,9,22140,70,0.0,40324,0,0,0
77,180030,0,1094,1126,15,551,77038.23730106572,42101.87367550274,12.829194185211772,20781.67030017762,0.4302650278917327,5.1198682666666664E7,1,1000,UNIFORM,0,0,1316,18817,10,0,749,4956.0,Not_Available,0,5.0,4575,9,0,0,0,0,-530,40422,1279,0,403,0,0.0,0,9,0.0,75797.0,10,Not_Available,630,1568,0,0.5072072072072072,0.0,40868.0,5630,0,0,0,0.0,37110,15.0,551.0,0,3545,17563,1677.0,0.0,0.0,0.0,1,0,22200,10.0,0,Not_Available,0,0.0,6546,194,722,0,0.6073223259152908,0,8,10.0,202,10.0,0.0,0,0,0.0,3269,Not_Available,1,0,9049.0,3966,55244,0.0,0,0,0.0,0,0,566,5.0,0,0,5.0,1722,642,1536,3477,9,22200,70,0.0,40860,0,0,0
78,180029,0,1051,1091,9,542,79761.40762144822,41972.19961750714,13.479910880059412,21343.076245646196,0.42310269587069727,3.7714429666666664E7,1,1000,UNIFORM,0,0,1288,19432,10,0,749,5051.0,Not_Available,0,5.0,4668,9,0,0,0,0,-559,40320,1191,0,411,0,0.0,0,9,0.0,78471.0,10,Not_Available,624,1509,0,0.5093370681605975,0.0,40776.0,5455,0,0,0,0.0,39320,9.0,542.0,0,3618,18165,1633.0,0.0,0.0,0.0,1,0,21420,10.0,0,Not_Available,0,0.0,6751,272,722,0,0.6097289268473821,0,9,10.0,262,10.0,0.0,0,0,0.0,3372,Not_Available,1,0,9238.0,4039,57360,0.0,0,0,0.0,0,0,551,5.0,0,0,5.0,1714,632,1495,3477,9,21420,70,0.0,40765,0,0,0
79,180018,0,1042,1132,22,536,78661.74248498233,41865.00839731286,11.260164348462665,21377.91026590106,0.44962811393586144,4.8831703333333336E7,1,1000,UNIFORM,0,0,1345,19390,10,0,749,4863.0,Not_Available,0,5.0,4485,9,0,0,0,0,-556,40251,1248,0,401,0,0.0,0,9,0.0,77414.0,10,Not_Available,641,1535,0,0.5206991720331187,0.0,40691.0,5660,0,0,0,0.0,40796,22.0,536.0,0,3566,18187,1668.0,0.0,0.0,0.0,1,0,21740,10.0,0,Not_Available,0,0.0,6641,219,722,0,0.6185944363103953,0,8,10.0,217,10.0,0.0,0,0,0.0,3318,Not_Available,1,0,9163.0,3989,56279,0.0,0,0,0.0,0,0,558,5.0,0,0,5.0,1732,651,1562,3477,9,21740,70,0.0,40682,0,0,0
