SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,NumAbortedTxDueToReadLock,AvgRollbackRtt,RemoteUpdateTxPrepareServiceTime,RemoteContentionProbability,LocalUpdateTxPrepareResponseTime,AvgCommitAsync,LocalUpdateTxLocalServiceTime,AvgGetsPerWrTransaction,LocalUpdateTxLocalRollbackResponseTime,AvgNumSyncSentCommitMsgs,AvgCommitCommandSize,AvgClusteredGetCommandSize,ReadOnlyTxTotalCpuTime,LocalReadOnlyTxCommitResponseTime,LocalReadOnlyTxPrepareResponseTime,AvgPutsPerWrTransaction,PercentageWriteTransactions,NumAbortedTxDueToValidation,LocalReadOnlyTxLocalServiceTime,AvgNumNodesPrepare,NumWaitedRemoteGets,AvgLocalRemoteAbortLockHoldTime,AvgLocalSuccessfulLockHoldTime,RemoteUpdateTxRollbackResponseTime,AvgNumNodesRollback,AvgLocalGetTime,LocalReadOnlyTxLocalResponseTime,AvgRollbackAsync,AvgRemoteGetsPerWrTransaction,AvgCommitRtt,NumReadsBeforeWrite,LocalUpdateTxLocalRollbackServiceTime,AvgLockHoldTime,RemoteGetServiceTime,NumOwnedWrItemsInRemotePrepare,RemoteUpdateTxCommitResponseTime,GMUClusteredGetCommandResponseTime,WaitedTimeInLocalCommitQueue,RemotePutExecutionTime,AvgLocalLockHoldTime,AvgClusteredGetCommandReplySize,AvgNumNodesRemoteGet,NumOwnedRdItemsInRemotePrepare,AvgNumAsyncSentCommitMsgs,AvgGetsPerROTransaction,LocalUpdateTxTotalResponseTime,LocalUpdateTxTotalCpuTime,LocalUpdateTxLocalResponseTime,RemoteGetResponseTime,GMUClusteredGetCommandWaitingTime,NumKilledTxDueToValidation,LocalUpdateTxCommitServiceTime,RemoteUpdateTxPrepareResponseTime,ApplicationContentionFactor,PercentageSuccessWriteTransactions,WaitedTimeInRemoteCommitQueue,LocalUpdateTxRemoteRollbackResponseTime,LockContentionProbability,AvgRemoteLockHoldTime,ReadOnlyTxTotalResponseTime,NumAbortedXacts,RemoteUpdateTxCommitServiceTime,NumberOfRemotePuts,AvgNumPutsBySuccessfulLocalTx,AvgNumNodesCompleteNotification,AvgCompleteNotificationAsync,NumAbortedTxDueToNotLastValueAccessed,NumOwnedRdItemsInLocalPrepare,NumAbortedTxDueToWriteLock,NumWaitedLocalCommits,TerminationCost,RemotelyDeadXact,AvgRemotePutsPerWrTransaction,LocalUpdateTxPrepareServiceTime,LocalReadOnlyTxPrepareServiceTime,AvgRemoteGetRtt,AvgPrepareCommandSize,LocalUpdateTxCommitResponseTime,LocalUpdateTxRemoteRollbackServiceTime,AvgPrepareRtt,AvgNumNodesCommit,NumberOfGets,UpdateXactToPrepare,AvgRollbackCommandSize,WriteSkewProbability,LocalContentionProbability,GMUClusteredGetCommandServiceTime,AvgReadOnlyTxDuration,NumOwnedWrItemsInLocalPrepare,ReplicationDegree,RemoteUpdateTxRollbackServiceTime,NumberOfRemoteGets,NumWaitedRemoteCommits,AvgRemoteGetsPerROTransaction,LocalReadOnlyTxCommitServiceTime,AvgPrepareAsync,AvgLocalLocalAbortLockHoldTime
0,180247,0,184,179,0,263,294436.55797765363,259292.22177173913,22.708067092651756,36851.18876536313,0.6704049777817934,5.6631648E7,1,1000,UNIFORM,0,0,326,0.0,29682,5898,24160,100,7345,0,322,345,25439.0,0,0,10.0,0.7060702875399361,10,24677,28,0,44709,17145,122,28,121,256134,5594,97.11173184357541,0,100.0,1774,27893,229,0.2571501315454468,148,84.0,0,62,27310,953,1,2.728167699227701,27,100,292483.0,28764.0,255907,2620,0.0,223,1436,611,0.0,0.4931129476584022,3204,5964,0.0,27948,257248.0,263,137,1750,10.0,0,0,0,6.100558659217877,2,0,152941,251.0,9.776536312849162,2970,0,2505,6244,6476,1458,26550,28,36300,442.0,70,0.0,4.5248868778280545E-4,77.0,257239,0.22346368715083798,1,103,35152,2,96.57065217391305,0,0,8968
1,180177,0,176,187,0,284,283308.6580160428,263463.66336363635,19.27871251931994,39923.177871657754,0.7232716277308975,6.009988256E7,1,1000,UNIFORM,0,0,349,0.0,33566,5287,22466,100,4344,0,322,345,25393.0,0,0,10.0,0.7279752704791345,10,24660,28,0,35366,18709,104,28,112,260344,5006,96.98930481283422,0,100.0,1251,27885,219,0.29136842105263155,152,84.0,0,67,25530,1004,1,2.9794474393530996,28,100,281717.0,27072.0,242017,2533,0.0,271,1407,662,0.0,0.5151515151515151,0,5496,0.0,28080,261510.0,284,130,1780,10.0,0,0,0,5.2032085561497325,1,0,156480,273.0,9.518716577540108,3012,0,2423,6243,5720,1365,31008,28,36300,471.0,70,0.0,0.0,72.0,261502,0.48128342245989303,1,98,35287,0,97.44318181818181,0,0,5805
2,180091,0,192,159,0,284,280792.65496855346,269277.224203125,24.467891338582678,31892.589213836476,0.6484689154956823,5.765021536E7,1,1000,UNIFORM,0,0,334,0.0,25964,4984,22817,100,4234,0,322,345,27834.0,0,0,10.0,0.6976377952755906,6,27053,28,0,37725,12681,111,28,123,266042,5023,97.39622641509433,0,100.0,1166,27455,230,0.22522135304736526,158,79.0,0,63,23339,908,1,2.550128976784179,27,100,278763.0,27295.0,247102,2595,0.0,188,1365,598,0.0,0.452991452991453,7426,5478,0.0,27864,267188.0,284,135,1560,10.0,0,0,0,5.855345911949685,1,0,156635,277.0,9.81132075471698,2922,0,2474,6245,5414,1398,23557,28,35100,443.0,70,0.0,2.257336343115124E-4,74.0,267168,0.18867924528301888,1,101,34120,1,97.05208333333333,0,0,5495
3,180196,0,163,169,0,289,299948.8067869822,260113.6613006135,33.221080515297906,42196.54787573964,0.7117945422073998,7.196634048E7,1,1000,UNIFORM,0,0,330,0.0,35216,5754,24090,100,6331,0,322,345,25340.0,0,0,10.0,0.7375201288244766,12,24613,28,0,36100,20828,113,28,115,257253,5155,96.01775147928994,0,100.0,1011,27973,230,0.2994308339519921,167,83.0,0,60,26823,931,1,3.4117792625587726,27,100,297966.0,28782.0,256037,2650,0.0,288,1410,682,0.0,0.5090361445783133,3927,5496,0.0,28069,258344.0,289,137,1590,10.0,0,0,0,6.739644970414201,7,0,218927,270.0,9.408284023668639,3082,0,2531,6244,6220,1378,32496,28,33200,458.0,70,0.0,4.366812227074236E-4,72.0,258332,0.591715976331361,1,102,32016,1,96.86503067484662,0,0,7725
4,180047,0,177,177,0,273,283327.7733615819,269562.07956497173,27.71051196172249,33239.135276836154,0.6899768543614377,6.2780060333333336E7,1,1000,UNIFORM,0,0,338,0.0,26749,5275,23896,100,5174,0,322,345,27187.0,0,0,10.0,0.7177033492822966,10,26425,28,0,39523,18209,114,28,116,266005,4834,96.20338983050847,0,100.0,1189,27397,232,0.3477544293366296,159,84.0,0,60,26972,1013,1,3.510589204779563,27,100,281315.0,28308.0,248394,2638,0.0,273,1191,671,0.0,0.5,11985,5233,0.0,27432,267282.0,273,136,1720,10.0,0,0,0,6.491525423728813,4,0,161147,259.0,9.717514124293785,3022,0,2509,6244,5755,1161,23704,28,35400,450.0,70,0.0,4.4444444444444447E-4,74.0,267266,0.2824858757062147,1,101,34186,6,96.93785310734464,0,0,6568
5,180168,0,185,199,0,267,285469.1666130653,255375.1782162162,18.192921658986176,35854.0528040201,0.6594340831890807,6.239950432E7,1,1000,UNIFORM,0,0,312,0.0,29341,5553,22848,100,4325,0,322,345,24018.0,0,0,10.0,0.7158218125960062,6,23286,28,0,33950,19245,98,28,98,252104,4909,96.88442211055276,0,100.0,1142,25597,209,0.2887247988052767,137,69.0,0,60,25103,987,1,3.1405459221770515,27,100,283748.0,27465.0,248156,2527,0.0,198,1429,565,0.0,0.5182291666666666,14393,5316,0.0,25641,253475.0,267,122,1920,10.0,0,0,0,5.623115577889447,4,0,143343,257.0,9.64824120603015,3002,0,2425,6245,5975,1380,26671,28,38400,466.0,70,0.0,4.2918454935622315E-4,65.0,253454,0.35175879396984927,1,91,37229,2,97.02162162162162,0,0,6374
6,180017,0,165,180,0,286,286035.1144388889,267464.59238181816,26.960213946117275,32826.467127777774,0.7175487992144923,7.995443366666667E7,1,1000,UNIFORM,0,0,355,0.0,27150,4718,22666,100,3711,0,322,345,23825.0,0,0,10.0,0.7385103011093502,16,23085,28,0,34588,18115,109,28,130,264210,4177,96.00555555555556,0,100.0,850,25927,217,0.37726604605585495,143,84.0,0,65,25046,989,1,4.119996732560039,28,100,284054.0,26931.0,251462,2649,0.0,356,1088,745,0.0,0.5217391304347826,5014,4672,0.0,26002,265445.0,286,129,1720,10.0,0,0,0,6.783333333333333,6,0,163262,264.0,9.555555555555555,2988,0,2531,6244,5119,1055,23798,28,34500,466.0,70,0.0,4.2918454935622315E-4,70.0,265431,0.4444444444444444,1,95,33211,5,96.54545454545455,0,0,6412
7,180142,0,189,202,0,269,275939.5863019802,254185.71419047617,32.13005909090909,30940.15563861386,0.6351675163798347,4.862090592E7,1,1000,UNIFORM,0,0,311,0.0,24722,4895,22724,100,5183,0,322,345,24640.0,0,0,10.0,0.7136363636363636,6,23895,28,0,37122,15784,106,28,109,250981,4734,97.01485148514851,0,100.0,1372,25084,213,0.2655840311257718,168,76.0,0,60,23484,979,1,2.8660238518142602,27,100,274004.0,27386.0,243294,2494,0.0,242,1456,559,0.0,0.5166240409207161,4529,5085,0.0,25230,252209.0,269,132,1890,10.0,0,0,0,5.579207920792079,4,0,120195,259.0,9.356435643564357,3012,0,2394,6244,5653,1382,22478,28,39100,471.0,70,0.0,6.369426751592356E-4,70.0,252200,0.6435643564356436,1,99,37903,2,96.85714285714286,0,0,5747
8,180066,0,201,208,0,270,267218.43515384616,245539.85162686568,17.292107511045653,32447.519076923076,0.6415383411257688,6.188526E7,1,1000,UNIFORM,0,0,306,0.0,26451,5184,22005,100,4637,0,322,345,22334.0,0,0,10.0,0.7039764359351989,8,21608,28,0,33390,13745,95,28,100,242715,4464,97.76442307692308,0,100.0,1266,27743,202,0.20085582045236225,130,69.0,0,58,20788,919,1,2.4765522661776265,27,100,265514.0,26507.0,233272,2427,0.0,179,1391,494,0.0,0.508557457212714,0,4914,0.0,28429,244172.0,270,120,2060,10.0,0,0,0,4.846153846153846,2,0,118103,260.0,9.903846153846153,2935,0,2336,6244,5467,1347,23878,28,40900,478.0,70,0.0,2.0920502092050208E-4,66.0,244163,0.09615384615384616,1,93,39848,0,97.07960199004975,0,0,5844
9,180226,0,169,189,0,298,289917.44494708994,250605.6055976331,18.67121493902439,35814.166703703704,0.6655154103550629,7.691783264E7,1,1000,UNIFORM,0,0,312,0.0,29149,5500,22831,100,3494,0,322,345,22345.0,0,0,10.0,0.7423780487804879,11,21608,28,0,33012,17050,95,28,108,247182,4897,96.12169312169313,0,100.0,1034,26894,203,0.3411725736999006,141,72.0,0,74,23112,958,1,3.6735674064259687,27,100,288068.0,27516.0,252522,2544,0.0,351,1417,562,0.0,0.5279329608938548,28867,5361,0.0,27257,248417.0,298,124,1790,10.0,0,0,0,7.560846560846561,7,0,168990,280.0,9.470899470899472,3074,0,2446,6244,5955,1346,26061,28,35800,487.0,70,0.0,8.213552361396304E-4,61.0,248402,0.5291005291005291,1,90,34291,3,95.40828402366864,0,0,4285
