ReplicationDegree;Numkeys;NumWrites;NumThread;NumNodes;WriteXactPercentage;NumReadsPerROXact;NumReadsPerWrXact;NumPutsPerWrXact;Warehouses;Parallelism;CPU;Memory;Throughput;WriteThroughput;ReadThroughput;EarlyAborts;LocalPrepareAborts;RemotePrepareAborts;WriteCommitProbability;TotalCommitProbability;Locality;NodesInCommit;RemoteNodesInCommit;RemoteReadsInROXact;RemoteReadsInWrXact;LockHoldTime;LocalLockHoldTime;LocalSuccessfulLockHoldTime;LocalLocalAbortLockHoldTime;LocalRemoteAbortLockHoldTime;RemoteLockHoldTime;PrepareRtt;CommitAsyncNet;RollbackAsyncNet;RemoteGetRtt;NumReadsAfterFirstWrite;PrepareMessageSize;CommitMessageSize;RollbackMessageSize;RemoteGetMessageSize;RemoteGetReplyMessageSize;LocalCommitWaitTime;NumLocalCommitsWait;RemoteCommitWaitTime;NumRemoteCommitsWait;RemoteGetWaitTime;NumRemoteGetsWait;TotalResponseTimeWrXact;TotalResponseTimeROXact;LocalResponseTimeWrXact;LocalResponseTimeROXact;LocalServiceTimeWrXact;TotalServiceTimeWrXact;LocalServiceTimeROXact;RG_WrR;RG_ROR;RG_COMMIT;BusinessLogicWrXactS;BusinessLogicROXactS;BusinessLogicWrXactR;BusinessLogicROXactR;RemoteRemoteGetServiceTime;RemoteRemoteGetResponseTime;LocalRemoteGetServiceTime;LocalRemoteGetResponseTime;CommitCommandServiceTime;CommitCommandResponseTime;PrepareCommandServiceTime;PrepareCommandResponseTime;EarlyAbortProb;PrepareLocalAbortProb;PrepareRemoteAbortProb;;;Throughput;RdThroughput;WrThroughput;RdResponseTime;WrResponseTime;WrLocalR;WrPrepareR;WrCommitR;RemoteGetR;avgR;CpuU;EarlyAbortP;LocalAbortP;RemoteAbortP;;LC_Cpu;LEA_Cpu;LLA_Cpu;LRA_Cpu;RC_Cpu;RA_Cpu;RO_Cpu;
1;100.000;10;1;40;0,10873736;10;10;10;0;40;0,67166049;164.581.826,6721015;1.368,23338952;148,76848495;1.219,46490457;-1;-1;11;0,99958938;0,99995534;0,02474957;8;8;9,74900705;9,75135917;1.899,05;1.764,45;1.761,675;0;3.634,175;68.209,05;10.293,7;1.732,075;472,6;2.393,725;10;5.898,825;402;17,5;427;701,775;1.645,65;0,125;11.634,825;10,175;0;0;41.089,35;26.217,275;27.155,35;25.764,25;3.425,05;5.787,425;2.779,075;42.715,86458517;27.624,39561227;14.186,22239971;919,68204544;274,31136306;1.794,50264061;409,51990845;136,875;149,725;256,925;2.600,75;597,85;2.032,825;1.627,075;11.665,275;-0,00003733;-0,00003733;0,00041062;;;1.459,03987596;1.300,38772923;158,65214673;25.764,25;40.947,98325142;27.158,3281302;11.665,275;2.032,825;2.600,75;27.415,28909455;-1;0,00012705;0,0000496;0,00220131;;0,02152466;-0,00000024;-0,00000048;0,00000565;0,01258883;0,04451897;0,08472461;
1;100.000;10;1;50;0,11021972;10;10;10;0;50;0,66488473;159.052.684,6246377;1.533,73650318;168,88001203;1.364,85649116;-1;-1;19;0,99937537;0,99993118;0,01969661;8,94;8;9,7996487;9,797047;2.182,38;1.996,32;1.989,62;0;6.674,68;59.858,44;11.676,78;1.870,96;629,78;2.665,8;10;5.978,78;482;22,4;507;864,46;3.189,5;0,12;11.002,42;10,56;0;0;46.084,32;29.376,1;30.431,46;28.913,28;3.834,6;6.371,74;3.163,56;47.781,05498846;30.835,9720327;15.914,78425848;974,45009784;302,65055762;1.965,16022706;439,42072832;150,66;165,32;291,94;2.905,6;636,46;2.198,46;1.758,88;13.212,22;-0,00003288;-0,00003288;0,00062463;;;1.623,69459518;1.444,73143355;178,96316163;28.913,28;45.976,36442013;30.448,8556001;13.212,22;2.198,46;2.905,6;30.793,96836597;-1;0,00011706;0,00004515;0,00250688;;0,02152119;-0,00000021;-0,00000043;0,00000883;0,01242089;0,04439819;0,08635611;
1;100.000;10;1;60;0,11039826;10;10;10;0;60;0,65854802;151.435.620,09493726;1.690,01440473;186,48932867;1.503,52507607;-1;-1;20;0,99940458;0,99993426;0,01667215;9;9;9,8333693;9,83276797;2.316,86666667;2.071,41666667;2.066,71666667;0;4.213,56666667;67.768,73333333;11.846,36666667;1.870,35;666,63333333;2.893,48333333;10;6.058,68333333;562;21;587;1.027,03333333;1.338,08333333;0,1;11.500,08333333;7,36666667;0;0;49.185,06666667;32.107,05;33.239,5;31.634,91666667;4.310,55;6.985,05;3.582,95;50.913,7605292;33.582,63528316;16.214,02609121;1.053,77337031;325,97419812;2.092,2409152;485,75273287;164,56666667;180,36666667;331,21666667;3.167,7;644,75;2.215,98333333;1.885,46666667;13.484,73333333;-0,00002977;-0,00002977;0,00059542;;;1.787,81608571;1.590,44430357;197,37178214;31.634,91666667;49.077,06100992;33.241,11737302;13.484,73333333;2.215,98333333;3.167,7;33.560,49902432;-1;0,00010759;0,00004112;0,00272276;;0,02171062;-0,0000002;-0,0000004;0,00000861;0,01360734;0,04482085;0,08978425;
1;100.000;10;1;10;0,51223751;10;10;10;0;10;0,71814649;213.368.774,48550722;358,8392876;183,78353754;175,05575006;-1;-1;10;0,9996978;0,9998452;0,09977087;6;5;8,99635436;9,00776107;4.582,8;4.523,2;4.515,2;0;15.684;53.494,4;6.734,1;1.010,8;890,5;2.162,5;10;5.658,4;162;35;182,9;256,1;14.340,6;4;6.721,4;121,4;0;0;30.983,9;21.457,6;21.967,1;21.068,5;2.173,9;3.623,3;1.912,1;32.495,20241296;22.729,27643523;9.238,79560187;484,94480028;225,2835566;1.089,81217926;217,64948874;140,2;152,7;187,5;2.317,7;359;1.246,9;961,8;7.542,8;-0,00003022;-0,00003022;0,0003022;;;382,24318813;186,44388807;195,79930006;21.068,5;31.010,8715529;21.954,42282006;7.542,8;1.246,9;2.317,7;26.161,35567783;-1;0,00156299;0,00072918;0,00718532;;0,06659029;-0,0000006;-0,00000121;0,00001402;0,02130419;0,04076088;0,03347241;
1;100.000;10;1;20;0,51017565;10;10;10;0;20;0,72201221;202.739.091,16811594;555,46527981;283,2769596;272,18832021;-1;-1;46;0,99905954;0,99952016;0,04993399;7,95;7;9,50063814;9,50054622;6.358,5;6.032,5;6.004,75;0;42.656,95;45.206,45;9.150,9;1.406;1.285,2;2.680,3;10;5.738,45;242;59,5;263;445,5;13.269,55;3,45;10.442,95;115,9;0;0;40.511,35;27.937,5;28.499,2;27.562,1;2.706,6;4.434,05;2.363,95;42.115,32460549;29.314,223565;12.265,18784865;581,80283716;239,13228071;1.211,2561102;273,89211167;172,95;197,25;223,65;2.872,25;436,5;1.675,15;1.161,1;10.107,45;-0,00001959;-0,00001959;0,00090131;;;583,38517845;285,75626683;297,62891162;27.562,1;40.735,14609897;28.499,52706063;10.107,45;1.675,15;2.872,25;34.282,66733344;-1;0,00115693;0,00048239;0,01009787;;0,06280321;-0,00000038;-0,00000077;0,00004161;0,02546886;0,04335357;0,03217198;
1;100.000;10;1;30;0,51094102;10;10;10;0;30;0,73130017;192.655.544,40241542;722,01642616;368,56075589;353,45567027;-1;-1;108;0,99834469;0,99915435;0,03368394;8;8;9,66240377;9,66434442;8.058,66666667;7.304,26666667;7.279,8;131,7;23.731,53333333;41.551,4;11.405,3;1.658,3;2.007,3;3.011,1;10;5.818,4;322;70;343;634,5;18.461,7;2,63333333;15.434,73333333;112,06666667;0;0;47.461,46666667;31.801,93333333;32.785;31.416,46666667;3.154,66666667;5.077,8;2.774,7;49.160,28472057;33.240,00910073;14.939,6323834;647,091434;267,62830072;1.497,65136854;135,40068803;187,93333333;217,06666667;259,46666667;3.237,4;483,23333333;1.942,7;1.310,36666667;12.500,16666667;-0,00001505;-0,00001505;0,00162526;;;753,58007712;368,54510078;385,03497634;31.416,46666667;47.844,00446268;32.781,16765191;12.500,16666667;1.942,7;3.237,4;39.809,96965152;-1;0,00093138;0,00037334;0,01195481;;0,06238259;-0,00000029;-0,00000059;0,00007665;0,02830885;0,04224989;0,03269111;
1;100.000;10;1;40;0,51079218;10;10;10;0;40;0,72006645;177.687.098,66482604;859,51742799;438,433161;421,08426699;-1;-1;164;0,9979011;0,99892826;0,02414832;8;8;9,75296134;9,75260404;9.851,35;8.521,525;8.475,25;0;26.731,575;42.997,05;13.406,775;1.878,225;1.689,9;3.338,475;10;5.898,575;402;70;423;822,2;16.896,6;1,95;14.292,65;124,8;0;0;53.867,975;35.789,4;36.737,75;35.382,425;3.603,425;5.702,4;3.187,075;55.679,92115709;37.322,66539245;17.413,84367064;711,04645553;294,59048991;1.571,32270644;214,70934391;200,3;237,7;296,575;3.605,85;520,7;2.193,525;1.446,15;14.687,175;-0,00001264;-0,00001264;0,00207367;;;886,82859608;433,84348391;452,98511217;35.382,425;54.415,84018204;36.759,07062983;14.687,175;2.193,525;3.605,85;45.104,5446399;-1;0,00080045;0,00031487;0,01356888;;0,06250303;-0,00000025;-0,0000005;0,00009681;0,02898262;0,04095096;0,03355068;
1;100.000;10;1;50;0,51260682;10;10;10;0;50;0,70122366;170.500.161,69325218;949,8481805;486,38457613;463,46360437;-1;-1;254;0,9970392;0,99848168;0,01948217;9;8;9,79827205;9,79946493;12.070,78;10.075,48;10.032,7;527,78;24.801,42;41.324,44;16.563,66;2.002,34;2.355,2;3.727,3;10;5.978,44;482;70;503;1.007,38;13.841,98;1,38;15.882,6;119,98;0;0;61.703,76;40.246,98;41.148,44;39.825,3;4.082,14;6.354,36;3.616,3;63.583,87294471;41.860,92424828;20.840,62084406;785,40400835;319,96531643;1.626,02200276;307,69302362;215,22;260,5;336,42;4.033,12;560,42;2.325,66;1.577,96;17.983,08;-0,00001139;-0,00001139;0,00289267;;;971,98017507;473,7365114;498,24366367;39.825,3;62.486,09582581;41.171,48280027;17.983,08;2.325,66;4.033,12;51.441,37841763;-1;0,00072887;0,00028389;0,01528775;;0,06181325;-0,00000023;-0,00000046;0,00013444;0,02822266;0,03928696;0,03352047;
1;100.000;10;1;60;0,51191324;10;10;10;0;60;0,72154957;169.696.581,18686956;1.107,2079182;565,9557716;541,25214659;-1;-1;298;0,99700546;0,99846708;0,01658647;9;9;9,83437969;9,83389648;11.722,15;9.577,56666667;9.531,53333333;89,91666667;21.895,41666667;36.826;14.879,23333333;2.097,6;1.722,86666667;3.854,3;10;6.058,53333333;562;68,83333333;583;1.200,93333333;11.899,51666667;0,81666667;13.844,31666667;88,91666667;0;0;62.079,7;41.993,45;42.993,76666667;41.585,81666667;4.482,23333333;6.872,66666667;3.992,58333333;63.937,04765775;43.575,29902847;19.372,18948416;827,46570549;337,63612076;1.744,99617465;335,01932908;227,75;267,18333333;371,65;4.194,55;577,43333333;2.432,86666667;1.677,45;16.399,41666667;-0,00000979;-0,00000979;0,00291648;;;1.143,29888553;558,02904973;585,2698358;41.585,81666667;62.866,56853416;42.994,76820683;16.399,41666667;2.432,86666667;4.194,55;52.479,71528653;-1;0,00063954;0,00024632;0,01597854;;0,06482709;-0,00000021;-0,00000042;0,00014222;0,03162721;0,04064183;0,03601657;
1;100.000;10;1;10;0,91020696;10;10;10;0;10;0,71526454;226.995.250,06347832;275,68603489;250,90545495;24,78057994;-1;-1;34;0,9991594;0,9992349;0,10031635;6;5;8,99181498;8,9967438;8.994,7;8.846,3;8.821,9;983,5;35.198,2;34.728,1;7.510,2;1.130,1;1.061,7;2.524;10;5.658;162;63;179;316,2;13.046,5;9,8;6.310,4;264,8;0;0;35.256,9;25.175,1;25.250;24.747,2;2.285,8;3.720,1;2.070,4;36.952,32673575;26.657,64089508;10.257,45410996;472,95612509;258,54928075;911,10900845;421,64292407;177;199,1;201,5;2.705,3;356,9;1.382,1;946,1;8.373,4;-0,00002212;-0,00002212;0,00075218;;;288,56161667;25,91082385;262,65079282;24.747,2;35.632,02516791;25.250,25086502;8.373,4;1.382,1;2.705,3;34.654,6436615;-1;0,00317633;0,00148609;0,01456733;;0,09333934;-0,00000063;-0,00000138;0,00005212;0,02893818;0,03951121;0,00513057;
1;100.000;10;1;20;0,90841438;10;10;10;0;20;0,7287043;211.597.160,2735072;424,63658824;385,69490217;38,94168608;-1;-1;111;0,99836075;0,99851086;0,05010335;8;7;9,48314115;9,50045536;12.415,8;11.881,3;11.848,55;379,7;34.983,95;32.635,75;10.493,95;1.495,7;1.699,1;3.115,75;10;5.738,05;242;70;259;542,9;16.016,3;8,1;11.142,9;257,1;0;0;46.286,45;32.691,55;32.781,75;32.288,75;2.875,8;4.561,55;2.603,3;48.074,37115282;34.244,24204173;13.767,49354226;552,46364051;284,19783134;1.026,95296558;591,82485735;208,85;248,75;244,55;3.342,45;418,5;1.783,1;1.138,95;11.472,85;-0,00001438;-0,00001438;0,00159618;;;437,21107793;40,04224857;397,16882935;32.288,75;47.101,09269383;32.776,77357586;11.472,85;1.783,1;3.342,45;45.744,49507298;-1;0,00235753;0,00098686;0,02042034;;0,08796833;-0,0000004;-0,00000081;0,00010478;0,03340745;0,04001491;0,00506884;
1;100.000;10;1;30;0,91088335;10;10;10;0;30;0,72269239;205.102.128,42075366;560,21548943;510,19486046;50,02062897;-1;-1;232;0,99743684;0,99766517;0,03335713;8;8;9,66778099;9,6661747;14.744,66666667;13.659,6;13.633,16666667;0;23.409,06666667;31.934,2;12.335,66666667;1.766,2;1.498,2;3.453,7;10;5.818,26666667;322;70;339;770,2;17.907,66666667;4,43333333;14.879,9;237,86666667;0;0;52.757,33333333;36.904,73333333;37.024,03333333;36.523,5;3.295,23333333;5.163,13333333;3.001,8;54.601,77225235;38.681,86364332;16.010,50974683;599,65941573;305,77814075;1.105,81697676;599,31487187;219,5;263,56666667;278,86666667;3.715,86666667;465,03333333;2.053,26666667;1.274,56666667;13.433,43333333;-0,00001086;-0,00001086;0,00251982;;;573,30112562;51,09067672;522,2104489;36.523,5;53.874,81182768;37.024,97705953;13.433,43333333;2.053,26666667;3.715,86666667;52.328,52101543;-1;0,001863;0,00075022;0,02376926;;0,0878068;-0,00000031;-0,00000062;0,00016564;0,03633812;0,03830109;0,00500506;
1;100.000;10;1;40;0,91209916;10;10;10;0;40;0,718251;189.348.298,1775362;650,01990135;592,72957862;57,29032272;-1;-1;359;0,99658152;0,99688187;0,02431887;8;8;9,73901558;9,75119713;18.677,525;16.706,375;16.667,35;347,775;22.370,875;35.913,85;15.411,575;1.907,325;1.844,95;3.892,95;10;5.898,4;402;70;419;985,85;15.457,825;3,425;14.491,25;259,15;0;0;61.372,325;41.713,025;42.190,425;41.291,5;3.778,775;5.812,275;3.455,25;63.327,53029186;43.383,66793896;19.466,66095214;668,63067627;348,99097983;1.239,05376451;391,28668264;228,05;283,325;318,95;4.199,625;495,7;2.230,175;1.407,875;16.697,925;-0,00000934;-0,00000934;0,00335332;;;655,27541128;57,59925694;597,67615434;41.291,5;62.946,53050643;42.214,00228261;16.697,925;2.230,175;4.199,625;61.043,03520538;-1;0,00163187;0,00064501;0,02731061;;0,08612768;-0,00000026;-0,00000054;0,00021605;0,03578138;0,03525407;0,00494881;
1;100.000;10;1;50;0,91084853;10;10;10;0;50;0,70405684;178.918.697,39194205;705,20542412;642,04722767;63,15819645;-1;-1;559;0,99505845;0,99549903;0,01923295;9;8;9,80275445;9,80041763;23.716,38;21.165,3;21.113,98;319,66;26.298,96;36.311,04;19.880,7;2.078,56;1.782;4.366,06;10;5.978,3;482;70;499;1.191,28;15.524,02;2,58;17.256,04;245,08;0;0;71.525,56;47.255,02;47.540,06;46.835,68;4.295,68;6.510,7;3.920,1;73.573,97352101;49.015,95017404;24.280,6345459;740,48050207;364,05279678;1.343,04740392;627,65214253;237,5;295,02;362,76;4.713,78;542,36;2.424,96;1.540,44;21.306,4;-0,00000861;-0,00000861;0,00481303;;;701,56558546;62,54560222;639,01998325;46.835,68;73.660,66073573;47.574,24842902;21.306,4;2.424,96;4.713,78;71.269,1743098;-1;0,00148889;0,00058261;0,03085578;;0,08360354;-0,00000024;-0,00000049;0,00030458;0,03378787;0,03219595;0,00495173;
1;100.000;10;1;60;0,91001576;10;10;10;0;60;0,74571085;177.675.503,4784444;848,58165136;771,87822479;76,70342656;-1;-1;717;0,99480233;0,99526993;0,01670791;9;9;9,83208916;9,83285252;22.199,03333333;18.793,53333333;18.677,6;53,36666667;35.430,15;35.290,9;17.018,16666667;2.241,01666667;1.836,41666667;4.432,61666667;10;6.058,41666667;562;70;579;1.428,15;18.331,73333333;2,16666667;15.589,2;185,38333333;0;0;70.202,05;47.915,81666667;48.808,63333333;47.492,33333333;4.644,51666667;6.973,08333333;4.268,31666667;72.195,90114596;49.586,1534282;21.697,30128653;762,17873088;386,28013006;1.455,90993979;143,28609371;243,8;297,61666667;394,83333333;4.815,76666667;567,21666667;2.582,43333333;1.627,35;18.548;-0,00000716;-0,00000716;0,00513357;;;856,22467527;77,0467252;779,17795008;47.492,33333333;72.308,09244448;48.808,96275052;18.548;2.582,43333333;4.815,76666667;70.075,06526368;-1;0,00128429;0,00049657;0,03180653;;0,08970619;-0,00000022;-0,00000044;0,00034865;0,03897914;0,03333952;0,00545658;
